name|symb|Cat_mcap|Cat_rank|Cat_price.USD|Cat_price.BTC|Cat_supply
VeriCoin|VRC|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(1e+07,5e+07]
Mooncoin|MOON|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
NoLimitCoin|NLC2|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
BlackCoin|BLK|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
OAX|OAX|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
Switcheo|SWTH|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
MonetaryUnit|MUE|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
Neumark|NEU|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(1e+07,5e+07]
Matchpool|GUP|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
CoinPoker|CHP|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
carVertical|CV|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
UquidCoin|UQC|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
LUXCoin|LUX|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Chronobank|TIME|(0,1e+07]|(200,1e+03]|(10,25]|(0.001,0.01]|(0,1e+07]
Crown|CRW|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
Stox|STX|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Clams|CLAM|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Numeraire|NMR|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Incent|INCNT|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
I/OCoin|IOC|(0,1e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(1e+07,5e+07]
Radium|RADS|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Nework|NKC|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Aeron|ARN|(0,1e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(1e+07,5e+07]
DMarket|DMT|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
CallistoNetwork|CLO|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Phantasma|SOUL|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
NewYorkCoin|NYC|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Etheroll|DICE|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Blockport|BPT|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
Omni|OMNI|(0,1e+07]|(200,1e+03]|(10,25]|(0.001,0.01]|(0,1e+07]
Databits|DTB|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
Everus|EVR|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Hexx|HXX|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
BitcoinAtom|BCA|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
MUSE|MUSE|(0,1e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(1e+07,5e+07]
Hacken|HKN|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
U.CASH|UCASH|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
SwissBorg|CHSB|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
Rubycoin|RBY|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(1e+07,5e+07]
Divi|DIVX|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Remme|REM|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
StrongHands|SHND|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|
HiMutualSoc...|HMC|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Cappasity|CAPP|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
SRCOIN|SRCOIN|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
LockTrip|LOC|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
EchoLink|EKO|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
TheAbyss|ABYSS|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
DubaiCoin|DBIX|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
AurumCoin|AU|(0,1e+07]|(200,1e+03]|(25,100]|(0.001,0.01]|(0,1e+07]
TheChampCoin|TCC|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
NebulaAI|NBAI|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
SIBCoin|SIB|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
RussianMiner...|RMC|(0,1e+07]|(200,1e+03]|(1e+03,1e+04]|(0.05,1.01]|(0,1e+07]
ShipChain|SHIP|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Expanse|EXP|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
bitqy|BQ|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
Friendz|FDZ|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
UpToken|UP|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Bulwark|BWK|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
PikcioChain|PKC|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
SolarCoin|SLR|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
SilentNotary|SNTR|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Ecobit|ECOB|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Flash|FLASH|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
RED|RED|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
EnergiToken|ETK|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
Paragon|PRG|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
FlorinCoin|FLO|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
NeosCoin|NEOS|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
ATMChain|ATM|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
HeroNode|HER|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
BetterBetting|BETR|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Dynamic|DYN|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
GlobalCurren...|GCR|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Aphelion|APH|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Elixir|ELIX|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
PolicyPalNet...|PAL|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Xaurum|XAUR|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Hurify|HUR|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
REBL|REBL|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
ZrCoin|ZRC|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Rentberry|BERRY|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
aXpire|AXP|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
EXRNchain|EXRN|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Sprouts|SPRTS|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|
MedicCoin|MEDIC|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
CVCoin|CVCOIN|(0,1e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(0,1e+07]
Gambit|GAM|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
ShareX|SEXC|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
Unibright|UBT|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Leverj|LEV|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Patron|PAT|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Rivetz|RVT|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Faceter|FACE|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
PolySwarm|NCT|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
KiloCoin|KLC|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
Myriad|XMY|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
InsurePal|IPL|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
NaPoleonX|NPX|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
LoMoCoin|LMC|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
SentinelChain|SENC|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
indaHash|IDH|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
OriginSport|ORS|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
HollyWoodCoin|HWC|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
Shivom|OMX|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
DomRaider|DRT|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
InvestFeed|IFT|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
GCNCoin|GCN|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Novacoin|NVC|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
OKCash|OK|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(5e+07,1e+08]
Sharder|SS|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
DAOstack|GEN|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
GETProtocol|GET|(0,1e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(1e+07,5e+07]
ICOS|ICOS|(0,1e+07]|(200,1e+03]|(10,25]|(0.001,0.01]|(0,1e+07]
Stealth|XST|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
BitDice|CSNO|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(5e+07,1e+08]
Solaris|XLR|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
FluzFluz|FLUZ|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Nexium|NXC|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(5e+07,1e+08]
Change|CAG|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Rise|RISE|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
BitSend|BSD|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(1e+07,5e+07]
Musicoin|MUSIC|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
Bezop|BEZ|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(5e+07,1e+08]
AdHive|ADH|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
BitDegree|BDG|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
DigitexFutures|DGTX|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
APX|APX|(0,1e+07]|(200,1e+03]|(1,10]|(0.001,0.01]|(0,1e+07]
Effect.AI|EFX|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Dovu|DOVU|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
AirToken|AIR|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
SwarmCity|SWT|(0,1e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(0,1e+07]
Flixxo|FLIXX|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
BitTube|TUBE|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(5e+07,1e+08]
BitClave|CAT|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
Zap|ZAP|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Matryx|MTX|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Aventus|AVT|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
Eroscoin|ERO|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Debitum|DEB|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Sequence|SEQ|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
FoldingCoin|FLDC|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
IDEXMembership|IDXM|(0,1e+07]|(200,1e+03]|(1e+03,1e+04]|(0.05,1.01]|(0,1e+07]
BeeToken|BEE|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Loki|LOKI|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
HubiiNetwork|HBT|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
CFun|CFUN|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Playkey|PKT|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
CargoX|CXO|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Energycoin|ENRG|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Graft|GRFT|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Patientory|PTOY|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
Golos|GOLOS|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
PinkCoin|PINK|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
BitConnect|BCC|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(0,1e+07]
Pandacoin|PND|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
LatiumX|LATX|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
AidCoin|AID|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
ClearPoll|POLL|(0,1e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(0,1e+07]
LALAWorld|LALA|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
B2BX|B2B|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(1e+07,5e+07]
EncrypGen|DNA|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(5e+07,1e+08]
Spectrecoin|XSPEC|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Espers|ESP|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
ProfileUtili...|PUT|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+07,5e+07]
CanYaCoin|CAN|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Bounty0x|BNTY|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
LocalWorldF...|LWF|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
Dotcoin|DOT|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Pirl|PIRL|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
XPA|XPA|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(5e+07,1e+08]
NimiqExchang...|NET|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
Bitcrystals|BCY|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
TrueFlip|TFL|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
OBITS|OBITS|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(1e+07,5e+07]
GoByte|GBX|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Travelflex|TRF|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
ParetoNetwork|PARETO|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Helbiz|HBZ|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
MaxCoin|MAX|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(5e+07,1e+08]
DAO.Casino|BET|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
CoinFi|COFI|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
WeTrust|TRST|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
Fidelium|FID|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
NPER|NPER|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+07,5e+07]
Zilla|ZLA|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
MktCoin|MLM|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
adbank|ADB|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
Polis|POLIS|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
JET8|J8T|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Curecoin|CURE|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
PrimalbaseToken|PBT|(0,1e+07]|(200,1e+03]|(1e+03,1e+04]|(0.05,1.01]|(0,1e+07]
Pluton|PLU|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
CommerceBlock|CBT|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
BlueProtocol|BLUE|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Privatix|PRIX|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Snovio|SNOV|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
InkProtocol|XNK|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
ColuLocalNe...|CLN|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
AsiaCoin|AC|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
MorpheusLabs|MITX|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
WavesCommuni...|WCT|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(0,1e+07]
Hedge|HDG|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
TargetCoin|TGT|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
Stipend|SPD|(0,1e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(0,1e+07]
HEAT|HEAT|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Astro|ASTRO|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
CircuitsofV...|COVAL|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
Lendingblock|LND|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
CHIPS|CHIPS|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Sense|SENSE|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Auroracoin|AUR|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(0,1e+07]
Spectiv|SIG|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
MorpheusNetwork|MORPH|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
ThriveToken|THRT|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
DeviantCoin|DEV|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
MyBitToken|MYB|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
BitcoinZ|BTCZ|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
Mysterium|MYST|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
ToaCoin|TOA|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
Leadcoin|LDC|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
Devery|EVE|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
Sumokoin|SUMO|(0,1e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(0,1e+07]
Mintcoin|MINT|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
LinkerCoin|LNC|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
ALIS|ALIS|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+07,5e+07]
Sharechain|SSS|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
VeriME|VME|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
BitStation|BSTN|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
GladiusToken|GLA|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
ATBCoin|ATB|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+07,5e+07]
AdShares|ADST|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
