name|symb|Cat_mcap|Cat_rank|Cat_price.USD|Cat_price.BTC|Cat_supply
EthereumClassic|ETC|(1e+09,1.2e+11]|(10,25]|(10,25]|(0.001,0.01]|(1e+08,5e+08]
NEM|XEM|(1e+09,1.2e+11]|(10,25]|(0.1,0.25]|(1e-05,5e-05]|(1e+09,1e+10]
BinanceCoin|BNB|(1e+09,1.2e+11]|(10,25]|(10,25]|(0.001,0.01]|(1e+08,5e+08]
Tezos|XTZ|(1e+09,1.2e+11]|(10,25]|(1,10]|(0.0001,0.001]|(5e+08,1e+09]
VeChain|VEN|(1e+09,1.2e+11]|(10,25]|(1,10]|(0.0001,0.001]|(5e+08,1e+09]
OmiseGO|OMG|(5e+08,1e+09]|(10,25]|(1,10]|(0.001,0.01]|(1e+08,5e+08]
Qtum|QTUM|(5e+08,1e+09]|(10,25]|(1,10]|(0.001,0.01]|(5e+07,1e+08]
Zcash|ZEC|(5e+08,1e+09]|(10,25]|(100,500]|(0.01,0.05]|(0,1e+07]
Ontology|ONT|(5e+08,1e+09]|(10,25]|(1,10]|(0.0001,0.001]|(1e+08,5e+08]
ICON|ICX|(5e+08,1e+09]|(10,25]|(1,10]|(0.0001,0.001]|(1e+08,5e+08]
Zilliqa|ZIL|(5e+08,1e+09]|(10,25]|(0.03,0.1]|(1e-05,5e-05]|(1e+09,1e+10]
Lisk|LSK|(5e+08,1e+09]|(25,50]|(1,10]|(0.0001,0.001]|(1e+08,5e+08]
Bytecoin|BCN|(5e+08,1e+09]|(25,50]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
0x|ZRX|(5e+08,1e+09]|(25,50]|(0.5,1]|(0.0001,0.001]|(5e+08,1e+09]
BitcoinGold|BTG|(5e+08,1e+09]|(25,50]|(25,100]|(0.001,0.01]|(1e+07,5e+07]
Aeternity|AE|(5e+08,1e+09]|(25,50]|(1,10]|(0.0001,0.001]|(1e+08,5e+08]
Decred|DCR|(1e+08,5e+08]|(25,50]|(25,100]|(0.001,0.01]|(0,1e+07]
BitShares|BTS|(1e+08,5e+08]|(25,50]|(0.1,0.25]|(1e-05,5e-05]|(1e+09,1e+10]
BitcoinDiamond|BCD|(1e+08,5e+08]|(25,50]|(1,10]|(0.0001,0.001]|(1e+08,5e+08]
Steem|STEEM|(1e+08,5e+08]|(25,50]|(1,10]|(0.0001,0.001]|(1e+08,5e+08]
DigiByte|DGB|(1e+08,5e+08]|(25,50]|(0.03,0.1]|(5e-06,1e-05]|(1e+10,1e+12]
Verge|XVG|(1e+08,5e+08]|(25,50]|(0,0.03]|(1e-06,5e-06]|(1e+10,1e+12]
Siacoin|SC|(1e+08,5e+08]|(25,50]|(0,0.03]|(1e-06,5e-06]|(1e+10,1e+12]
Maker|MKR|(1e+08,5e+08]|(25,50]|(500,1e+03]|(0.05,1.01]|(0,1e+07]
Bytom|BTM|(1e+08,5e+08]|(25,50]|(0.25,0.5]|(5e-05,0.0001]|(1e+09,1e+10]
Augur|REP|(1e+08,5e+08]|(25,50]|(25,100]|(0.001,0.01]|(1e+07,5e+07]
PundiX|NPXS|(1e+08,5e+08]|(25,50]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Nano|NANO|(1e+08,5e+08]|(25,50]|(1,10]|(0.0001,0.001]|(1e+08,5e+08]
Waves|WAVES|(1e+08,5e+08]|(25,50]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
Dogecoin|DOGE|(1e+08,5e+08]|(25,50]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Golem|GNT|(1e+08,5e+08]|(25,50]|(0.25,0.5]|(5e-05,0.0001]|(5e+08,1e+09]
Populous|PPT|(1e+08,5e+08]|(25,50]|(1,10]|(0.001,0.01]|(1e+07,5e+07]
RChain|RHOC|(1e+08,5e+08]|(25,50]|(0.5,1]|(0.0001,0.001]|(1e+08,5e+08]
Status|SNT|(1e+08,5e+08]|(25,50]|(0.03,0.1]|(1e-05,5e-05]|(1e+09,1e+10]
BasicAttenti...|BAT|(1e+08,5e+08]|(25,50]|(0.25,0.5]|(1e-05,5e-05]|(5e+08,1e+09]
Wanchain|WAN|(1e+08,5e+08]|(25,50]|(1,10]|(0.0001,0.001]|(1e+08,5e+08]
KuCoinShares|KCS|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
Hshare|HSR|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Stratis|STRAT|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
Mixin|XIN|(1e+08,5e+08]|(50,100]|(500,1e+03]|(0.05,1.01]|(0,1e+07]
Waltonchain|WTC|(1e+08,5e+08]|(50,100]|(1,10]|(0.001,0.01]|(1e+07,5e+07]
IOST|IOST|(1e+08,5e+08]|(50,100]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
BitcoinPrivate|BTCP|(1e+08,5e+08]|(50,100]|(10,25]|(0.001,0.01]|(1e+07,5e+07]
Nebulas|NAS|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
DigixDAO|DGD|(1e+08,5e+08]|(50,100]|(100,500]|(0.01,0.05]|(0,1e+07]
Loopring|LRC|(1e+08,5e+08]|(50,100]|(0.25,0.5]|(1e-05,5e-05]|(5e+08,1e+09]
Aion|AION|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(1e+08,5e+08]
HuobiToken|HT|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
Mithril|MITH|(1e+08,5e+08]|(50,100]|(0.5,1]|(5e-05,0.0001]|(1e+08,5e+08]
aelf|ELF|(1e+08,5e+08]|(50,100]|(0.5,1]|(5e-05,0.0001]|(1e+08,5e+08]
Komodo|KMD|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(1e+08,5e+08]
Ardor|ARDR|(1e+08,5e+08]|(50,100]|(0.1,0.25]|(1e-05,5e-05]|(5e+08,1e+09]
MaidSafeCoin|MAID|(1e+08,5e+08]|(50,100]|(0.25,0.5]|(5e-05,0.0001]|(1e+08,5e+08]
Bancor|BNT|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
GXChain|GXS|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
Ark|ARK|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(1e+08,5e+08]
LoomNetwork|LOOM|(1e+08,5e+08]|(50,100]|(0.25,0.5]|(1e-05,5e-05]|(5e+08,1e+09]
FunFair|FUN|(1e+08,5e+08]|(50,100]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
Gas|GAS|(1e+08,5e+08]|(50,100]|(10,25]|(0.001,0.01]|(1e+07,5e+07]
ReddCoin|RDD|(1e+08,5e+08]|(50,100]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
MonaCoin|MONA|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
KyberNetwork|KNC|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(1e+08,5e+08]
Monaco|MCO|(1e+08,5e+08]|(50,100]|(1,10]|(0.001,0.01]|(1e+07,5e+07]
CyberMiles|CMT|(1e+08,5e+08]|(50,100]|(0.1,0.25]|(1e-05,5e-05]|(5e+08,1e+09]
Veritaseum|VERI|(1e+08,5e+08]|(50,100]|(25,100]|(0.001,0.01]|(0,1e+07]
Dentacoin|DCN|(1e+08,5e+08]|(50,100]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Emercoin|EMC|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Ethos|ETHOS|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
Cryptonex|CNX|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Elastos|ELA|(1e+08,5e+08]|(50,100]|(10,25]|(0.001,0.01]|(0,1e+07]
Cortex|CTXC|(1e+08,5e+08]|(50,100]|(0.5,1]|(0.0001,0.001]|(1e+08,5e+08]
PIVX|PIVX|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
Polymath|POLY|(1e+08,5e+08]|(50,100]|(0.25,0.5]|(5e-05,0.0001]|(1e+08,5e+08]
Dropil|DROP|(1e+08,5e+08]|(50,100]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
MOAC|MOAC|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Decentraland|MANA|(1e+08,5e+08]|(50,100]|(0.1,0.25]|(1e-05,5e-05]|(1e+09,1e+10]
Enigma|ENG|(1e+08,5e+08]|(50,100]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
Kin|KIN|(1e+08,5e+08]|(50,100]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
WAX|WAX|(1e+08,5e+08]|(50,100]|(0.1,0.25]|(1e-05,5e-05]|(5e+08,1e+09]
ThetaToken|THETA|(1e+08,5e+08]|(50,100]|(0.1,0.25]|(1e-05,5e-05]|(5e+08,1e+09]
PowerLedger|POWR|(1e+08,5e+08]|(50,100]|(0.25,0.5]|(1e-05,5e-05]|(1e+08,5e+08]
QASH|QASH|(1e+08,5e+08]|(50,100]|(0.25,0.5]|(1e-05,5e-05]|(1e+08,5e+08]
Factom|FCT|(1e+08,5e+08]|(50,100]|(10,25]|(0.001,0.01]|(0,1e+07]
Nuls|NULS|(5e+07,1e+08]|(50,100]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
SmartCash|SMART|(5e+07,1e+08]|(50,100]|(0.03,0.1]|(1e-05,5e-05]|(1e+09,1e+10]
ZCoin|XZC|(5e+07,1e+08]|(50,100]|(10,25]|(0.001,0.01]|(0,1e+07]
Nxt|NXT|(5e+07,1e+08]|(100,200]|(0.03,0.1]|(1e-05,5e-05]|(5e+08,1e+09]
Electroneum|ETN|(5e+07,1e+08]|(100,200]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
Paypex|PAYX|(5e+07,1e+08]|(100,200]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
BiboxToken|BIX|(5e+07,1e+08]|(100,200]|(0.5,1]|(0.0001,0.001]|(1e+08,5e+08]
ZenCash|ZEN|(5e+07,1e+08]|(100,200]|(10,25]|(0.001,0.01]|(0,1e+07]
Centrality|CENNZ|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(5e+08,1e+09]
WaykiChain|WICC|(5e+07,1e+08]|(100,200]|(0.5,1]|(5e-05,0.0001]|(1e+08,5e+08]
Substratum|SUB|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
Scry.info|DDD|(5e+07,1e+08]|(100,200]|(0.25,0.5]|(1e-05,5e-05]|(1e+08,5e+08]
Game.com|GTC|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(5e+08,1e+09]
Syscoin|SYS|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(5e+08,1e+09]
Storm|STORM|(5e+07,1e+08]|(100,200]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
TrueUSD|TUSD|(5e+07,1e+08]|(100,200]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
ChainLink|LINK|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
MatrixAINet...|MAN|(5e+07,1e+08]|(100,200]|(0.5,1]|(5e-05,0.0001]|(1e+08,5e+08]
Gifto|GTO|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(5e+08,1e+09]
Nexus|NXS|(5e+07,1e+08]|(100,200]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
Fusion|FSN|(5e+07,1e+08]|(100,200]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
ByteballBytes|GBYTE|(5e+07,1e+08]|(100,200]|(100,500]|(0.01,0.05]|(0,1e+07]
TenX|PAY|(5e+07,1e+08]|(100,200]|(0.5,1]|(5e-05,0.0001]|(1e+08,5e+08]
Skycoin|SKY|(5e+07,1e+08]|(100,200]|(1,10]|(0.001,0.01]|(0,1e+07]
TokenPay|TPAY|(5e+07,1e+08]|(100,200]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Civic|CVC|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
SALT|SALT|(5e+07,1e+08]|(100,200]|(1,10]|(0.0001,0.001]|(5e+07,1e+08]
Dragonchain|DRGN|(5e+07,1e+08]|(100,200]|(0.25,0.5]|(1e-05,5e-05]|(1e+08,5e+08]
Iconomi|ICN|(5e+07,1e+08]|(100,200]|(0.5,1]|(0.0001,0.001]|(5e+07,1e+08]
SingularityNET|AGI|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(5e+08,1e+09]
Docademic|MTC|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
Storj|STORJ|(5e+07,1e+08]|(100,200]|(0.5,1]|(5e-05,0.0001]|(1e+08,5e+08]
Dent|DENT|(5e+07,1e+08]|(100,200]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
BnkToTheFuture|BFT|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(5e+08,1e+09]
BitcoinDark|BTCD|(5e+07,1e+08]|(100,200]|(25,100]|(0.001,0.01]|(0,1e+07]
Blocknet|BLOCK|(5e+07,1e+08]|(100,200]|(10,25]|(0.001,0.01]|(0,1e+07]
iExecRLC|RLC|(5e+07,1e+08]|(100,200]|(0.5,1]|(0.0001,0.001]|(5e+07,1e+08]
Achain|ACT|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(5e+08,1e+09]
HighPerforma...|HPB|(5e+07,1e+08]|(100,200]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
ODEM|ODE|(5e+07,1e+08]|(100,200]|(0.25,0.5]|(5e-05,0.0001]|(1e+08,5e+08]
Revain|R|(5e+07,1e+08]|(100,200]|(0.25,0.5]|(1e-05,5e-05]|(1e+08,5e+08]
NucleusVision|NCASH|(5e+07,1e+08]|(100,200]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
Holo|HOT|(5e+07,1e+08]|(100,200]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Nexo|NEXO|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(5e+08,1e+09]
MediShares|MDS|(5e+07,1e+08]|(100,200]|(0.03,0.1]|(5e-06,1e-05]|(1e+09,1e+10]
Bluzelle|BLZ|(5e+07,1e+08]|(100,200]|(0.25,0.5]|(1e-05,5e-05]|(1e+08,5e+08]
CyberVein|CVT|(5e+07,1e+08]|(100,200]|(0.03,0.1]|(5e-06,1e-05]|(1e+09,1e+10]
TimeNewBank|TNB|(5e+07,1e+08]|(100,200]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
DeepBrainChain|DBC|(5e+07,1e+08]|(100,200]|(0.03,0.1]|(5e-06,1e-05]|(1e+09,1e+10]
SantimentNet...|SAN|(5e+07,1e+08]|(100,200]|(0.5,1]|(0.0001,0.001]|(5e+07,1e+08]
SONM|SNM|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
Neblio|NEBL|(5e+07,1e+08]|(100,200]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Aragon|ANT|(5e+07,1e+08]|(100,200]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
RequestNetwork|REQ|(5e+07,1e+08]|(100,200]|(0.03,0.1]|(1e-05,5e-05]|(5e+08,1e+09]
TaTaTu|TTU|(5e+07,1e+08]|(100,200]|(0.5,1]|(5e-05,0.0001]|(5e+07,1e+08]
Ignis|IGNIS|(5e+07,1e+08]|(100,200]|(0.03,0.1]|(1e-05,5e-05]|(5e+08,1e+09]
Gnosis|GNO|(5e+07,1e+08]|(100,200]|(25,100]|(0.001,0.01]|(0,1e+07]
StreamrDATAcoin|DATA|(5e+07,1e+08]|(100,200]|(0.03,0.1]|(1e-05,5e-05]|(5e+08,1e+09]
SmartMesh|SMT|(5e+07,1e+08]|(100,200]|(0.03,0.1]|(5e-06,1e-05]|(1e+09,1e+10]
Ruff|RUFF|(5e+07,1e+08]|(100,200]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
Arcblock|ABT|(5e+07,1e+08]|(100,200]|(0.5,1]|(5e-05,0.0001]|(5e+07,1e+08]
Quantstamp|QSP|(5e+07,1e+08]|(100,200]|(0.03,0.1]|(1e-05,5e-05]|(5e+08,1e+09]
Dai|DAI|(5e+07,1e+08]|(100,200]|(0.5,1]|(0.0001,0.001]|(5e+07,1e+08]
TrueChain|TRUE|(5e+07,1e+08]|(100,200]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Bottos|BTO|(5e+07,1e+08]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
THEKEY|TKY|(5e+07,1e+08]|(100,200]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
EnjinCoin|ENJ|(2.5e+07,5e+07]|(100,200]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
Nexty|NTY|(2.5e+07,5e+07]|(100,200]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Particl|PART|(2.5e+07,5e+07]|(100,200]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Cindicator|CND|(2.5e+07,5e+07]|(100,200]|(0.03,0.1]|(1e-06,5e-06]|(1e+09,1e+10]
Ambrosus|AMB|(2.5e+07,5e+07]|(100,200]|(0.25,0.5]|(1e-05,5e-05]|(1e+08,5e+08]
Groestlcoin|GRS|(2.5e+07,5e+07]|(100,200]|(0.5,1]|(5e-05,0.0001]|(5e+07,1e+08]
Po.et|POE|(2.5e+07,5e+07]|(100,200]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
eosDAC|EOSDAC|(2.5e+07,5e+07]|(100,200]|(0.03,0.1]|(1e-05,5e-05]|(5e+08,1e+09]
Vertcoin|VTC|(2.5e+07,5e+07]|(100,200]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
EDUCare|EKT|(2.5e+07,5e+07]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
Asch|XAS|(2.5e+07,5e+07]|(100,200]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
Selfkey|KEY|(2.5e+07,5e+07]|(100,200]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
AllSports|SOC|(2.5e+07,5e+07]|(100,200]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
POANetwork|POA|(2.5e+07,5e+07]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
Storiqa|STQ|(2.5e+07,5e+07]|(100,200]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
Credits|CS|(2.5e+07,5e+07]|(100,200]|(0.25,0.5]|(1e-05,5e-05]|(1e+08,5e+08]
BLOCKv|VEE|(2.5e+07,5e+07]|(100,200]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
IHTRealEsta...|IHT|(2.5e+07,5e+07]|(100,200]|(0.03,0.1]|(1e-05,5e-05]|(5e+08,1e+09]
MetaverseETP|ETP|(2.5e+07,5e+07]|(100,200]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
DynamicTradi...|DTR|(2.5e+07,5e+07]|(100,200]|(0.03,0.1]|(5e-06,1e-05]|(1e+09,1e+10]
Pillar|PLR|(2.5e+07,5e+07]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
DEW|DEW|(2.5e+07,5e+07]|(100,200]|(0.25,0.5]|(5e-05,0.0001]|(1e+08,5e+08]
CRYPTO20|C20|(2.5e+07,5e+07]|(100,200]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
GenaroNetwork|GNX|(2.5e+07,5e+07]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
GoChain|GO|(2.5e+07,5e+07]|(100,200]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
Mainframe|MFT|(2.5e+07,5e+07]|(100,200]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
DigitalNote|XDN|(2.5e+07,5e+07]|(100,200]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
RaidenNetwor...|RDN|(2.5e+07,5e+07]|(100,200]|(0.5,1]|(0.0001,0.001]|(5e+07,1e+08]
Cube|AUTO|(2.5e+07,5e+07]|(100,200]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
Bread|BRD|(2.5e+07,5e+07]|(100,200]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
SIRINLABSToken|SRN|(2.5e+07,5e+07]|(100,200]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
Tokenomy|TEN|(2.5e+07,5e+07]|(100,200]|(0.25,0.5]|(1e-05,5e-05]|(1e+08,5e+08]
SafeExchange...|SAFEX|(2.5e+07,5e+07]|(100,200]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
BitcoinInterest|BCI|(2.5e+07,5e+07]|(100,200]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Aston|ATX|(2.5e+07,5e+07]|(100,200]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
Ubiq|UBQ|(2.5e+07,5e+07]|(100,200]|(0.5,1]|(0.0001,0.001]|(1e+07,5e+07]
Metal|MTL|(2.5e+07,5e+07]|(100,200]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
SakuraBloom|SKB|(2.5e+07,5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
SophiaTX|SPHTX|(2.5e+07,5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
Peercoin|PPC|(2.5e+07,5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Odyssey|OCN|(2.5e+07,5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
ZClassic|ZCL|(2.5e+07,5e+07]|(200,1e+03]|(1,10]|(0.001,0.01]|(0,1e+07]
BOScoin|BOS|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
NKN|NKN|(2.5e+07,5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
GameCredits|GAME|(2.5e+07,5e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(5e+07,1e+08]
DATA|DTA|(2.5e+07,5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
DAEX|DAX|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
Bitcore|BTX|(2.5e+07,5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Crypterium|CRPT|(2.5e+07,5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
ETHLend|LEND|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+09,1e+10]
Edgeless|EDG|(2.5e+07,5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
TradeToken|TIO|(2.5e+07,5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
QuarkChain|QKC|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
Telcoin|TEL|(2.5e+07,5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
IoTeX|IOTX|(2.5e+07,5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
Ink|INK|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
EndorProtocol|EDR|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
BridgeCoin|BCO|(2.5e+07,5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
GenesisVision|GVT|(2.5e+07,5e+07]|(200,1e+03]|(1,10]|(0.001,0.01]|(0,1e+07]
Electra|ECA|(2.5e+07,5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
RedPulse|RPX|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
Delphy|DPY|(2.5e+07,5e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(1e+07,5e+07]
Stakenet|XSN|(2.5e+07,5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
Primecoin|XPM|(2.5e+07,5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Unobtanium|UNO|(2.5e+07,5e+07]|(200,1e+03]|(100,500]|(0.01,0.05]|(0,1e+07]
InternetNode...|INT|(2.5e+07,5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
IoTChain|ITC|(2.5e+07,5e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(5e+07,1e+08]
JibrelNetwork|JNT|(2.5e+07,5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
OST|OST|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
TokenCard|TKN|(2.5e+07,5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
NANJCOIN|NANJ|(2.5e+07,5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Burst|BURST|(2.5e+07,5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
AdEx|ADX|(2.5e+07,5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
OriginTrail|TRAC|(2.5e+07,5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
bitCNY|BITCNY|(2.5e+07,5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
Rock|RKT|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
DistributedC...|DCC|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(5e+08,1e+09]
PCHAIN|PAI|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
NavCoin|NAV|(2.5e+07,5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
Lympo|LYM|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
Einsteinium|EMC2|(2.5e+07,5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
