"Index","Close.MKR"
"2018-05-28 23:10:00",705.4
"2018-05-28 23:11:00",706.02
"2018-05-28 23:12:00",706.97
"2018-05-28 23:13:00",706.44
"2018-05-28 23:14:00",707.92
"2018-05-28 23:15:00",708.7
"2018-05-28 23:16:00",707.82
"2018-05-28 23:17:00",707.91
"2018-05-28 23:18:00",707.15
"2018-05-28 23:19:00",704.77
"2018-05-28 23:20:00",705.99
"2018-05-28 23:21:00",705.18
"2018-05-28 23:22:00",705.39
"2018-05-28 23:23:00",705.8
"2018-05-28 23:24:00",705.8
"2018-05-28 23:25:00",705.63
"2018-05-28 23:26:00",704.99
"2018-05-28 23:27:00",704.84
"2018-05-28 23:28:00",704.82
"2018-05-28 23:29:00",704.29
"2018-05-28 23:30:00",705.45
"2018-05-28 23:31:00",705.51
"2018-05-28 23:32:00",705.29
"2018-05-28 23:33:00",705.29
"2018-05-28 23:34:00",705.76
"2018-05-28 23:35:00",705.84
"2018-05-28 23:36:00",704.18
"2018-05-28 23:37:00",705.6
"2018-05-28 23:38:00",704.28
"2018-05-28 23:39:00",704.4
"2018-05-28 23:40:00",703.74
"2018-05-28 23:41:00",703.66
"2018-05-28 23:42:00",703.37
"2018-05-28 23:43:00",703.37
"2018-05-28 23:44:00",704.51
"2018-05-28 23:45:00",703.92
"2018-05-28 23:46:00",704.58
"2018-05-28 23:47:00",704.65
"2018-05-28 23:48:00",704.32
"2018-05-28 23:49:00",704.37
"2018-05-28 23:50:00",704.28
"2018-05-28 23:51:00",703.77
"2018-05-28 23:52:00",703.91
"2018-05-28 23:53:00",703.54
"2018-05-28 23:54:00",703.67
"2018-05-28 23:55:00",701.78
"2018-05-28 23:56:00",701.44
"2018-05-28 23:57:00",701.59
"2018-05-28 23:58:00",701.39
"2018-05-28 23:59:00",701.48
"2018-05-29 00:00:00",702.56
"2018-05-29 00:01:00",704.32
"2018-05-29 00:02:00",705.23
"2018-05-29 00:03:00",705.62
"2018-05-29 00:04:00",705.63
"2018-05-29 00:05:00",704.37
"2018-05-29 00:06:00",705.03
"2018-05-29 00:07:00",704.54
"2018-05-29 00:08:00",704.04
"2018-05-29 00:09:00",703.97
"2018-05-29 00:10:00",704.22
"2018-05-29 00:11:00",706.18
"2018-05-29 00:12:00",705.07
"2018-05-29 00:13:00",705.5
"2018-05-29 00:14:00",705.69
"2018-05-29 00:15:00",704.56
"2018-05-29 00:16:00",705.45
"2018-05-29 00:17:00",705.6
"2018-05-29 00:18:00",705.66
"2018-05-29 00:19:00",705.8
"2018-05-29 00:20:00",706.51
"2018-05-29 00:21:00",706.59
"2018-05-29 00:22:00",706.85
"2018-05-29 00:23:00",704.84
"2018-05-29 00:24:00",705.7
"2018-05-29 00:25:00",705.71
"2018-05-29 00:26:00",705.65
"2018-05-29 00:27:00",705.59
"2018-05-29 00:28:00",705.56
"2018-05-29 00:29:00",705.22
"2018-05-29 00:30:00",704.17
"2018-05-29 00:31:00",704.17
"2018-05-29 00:32:00",704.3
"2018-05-29 00:33:00",704.37
"2018-05-29 00:34:00",704.34
"2018-05-29 00:35:00",708.13
"2018-05-29 00:36:00",708.14
"2018-05-29 00:37:00",708.24
"2018-05-29 00:38:00",708.21
"2018-05-29 00:39:00",708.21
"2018-05-29 00:40:00",708.21
"2018-05-29 00:41:00",702.98
"2018-05-29 00:42:00",702.93
"2018-05-29 00:43:00",702.92
"2018-05-29 00:44:00",705.57
"2018-05-29 00:45:00",706.06
"2018-05-29 00:46:00",706.18
"2018-05-29 00:47:00",704.92
"2018-05-29 00:48:00",704.29
"2018-05-29 00:49:00",703.98
"2018-05-29 00:50:00",704.43
"2018-05-29 00:51:00",708.55
"2018-05-29 00:52:00",709.13
"2018-05-29 00:53:00",707.61
"2018-05-29 00:54:00",707.44
"2018-05-29 00:55:00",707.58
"2018-05-29 00:56:00",708.56
"2018-05-29 00:57:00",707.72
"2018-05-29 00:58:00",707.68
"2018-05-29 00:59:00",707.61
"2018-05-29 01:00:00",707.42
"2018-05-29 01:01:00",707.47
"2018-05-29 01:02:00",707.61
"2018-05-29 01:03:00",707.27
"2018-05-29 01:04:00",707.84
"2018-05-29 01:05:00",708.19
"2018-05-29 01:06:00",708.37
"2018-05-29 01:07:00",708.33
"2018-05-29 01:08:00",706.97
"2018-05-29 01:09:00",707.55
"2018-05-29 01:10:00",706.86
"2018-05-29 01:11:00",707.16
"2018-05-29 01:12:00",703.77
"2018-05-29 01:13:00",703.75
"2018-05-29 01:14:00",703.3
"2018-05-29 01:15:00",704.04
"2018-05-29 01:16:00",702.52
"2018-05-29 01:17:00",702.77
"2018-05-29 01:18:00",702.59
"2018-05-29 01:19:00",703.09
"2018-05-29 01:20:00",702.92
"2018-05-29 01:21:00",702.62
"2018-05-29 01:22:00",702.37
"2018-05-29 01:23:00",701.66
"2018-05-29 01:24:00",701.5
"2018-05-29 01:25:00",701.62
"2018-05-29 01:26:00",702.39
"2018-05-29 01:27:00",701.54
"2018-05-29 01:28:00",702.22
"2018-05-29 01:29:00",701.75
"2018-05-29 01:30:00",701.75
"2018-05-29 01:31:00",701.87
"2018-05-29 01:32:00",701.79
"2018-05-29 01:33:00",700.22
"2018-05-29 01:34:00",700.24
"2018-05-29 01:35:00",699.76
"2018-05-29 01:36:00",699.77
"2018-05-29 01:37:00",699.6
"2018-05-29 01:38:00",699.62
"2018-05-29 01:39:00",698.32
"2018-05-29 01:40:00",695.98
"2018-05-29 01:41:00",696.52
"2018-05-29 01:42:00",695.74
"2018-05-29 01:43:00",698.4
"2018-05-29 01:44:00",700.22
"2018-05-29 01:45:00",702.1
"2018-05-29 01:46:00",702.62
"2018-05-29 01:47:00",705.5
"2018-05-29 01:48:00",703.61
"2018-05-29 01:49:00",703.34
"2018-05-29 01:50:00",703.12
"2018-05-29 01:51:00",703.28
"2018-05-29 01:52:00",703.53
"2018-05-29 01:53:00",704.94
"2018-05-29 01:54:00",705.02
"2018-05-29 01:55:00",704.97
"2018-05-29 01:56:00",705.32
"2018-05-29 01:57:00",705.96
"2018-05-29 01:58:00",706.52
"2018-05-29 01:59:00",709.35
"2018-05-29 02:00:00",705.99
"2018-05-29 02:01:00",706.53
"2018-05-29 02:02:00",706.08
"2018-05-29 02:03:00",706.1
"2018-05-29 02:04:00",706.98
"2018-05-29 02:05:00",706.83
"2018-05-29 02:06:00",706.78
"2018-05-29 02:07:00",707.59
"2018-05-29 02:08:00",707.96
"2018-05-29 02:09:00",707.96
"2018-05-29 02:10:00",706.63
"2018-05-29 02:11:00",707.04
"2018-05-29 02:12:00",707.05
"2018-05-29 02:13:00",707.04
"2018-05-29 02:14:00",707.24
"2018-05-29 02:15:00",707.44
"2018-05-29 02:16:00",707.88
"2018-05-29 02:17:00",707.76
"2018-05-29 02:18:00",707.78
"2018-05-29 02:19:00",706.87
"2018-05-29 02:20:00",706.81
"2018-05-29 02:21:00",705.5
"2018-05-29 02:22:00",704.86
"2018-05-29 02:23:00",705.31
"2018-05-29 02:24:00",704.59
"2018-05-29 02:25:00",703.92
"2018-05-29 02:26:00",704.28
"2018-05-29 02:27:00",703.49
"2018-05-29 02:28:00",703.41
"2018-05-29 02:29:00",703.47
"2018-05-29 02:30:00",704.1
"2018-05-29 02:31:00",704.51
"2018-05-29 02:32:00",704.67
"2018-05-29 02:33:00",704.63
"2018-05-29 02:34:00",704.66
"2018-05-29 02:35:00",704.66
"2018-05-29 02:36:00",705.27
"2018-05-29 02:37:00",706.11
"2018-05-29 02:38:00",705.98
"2018-05-29 02:39:00",705.73
"2018-05-29 02:40:00",705.7
"2018-05-29 02:41:00",705.19
"2018-05-29 02:42:00",705.09
"2018-05-29 02:43:00",705.09
"2018-05-29 02:44:00",705.12
"2018-05-29 02:45:00",705.84
"2018-05-29 02:46:00",706.94
"2018-05-29 02:47:00",707.08
"2018-05-29 02:48:00",707.62
"2018-05-29 02:49:00",707.62
"2018-05-29 02:50:00",707.74
"2018-05-29 02:51:00",706.6
"2018-05-29 02:52:00",706.13
"2018-05-29 02:53:00",705.34
"2018-05-29 02:54:00",705.94
"2018-05-29 02:55:00",705.96
"2018-05-29 02:56:00",705.88
"2018-05-29 02:57:00",705.54
"2018-05-29 02:58:00",707.2
"2018-05-29 02:59:00",708.21
"2018-05-29 03:00:00",707.49
"2018-05-29 03:01:00",708.52
"2018-05-29 03:02:00",709.1
"2018-05-29 03:03:00",709.14
"2018-05-29 03:04:00",709.73
"2018-05-29 03:05:00",709.31
"2018-05-29 03:06:00",709.25
"2018-05-29 03:07:00",709.14
"2018-05-29 03:08:00",709.17
"2018-05-29 03:09:00",710.25
"2018-05-29 03:10:00",710.79
"2018-05-29 03:11:00",710.79
"2018-05-29 03:12:00",711.92
"2018-05-29 03:13:00",712.83
"2018-05-29 03:14:00",712.9
"2018-05-29 03:15:00",713.08
"2018-05-29 03:16:00",713.4
"2018-05-29 03:17:00",713.47
"2018-05-29 03:18:00",713.51
"2018-05-29 03:19:00",713.66
"2018-05-29 03:20:00",713.55
"2018-05-29 03:21:00",713.8
"2018-05-29 03:22:00",713.65
"2018-05-29 03:23:00",713.62
"2018-05-29 03:24:00",713.66
"2018-05-29 03:25:00",713.62
"2018-05-29 03:26:00",713.78
"2018-05-29 03:27:00",713.08
"2018-05-29 03:28:00",713.03
"2018-05-29 03:29:00",713.06
"2018-05-29 03:30:00",713.16
"2018-05-29 03:31:00",729.26
"2018-05-29 03:32:00",729.39
"2018-05-29 03:33:00",729.51
"2018-05-29 03:34:00",719.04
"2018-05-29 03:35:00",719.07
"2018-05-29 03:36:00",719.07
"2018-05-29 03:37:00",719.13
"2018-05-29 03:38:00",719.36
"2018-05-29 03:39:00",719.43
"2018-05-29 03:40:00",718.52
"2018-05-29 03:41:00",719.02
"2018-05-29 03:42:00",718.92
"2018-05-29 03:43:00",718.93
"2018-05-29 03:44:00",719.29
"2018-05-29 03:45:00",719.22
"2018-05-29 03:46:00",719.35
"2018-05-29 03:47:00",719.47
"2018-05-29 03:48:00",719.5
"2018-05-29 03:49:00",719.46
"2018-05-29 03:50:00",719.5
"2018-05-29 03:51:00",719.46
"2018-05-29 03:52:00",719.41
"2018-05-29 03:53:00",719.44
"2018-05-29 03:54:00",719.4
"2018-05-29 03:55:00",719.36
"2018-05-29 03:56:00",719.28
"2018-05-29 03:57:00",719.24
"2018-05-29 03:58:00",719.3
"2018-05-29 03:59:00",718.95
"2018-05-29 04:00:00",718.93
"2018-05-29 04:01:00",718.67
"2018-05-29 04:02:00",718.24
"2018-05-29 04:03:00",718.62
"2018-05-29 04:04:00",718.98
"2018-05-29 04:05:00",718.81
"2018-05-29 04:06:00",718.72
"2018-05-29 04:07:00",718.73
"2018-05-29 04:08:00",718.91
"2018-05-29 04:09:00",719.46
"2018-05-29 04:10:00",719.61
"2018-05-29 04:11:00",719.55
"2018-05-29 04:12:00",719.76
"2018-05-29 04:13:00",719.77
"2018-05-29 04:14:00",721.04
"2018-05-29 04:15:00",721.24
"2018-05-29 04:16:00",721.57
"2018-05-29 04:17:00",721.51
"2018-05-29 04:18:00",721.31
"2018-05-29 04:19:00",721.33
"2018-05-29 04:20:00",721.48
"2018-05-29 04:21:00",721.52
"2018-05-29 04:22:00",721.54
"2018-05-29 04:23:00",721.58
"2018-05-29 04:24:00",721.61
"2018-05-29 04:25:00",721.58
"2018-05-29 04:26:00",723.07
"2018-05-29 04:27:00",723.28
"2018-05-29 04:28:00",723.29
"2018-05-29 04:29:00",723.31
"2018-05-29 04:30:00",722.15
"2018-05-29 04:31:00",722.36
"2018-05-29 04:32:00",722.92
"2018-05-29 04:33:00",722.62
"2018-05-29 04:34:00",722.51
"2018-05-29 04:35:00",721.76
"2018-05-29 04:36:00",721.46
"2018-05-29 04:37:00",721.72
"2018-05-29 04:38:00",721.48
"2018-05-29 04:39:00",721.73
"2018-05-29 04:40:00",721.73
"2018-05-29 04:41:00",721.73
"2018-05-29 04:42:00",721.59
"2018-05-29 04:43:00",720.81
"2018-05-29 04:44:00",720.78
"2018-05-29 04:45:00",720.74
"2018-05-29 04:46:00",720.8
"2018-05-29 04:47:00",721.69
"2018-05-29 04:48:00",721.72
"2018-05-29 04:49:00",721.73
"2018-05-29 04:50:00",721.72
"2018-05-29 04:51:00",721.66
"2018-05-29 04:52:00",721.67
"2018-05-29 04:53:00",721.72
"2018-05-29 04:54:00",721.69
"2018-05-29 04:55:00",721.57
"2018-05-29 04:56:00",721.59
"2018-05-29 04:57:00",721.61
"2018-05-29 04:58:00",721.63
"2018-05-29 04:59:00",721.69
"2018-05-29 05:00:00",722.06
"2018-05-29 05:01:00",722.02
"2018-05-29 05:02:00",722.02
"2018-05-29 05:03:00",722
"2018-05-29 05:04:00",721.76
"2018-05-29 05:05:00",721.15
"2018-05-29 05:06:00",720.55
"2018-05-29 05:07:00",720.2
"2018-05-29 05:08:00",716.3
"2018-05-29 05:09:00",714.48
"2018-05-29 05:10:00",713.18
"2018-05-29 05:11:00",711.84
"2018-05-29 05:12:00",709.08
"2018-05-29 05:13:00",710.04
"2018-05-29 05:14:00",710.73
"2018-05-29 05:15:00",710.84
"2018-05-29 05:16:00",711.44
"2018-05-29 05:17:00",712.22
"2018-05-29 05:18:00",709.66
"2018-05-29 05:19:00",708.87
"2018-05-29 05:20:00",707.84
"2018-05-29 05:21:00",709.56
"2018-05-29 05:22:00",708.51
"2018-05-29 05:23:00",709.47
"2018-05-29 05:24:00",709.18
"2018-05-29 05:25:00",708.78
"2018-05-29 05:26:00",709.1
"2018-05-29 05:27:00",710.11
"2018-05-29 05:28:00",710.33
"2018-05-29 05:29:00",709.25
"2018-05-29 05:30:00",709.08
"2018-05-29 05:31:00",711.26
"2018-05-29 05:32:00",710.03
"2018-05-29 05:33:00",710.29
"2018-05-29 05:34:00",709.54
"2018-05-29 05:35:00",708.19
"2018-05-29 05:36:00",706.18
"2018-05-29 05:37:00",706.87
"2018-05-29 05:38:00",707.4
"2018-05-29 05:39:00",709.25
"2018-05-29 05:40:00",709.95
"2018-05-29 05:41:00",708.3
"2018-05-29 05:42:00",708.99
"2018-05-29 05:43:00",708.3
"2018-05-29 05:44:00",707.69
"2018-05-29 05:45:00",708.04
"2018-05-29 05:46:00",711.52
"2018-05-29 05:47:00",714.09
"2018-05-29 05:48:00",713.37
"2018-05-29 05:49:00",713.62
"2018-05-29 05:50:00",715.1
"2018-05-29 05:51:00",715.26
"2018-05-29 05:52:00",715.39
"2018-05-29 05:53:00",715.46
"2018-05-29 05:54:00",715.36
"2018-05-29 05:55:00",714.93
"2018-05-29 05:56:00",714.87
"2018-05-29 05:57:00",714.87
"2018-05-29 05:58:00",709.14
"2018-05-29 05:59:00",709
"2018-05-29 06:00:00",709.47
"2018-05-29 06:01:00",710.49
"2018-05-29 06:02:00",711.02
"2018-05-29 06:03:00",711.24
"2018-05-29 06:04:00",711.31
"2018-05-29 06:05:00",711.38
"2018-05-29 06:06:00",712.18
"2018-05-29 06:07:00",712.97
"2018-05-29 06:08:00",712.57
"2018-05-29 06:09:00",709.85
"2018-05-29 06:10:00",710.36
"2018-05-29 06:11:00",708.78
"2018-05-29 06:12:00",702.69
"2018-05-29 06:13:00",702.58
"2018-05-29 06:14:00",702.41
"2018-05-29 06:15:00",702.2
"2018-05-29 06:16:00",702.57
"2018-05-29 06:17:00",702.95
"2018-05-29 06:18:00",703.03
"2018-05-29 06:19:00",704.57
"2018-05-29 06:20:00",704.65
"2018-05-29 06:21:00",704.77
"2018-05-29 06:22:00",703.24
"2018-05-29 06:23:00",703.09
"2018-05-29 06:24:00",704.04
"2018-05-29 06:25:00",704.25
"2018-05-29 06:26:00",704.4
"2018-05-29 06:27:00",704.46
"2018-05-29 06:28:00",704.62
"2018-05-29 06:29:00",704.94
"2018-05-29 06:30:00",705.2
