"Index","Close.XMR"
"2018-05-28 20:33:00",156.32
"2018-05-28 20:34:00",156.32
"2018-05-28 20:35:00",156.37
"2018-05-28 20:36:00",156.41
"2018-05-28 20:37:00",156.23
"2018-05-28 20:38:00",156.18
"2018-05-28 20:39:00",156.18
"2018-05-28 20:40:00",156.18
"2018-05-28 20:41:00",156.14
"2018-05-28 20:42:00",156.25
"2018-05-28 20:43:00",156.36
"2018-05-28 20:44:00",156.32
"2018-05-28 20:45:00",156.32
"2018-05-28 20:46:00",156.33
"2018-05-28 20:47:00",156.19
"2018-05-28 20:48:00",155.96
"2018-05-28 20:49:00",155.92
"2018-05-28 20:50:00",155.69
"2018-05-28 20:51:00",155.68
"2018-05-28 20:52:00",155.58
"2018-05-28 20:53:00",155.55
"2018-05-28 20:54:00",155.55
"2018-05-28 20:55:00",155.45
"2018-05-28 20:56:00",155.73
"2018-05-28 20:57:00",155.9
"2018-05-28 20:58:00",155.84
"2018-05-28 20:59:00",155.73
"2018-05-28 21:00:00",155.92
"2018-05-28 21:01:00",155.7
"2018-05-28 21:02:00",155.61
"2018-05-28 21:03:00",155.51
"2018-05-28 21:04:00",155.5
"2018-05-28 21:05:00",155.47
"2018-05-28 21:06:00",154.1
"2018-05-28 21:07:00",154.21
"2018-05-28 21:08:00",154.16
"2018-05-28 21:09:00",154.3
"2018-05-28 21:10:00",154.19
"2018-05-28 21:11:00",153.52
"2018-05-28 21:12:00",153.13
"2018-05-28 21:13:00",152.25
"2018-05-28 21:14:00",151.8
"2018-05-28 21:15:00",152
"2018-05-28 21:16:00",152.06
"2018-05-28 21:17:00",152.18
"2018-05-28 21:18:00",152.33
"2018-05-28 21:19:00",152.48
"2018-05-28 21:20:00",152.46
"2018-05-28 21:21:00",152.35
"2018-05-28 21:22:00",152.21
"2018-05-28 21:23:00",152.32
"2018-05-28 21:24:00",152.18
"2018-05-28 21:25:00",152.07
"2018-05-28 21:26:00",152.12
"2018-05-28 21:27:00",151.99
"2018-05-28 21:28:00",151.9
"2018-05-28 21:29:00",152.02
"2018-05-28 21:30:00",152.3
"2018-05-28 21:31:00",152.29
"2018-05-28 21:32:00",152.31
"2018-05-28 21:33:00",152.24
"2018-05-28 21:34:00",152.27
"2018-05-28 21:35:00",152.18
"2018-05-28 21:36:00",152.11
"2018-05-28 21:37:00",152.18
"2018-05-28 21:38:00",152.14
"2018-05-28 21:39:00",152.03
"2018-05-28 21:40:00",151.9
"2018-05-28 21:41:00",151.95
"2018-05-28 21:42:00",151.84
"2018-05-28 21:43:00",151.81
"2018-05-28 21:44:00",151.78
"2018-05-28 21:45:00",151.69
"2018-05-28 21:46:00",151.67
"2018-05-28 21:47:00",151.74
"2018-05-28 21:48:00",151.97
"2018-05-28 21:49:00",152.07
"2018-05-28 21:50:00",152.08
"2018-05-28 21:51:00",151.9
"2018-05-28 21:52:00",151.75
"2018-05-28 21:53:00",151.73
"2018-05-28 21:54:00",151.72
"2018-05-28 21:55:00",151.82
"2018-05-28 21:56:00",151.74
"2018-05-28 21:57:00",151.69
"2018-05-28 21:58:00",151.58
"2018-05-28 21:59:00",151.48
"2018-05-28 22:00:00",151.47
"2018-05-28 22:01:00",151.46
"2018-05-28 22:02:00",151.36
"2018-05-28 22:03:00",151.27
"2018-05-28 22:04:00",151.31
"2018-05-28 22:05:00",151.53
"2018-05-28 22:06:00",151.61
"2018-05-28 22:07:00",151.57
"2018-05-28 22:08:00",151.91
"2018-05-28 22:09:00",151.83
"2018-05-28 22:10:00",151.89
"2018-05-28 22:11:00",151.7
"2018-05-28 22:12:00",151.62
"2018-05-28 22:13:00",151.61
"2018-05-28 22:14:00",151.39
"2018-05-28 22:15:00",150.89
"2018-05-28 22:16:00",151.19
"2018-05-28 22:17:00",151.29
"2018-05-28 22:18:00",151.24
"2018-05-28 22:19:00",151.23
"2018-05-28 22:20:00",151.32
"2018-05-28 22:21:00",151.03
"2018-05-28 22:22:00",150.87
"2018-05-28 22:23:00",150.72
"2018-05-28 22:24:00",150.65
"2018-05-28 22:25:00",150.75
"2018-05-28 22:26:00",150.85
"2018-05-28 22:27:00",150.64
"2018-05-28 22:28:00",150.51
"2018-05-28 22:29:00",150.37
"2018-05-28 22:30:00",150.48
"2018-05-28 22:31:00",150.63
"2018-05-28 22:32:00",150.52
"2018-05-28 22:33:00",150.57
"2018-05-28 22:34:00",150.92
"2018-05-28 22:35:00",151.09
"2018-05-28 22:36:00",151.12
"2018-05-28 22:37:00",150.97
"2018-05-28 22:38:00",150.92
"2018-05-28 22:39:00",150.64
"2018-05-28 22:40:00",150.68
"2018-05-28 22:41:00",150.69
"2018-05-28 22:42:00",150.29
"2018-05-28 22:43:00",150.1
"2018-05-28 22:44:00",150.01
"2018-05-28 22:45:00",150.04
"2018-05-28 22:46:00",149.94
"2018-05-28 22:47:00",149.96
"2018-05-28 22:48:00",149.89
"2018-05-28 22:49:00",149.94
"2018-05-28 22:50:00",149.9
"2018-05-28 22:51:00",149.99
"2018-05-28 22:52:00",149.91
"2018-05-28 22:53:00",149.76
"2018-05-28 22:54:00",149.84
"2018-05-28 22:55:00",149.75
"2018-05-28 22:56:00",149.81
"2018-05-28 22:57:00",149.77
"2018-05-28 22:58:00",149.71
"2018-05-28 22:59:00",150.14
"2018-05-28 23:00:00",150.12
"2018-05-28 23:01:00",150.13
"2018-05-28 23:02:00",149.89
"2018-05-28 23:03:00",149.7
"2018-05-28 23:04:00",149.76
"2018-05-28 23:05:00",149.75
"2018-05-28 23:06:00",150.18
"2018-05-28 23:07:00",150.21
"2018-05-28 23:08:00",150.05
"2018-05-28 23:09:00",150.08
"2018-05-28 23:10:00",150.18
"2018-05-28 23:11:00",150.11
"2018-05-28 23:12:00",150.07
"2018-05-28 23:13:00",150.06
"2018-05-28 23:14:00",150.09
"2018-05-28 23:15:00",150.08
"2018-05-28 23:16:00",150.09
"2018-05-28 23:17:00",150.08
"2018-05-28 23:18:00",149.94
"2018-05-28 23:19:00",149.88
"2018-05-28 23:20:00",149.88
"2018-05-28 23:21:00",149.78
"2018-05-28 23:22:00",150.01
"2018-05-28 23:23:00",149.81
"2018-05-28 23:24:00",149.86
"2018-05-28 23:25:00",149.92
"2018-05-28 23:26:00",149.71
"2018-05-28 23:27:00",149.73
"2018-05-28 23:28:00",149.7
"2018-05-28 23:29:00",149.71
"2018-05-28 23:30:00",149.65
"2018-05-28 23:31:00",149.44
"2018-05-28 23:32:00",149.45
"2018-05-28 23:33:00",149.46
"2018-05-28 23:34:00",149.4
"2018-05-28 23:35:00",149.4
"2018-05-28 23:36:00",149.4
"2018-05-28 23:37:00",149.37
"2018-05-28 23:38:00",149.41
"2018-05-28 23:39:00",149.4
"2018-05-28 23:40:00",149.51
"2018-05-28 23:41:00",149.5
"2018-05-28 23:42:00",149.34
"2018-05-28 23:43:00",149.32
"2018-05-28 23:44:00",149.38
"2018-05-28 23:45:00",149.58
"2018-05-28 23:46:00",149.59
"2018-05-28 23:47:00",149.53
"2018-05-28 23:48:00",149.77
"2018-05-28 23:49:00",149.71
"2018-05-28 23:50:00",149.68
"2018-05-28 23:51:00",149.72
"2018-05-28 23:52:00",149.69
"2018-05-28 23:53:00",149.52
"2018-05-28 23:54:00",149.42
"2018-05-28 23:55:00",149.43
"2018-05-28 23:56:00",149.43
"2018-05-28 23:57:00",149.45
"2018-05-28 23:58:00",149.38
"2018-05-28 23:59:00",149.35
"2018-05-29 00:00:00",149.91
"2018-05-29 00:01:00",149.86
"2018-05-29 00:02:00",149.79
"2018-05-29 00:03:00",150.12
"2018-05-29 00:04:00",150.25
"2018-05-29 00:05:00",150.14
"2018-05-29 00:06:00",150.14
"2018-05-29 00:07:00",150.12
"2018-05-29 00:08:00",150.19
"2018-05-29 00:09:00",150.36
"2018-05-29 00:10:00",150.22
"2018-05-29 00:11:00",150.25
"2018-05-29 00:12:00",150.44
"2018-05-29 00:13:00",150.41
"2018-05-29 00:14:00",150.43
"2018-05-29 00:15:00",150.33
"2018-05-29 00:16:00",150.33
"2018-05-29 00:17:00",150.48
"2018-05-29 00:18:00",150.5
"2018-05-29 00:19:00",150.5
"2018-05-29 00:20:00",150.44
"2018-05-29 00:21:00",150.44
"2018-05-29 00:22:00",150.57
"2018-05-29 00:23:00",150.58
"2018-05-29 00:24:00",150.79
"2018-05-29 00:25:00",151.05
"2018-05-29 00:26:00",150.83
"2018-05-29 00:27:00",150.7
"2018-05-29 00:28:00",150.64
"2018-05-29 00:29:00",150.7
"2018-05-29 00:30:00",150.73
"2018-05-29 00:31:00",150.79
"2018-05-29 00:32:00",150.82
"2018-05-29 00:33:00",150.81
"2018-05-29 00:34:00",150.63
"2018-05-29 00:35:00",150.47
"2018-05-29 00:36:00",149.51
"2018-05-29 00:37:00",149.39
"2018-05-29 00:38:00",149.21
"2018-05-29 00:39:00",149.19
"2018-05-29 00:40:00",149.21
"2018-05-29 00:41:00",149.25
"2018-05-29 00:42:00",149.27
"2018-05-29 00:43:00",149.23
"2018-05-29 00:44:00",149.23
"2018-05-29 00:45:00",149.14
"2018-05-29 00:46:00",149.1
"2018-05-29 00:47:00",149.1
"2018-05-29 00:48:00",148.89
"2018-05-29 00:49:00",148.78
"2018-05-29 00:50:00",148.74
"2018-05-29 00:51:00",148.64
"2018-05-29 00:52:00",149
"2018-05-29 00:53:00",148.61
"2018-05-29 00:54:00",148.74
"2018-05-29 00:55:00",148.71
"2018-05-29 00:56:00",148.75
"2018-05-29 00:57:00",148.63
"2018-05-29 00:58:00",148.69
"2018-05-29 00:59:00",148.6
"2018-05-29 01:00:00",148.6
"2018-05-29 01:01:00",148.46
"2018-05-29 01:02:00",148.53
"2018-05-29 01:03:00",148.61
"2018-05-29 01:04:00",148.69
"2018-05-29 01:05:00",148.84
"2018-05-29 01:06:00",148.96
"2018-05-29 01:07:00",148.89
"2018-05-29 01:08:00",148.89
"2018-05-29 01:09:00",148.69
"2018-05-29 01:10:00",148.8
"2018-05-29 01:11:00",148.51
"2018-05-29 01:12:00",148.6
"2018-05-29 01:13:00",148.37
"2018-05-29 01:14:00",148.32
"2018-05-29 01:15:00",148.27
"2018-05-29 01:16:00",148.24
"2018-05-29 01:17:00",148.31
"2018-05-29 01:18:00",148.35
"2018-05-29 01:19:00",148.19
"2018-05-29 01:20:00",148.25
"2018-05-29 01:21:00",148.39
"2018-05-29 01:22:00",148.37
"2018-05-29 01:23:00",148.25
"2018-05-29 01:24:00",148.26
"2018-05-29 01:25:00",148
"2018-05-29 01:26:00",148.06
"2018-05-29 01:27:00",147.94
"2018-05-29 01:28:00",147.96
"2018-05-29 01:29:00",147.97
"2018-05-29 01:30:00",147.97
"2018-05-29 01:31:00",147.9
"2018-05-29 01:32:00",147.93
"2018-05-29 01:33:00",147.91
"2018-05-29 01:34:00",147.9
"2018-05-29 01:35:00",148.07
"2018-05-29 01:36:00",148.09
"2018-05-29 01:37:00",148.13
"2018-05-29 01:38:00",148.1
"2018-05-29 01:39:00",147.93
"2018-05-29 01:40:00",147.69
"2018-05-29 01:41:00",147.64
"2018-05-29 01:42:00",147.35
"2018-05-29 01:43:00",147.71
"2018-05-29 01:44:00",147.82
"2018-05-29 01:45:00",148.03
"2018-05-29 01:46:00",148.35
"2018-05-29 01:47:00",148.13
"2018-05-29 01:48:00",148.05
"2018-05-29 01:49:00",147.89
"2018-05-29 01:50:00",147.92
"2018-05-29 01:51:00",147.85
"2018-05-29 01:52:00",147.84
"2018-05-29 01:53:00",147.92
"2018-05-29 01:54:00",148.01
"2018-05-29 01:55:00",148.07
"2018-05-29 01:56:00",148.09
"2018-05-29 01:57:00",147.97
"2018-05-29 01:58:00",148.15
"2018-05-29 01:59:00",148.4
"2018-05-29 02:00:00",148.3
"2018-05-29 02:01:00",148.29
"2018-05-29 02:02:00",148.36
"2018-05-29 02:03:00",148.36
"2018-05-29 02:04:00",148.36
"2018-05-29 02:05:00",148.36
"2018-05-29 02:06:00",148.36
"2018-05-29 02:07:00",148.35
"2018-05-29 02:08:00",148.38
"2018-05-29 02:09:00",148.22
"2018-05-29 02:10:00",148.07
"2018-05-29 02:11:00",148.1
"2018-05-29 02:12:00",147.88
"2018-05-29 02:13:00",147.88
"2018-05-29 02:14:00",148
"2018-05-29 02:15:00",147.9
"2018-05-29 02:16:00",147.91
"2018-05-29 02:17:00",148.17
"2018-05-29 02:18:00",148.33
"2018-05-29 02:19:00",148.43
"2018-05-29 02:20:00",148.43
"2018-05-29 02:21:00",148.52
"2018-05-29 02:22:00",148.49
"2018-05-29 02:23:00",148.4
"2018-05-29 02:24:00",148.4
"2018-05-29 02:25:00",148.41
"2018-05-29 02:26:00",148.4
"2018-05-29 02:27:00",148.4
"2018-05-29 02:28:00",148.41
"2018-05-29 02:29:00",148.32
"2018-05-29 02:30:00",148.29
"2018-05-29 02:31:00",148.29
"2018-05-29 02:32:00",148.39
"2018-05-29 02:33:00",148.34
"2018-05-29 02:34:00",148.41
"2018-05-29 02:35:00",148.42
"2018-05-29 02:36:00",148.17
"2018-05-29 02:37:00",148.14
"2018-05-29 02:38:00",148.18
"2018-05-29 02:39:00",148.22
"2018-05-29 02:40:00",148.25
"2018-05-29 02:41:00",148.24
"2018-05-29 02:42:00",148.21
"2018-05-29 02:43:00",148.2
"2018-05-29 02:44:00",148.12
"2018-05-29 02:45:00",147.88
"2018-05-29 02:46:00",147.88
"2018-05-29 02:47:00",148
"2018-05-29 02:48:00",148.04
"2018-05-29 02:49:00",148.2
"2018-05-29 02:50:00",148.2
"2018-05-29 02:51:00",148.29
"2018-05-29 02:52:00",148.12
"2018-05-29 02:53:00",148.14
"2018-05-29 02:54:00",148.14
"2018-05-29 02:55:00",148.14
"2018-05-29 02:56:00",148.36
"2018-05-29 02:57:00",148.39
"2018-05-29 02:58:00",148.5
"2018-05-29 02:59:00",148.93
"2018-05-29 03:00:00",149.07
"2018-05-29 03:01:00",149.14
"2018-05-29 03:02:00",149.37
"2018-05-29 03:03:00",149.66
"2018-05-29 03:04:00",149.78
"2018-05-29 03:05:00",149.72
"2018-05-29 03:06:00",149.82
"2018-05-29 03:07:00",149.82
"2018-05-29 03:08:00",149.77
"2018-05-29 03:09:00",149.76
"2018-05-29 03:10:00",149.78
"2018-05-29 03:11:00",149.83
"2018-05-29 03:12:00",150.05
"2018-05-29 03:13:00",150.35
"2018-05-29 03:14:00",150.5
"2018-05-29 03:15:00",150.51
"2018-05-29 03:16:00",150.62
"2018-05-29 03:17:00",150.7
"2018-05-29 03:18:00",150.64
"2018-05-29 03:19:00",150.71
"2018-05-29 03:20:00",150.71
"2018-05-29 03:21:00",150.59
"2018-05-29 03:22:00",150.55
"2018-05-29 03:23:00",150.5
"2018-05-29 03:24:00",150.49
"2018-05-29 03:25:00",150.52
"2018-05-29 03:26:00",150.64
"2018-05-29 03:27:00",150.61
"2018-05-29 03:28:00",150.88
"2018-05-29 03:29:00",151.05
"2018-05-29 03:30:00",151.03
"2018-05-29 03:31:00",150.89
"2018-05-29 03:32:00",150.97
"2018-05-29 03:33:00",150.94
"2018-05-29 03:34:00",151.31
"2018-05-29 03:35:00",151.36
"2018-05-29 03:36:00",151.38
"2018-05-29 03:37:00",151.34
"2018-05-29 03:38:00",151.33
"2018-05-29 03:39:00",151.44
"2018-05-29 03:40:00",151.37
"2018-05-29 03:41:00",151.39
"2018-05-29 03:42:00",151.38
"2018-05-29 03:43:00",151.38
"2018-05-29 03:44:00",151.35
"2018-05-29 03:45:00",151.41
"2018-05-29 03:46:00",151.39
"2018-05-29 03:47:00",151.39
"2018-05-29 03:48:00",151.4
"2018-05-29 03:49:00",151.43
"2018-05-29 03:50:00",151.37
"2018-05-29 03:51:00",151.41
"2018-05-29 03:52:00",151.41
"2018-05-29 03:53:00",151.32
"2018-05-29 03:54:00",151.3
"2018-05-29 03:55:00",151.29
"2018-05-29 03:56:00",151.24
"2018-05-29 03:57:00",151.21
"2018-05-29 03:58:00",151.28
"2018-05-29 03:59:00",151.29
"2018-05-29 04:00:00",151.32
"2018-05-29 04:01:00",151.31
"2018-05-29 04:02:00",151.2
"2018-05-29 04:03:00",151.22
"2018-05-29 04:04:00",151.23
"2018-05-29 04:05:00",151.24
"2018-05-29 04:06:00",151.24
"2018-05-29 04:07:00",151.22
"2018-05-29 04:08:00",151.3
"2018-05-29 04:09:00",151.29
"2018-05-29 04:10:00",151.07
"2018-05-29 04:11:00",151.07
"2018-05-29 04:12:00",151.11
"2018-05-29 04:13:00",151.24
"2018-05-29 04:14:00",151.28
"2018-05-29 04:15:00",151.49
"2018-05-29 04:16:00",151.35
"2018-05-29 04:17:00",151.42
"2018-05-29 04:18:00",151.2
"2018-05-29 04:19:00",151
"2018-05-29 04:20:00",150.72
"2018-05-29 04:21:00",150.24
"2018-05-29 04:22:00",150.33
"2018-05-29 04:23:00",150.24
"2018-05-29 04:24:00",149.7
"2018-05-29 04:25:00",149.42
"2018-05-29 04:26:00",149.31
"2018-05-29 04:27:00",149.31
"2018-05-29 04:28:00",149.28
"2018-05-29 04:29:00",149.23
"2018-05-29 04:30:00",149.14
"2018-05-29 04:31:00",149.05
"2018-05-29 04:32:00",149.01
"2018-05-29 04:33:00",149.07
"2018-05-29 04:34:00",149.21
"2018-05-29 04:35:00",149.04
"2018-05-29 04:36:00",148.94
"2018-05-29 04:37:00",148.97
"2018-05-29 04:38:00",149.28
"2018-05-29 04:39:00",149.32
"2018-05-29 04:40:00",149.43
"2018-05-29 04:41:00",149.65
"2018-05-29 04:42:00",149.64
"2018-05-29 04:43:00",149.43
"2018-05-29 04:44:00",149.42
"2018-05-29 04:45:00",149.34
"2018-05-29 04:46:00",149.31
"2018-05-29 04:47:00",149.34
"2018-05-29 04:48:00",149.36
"2018-05-29 04:49:00",149.25
"2018-05-29 04:50:00",149.24
"2018-05-29 04:51:00",149.22
"2018-05-29 04:52:00",149.31
"2018-05-29 04:53:00",149.27
"2018-05-29 04:54:00",149.25
"2018-05-29 04:55:00",149.25
"2018-05-29 04:56:00",149.28
"2018-05-29 04:57:00",149.3
"2018-05-29 04:58:00",149.28
"2018-05-29 04:59:00",149.29
"2018-05-29 05:00:00",149.4
"2018-05-29 05:01:00",149.4
"2018-05-29 05:02:00",149.51
"2018-05-29 05:03:00",149.51
"2018-05-29 05:04:00",149.6
"2018-05-29 05:05:00",149.7
"2018-05-29 05:06:00",149.87
"2018-05-29 05:07:00",149.93
"2018-05-29 05:08:00",150.03
"2018-05-29 05:09:00",149.73
"2018-05-29 05:10:00",149.83
"2018-05-29 05:11:00",149.85
"2018-05-29 05:12:00",149.53
"2018-05-29 05:13:00",149.31
"2018-05-29 05:14:00",149.24
"2018-05-29 05:15:00",149.2
"2018-05-29 05:16:00",149.21
"2018-05-29 05:17:00",149.25
"2018-05-29 05:18:00",149.25
"2018-05-29 05:19:00",149.27
"2018-05-29 05:20:00",148.57
"2018-05-29 05:21:00",148.88
"2018-05-29 05:22:00",148.91
"2018-05-29 05:23:00",148.95
"2018-05-29 05:24:00",148.64
"2018-05-29 05:25:00",148.68
"2018-05-29 05:26:00",148.6
"2018-05-29 05:27:00",148.7
"2018-05-29 05:28:00",148.69
"2018-05-29 05:29:00",148.58
"2018-05-29 05:30:00",148.35
"2018-05-29 05:31:00",148.42
"2018-05-29 05:32:00",148.42
"2018-05-29 05:33:00",148.3
"2018-05-29 05:34:00",148.28
"2018-05-29 05:35:00",147.97
"2018-05-29 05:36:00",148.11
"2018-05-29 05:37:00",148.24
"2018-05-29 05:38:00",148.29
"2018-05-29 05:39:00",148.47
"2018-05-29 05:40:00",148.64
"2018-05-29 05:41:00",148.53
"2018-05-29 05:42:00",148.6
"2018-05-29 05:43:00",148.72
"2018-05-29 05:44:00",148.67
"2018-05-29 05:45:00",148.83
"2018-05-29 05:46:00",148.9
"2018-05-29 05:47:00",148.87
"2018-05-29 05:48:00",149.02
"2018-05-29 05:49:00",149.03
"2018-05-29 05:50:00",149.07
"2018-05-29 05:51:00",149.26
"2018-05-29 05:52:00",149.49
"2018-05-29 05:53:00",149.69
"2018-05-29 05:54:00",149.7
"2018-05-29 05:55:00",149.53
"2018-05-29 05:56:00",149.68
"2018-05-29 05:57:00",149.8
"2018-05-29 05:58:00",149.84
"2018-05-29 05:59:00",149.83
"2018-05-29 06:00:00",149.86
"2018-05-29 06:01:00",149.66
"2018-05-29 06:02:00",149.72
"2018-05-29 06:03:00",149.72
"2018-05-29 06:04:00",149.74
"2018-05-29 06:05:00",149.78
"2018-05-29 06:06:00",149.77
"2018-05-29 06:07:00",150.12
"2018-05-29 06:08:00",150.56
"2018-05-29 06:09:00",150.63
"2018-05-29 06:10:00",150.61
"2018-05-29 06:11:00",150.5
"2018-05-29 06:12:00",150.57
"2018-05-29 06:13:00",150.55
"2018-05-29 06:14:00",150.38
"2018-05-29 06:15:00",150.4
"2018-05-29 06:16:00",149.77
"2018-05-29 06:17:00",150.04
"2018-05-29 06:18:00",150.11
"2018-05-29 06:19:00",149.96
"2018-05-29 06:20:00",150
"2018-05-29 06:21:00",149.97
"2018-05-29 06:22:00",150.06
"2018-05-29 06:23:00",150.03
"2018-05-29 06:24:00",150.08
"2018-05-29 06:25:00",150.22
"2018-05-29 06:26:00",150.19
"2018-05-29 06:27:00",150.35
"2018-05-29 06:28:00",150.22
"2018-05-29 06:29:00",150.35
"2018-05-29 06:30:00",150.38
