"Index","Close.XIN"
"2018-05-28 17:34:00",
"2018-05-28 17:35:00",
"2018-05-28 17:36:00",0.00622
"2018-05-28 17:37:00",0.006221
"2018-05-28 17:38:00",0.006219
"2018-05-28 17:39:00",0.006218
"2018-05-28 17:40:00",0.006217
"2018-05-28 17:41:00",0.006217
"2018-05-28 17:42:00",0.006217
"2018-05-28 17:43:00",0.006216
"2018-05-28 17:44:00",0.006216
"2018-05-28 17:45:00",0.006215
"2018-05-28 17:46:00",0.006219
"2018-05-28 17:47:00",0.00622
"2018-05-28 17:48:00",0.00622
"2018-05-28 17:49:00",0.00622
"2018-05-28 17:50:00",0.006219
"2018-05-28 17:51:00",0.006219
"2018-05-28 17:52:00",0.006222
"2018-05-28 17:53:00",0.006227
"2018-05-28 17:54:00",0.006223
"2018-05-28 17:55:00",0.006222
"2018-05-28 17:56:00",0.006223
"2018-05-28 17:57:00",0.006222
"2018-05-28 17:58:00",0.006223
"2018-05-28 17:59:00",0.006228
"2018-05-28 18:00:00",0.006229
"2018-05-28 18:01:00",0.00623
"2018-05-28 18:02:00",0.006231
"2018-05-28 18:03:00",0.006237
"2018-05-28 18:04:00",0.006236
"2018-05-28 18:05:00",0.006241
"2018-05-28 18:06:00",0.006239
"2018-05-28 18:07:00",0.006239
"2018-05-28 18:08:00",0.006228
"2018-05-28 18:09:00",0.006225
"2018-05-28 18:10:00",0.006227
"2018-05-28 18:11:00",0.00623
"2018-05-28 18:12:00",0.006228
"2018-05-28 18:13:00",0.006227
"2018-05-28 18:14:00",0.006225
"2018-05-28 18:15:00",0.006225
"2018-05-28 18:16:00",0.006225
"2018-05-28 18:17:00",0.006227
"2018-05-28 18:18:00",0.006155
"2018-05-28 18:19:00",0.006154
"2018-05-28 18:20:00",0.006159
"2018-05-28 18:21:00",0.006161
"2018-05-28 18:22:00",0.00616
"2018-05-28 18:23:00",0.006159
"2018-05-28 18:24:00",0.006158
"2018-05-28 18:25:00",0.006157
"2018-05-28 18:26:00",0.006157
"2018-05-28 18:27:00",0.006155
"2018-05-28 18:28:00",0.006155
"2018-05-28 18:29:00",0.006155
"2018-05-28 18:30:00",0.006157
"2018-05-28 18:31:00",0.006157
"2018-05-28 18:32:00",0.006157
"2018-05-28 18:33:00",0.006152
"2018-05-28 18:34:00",0.006152
"2018-05-28 18:35:00",0.006152
"2018-05-28 18:36:00",0.006152
"2018-05-28 18:37:00",0.006157
"2018-05-28 18:38:00",0.006154
"2018-05-28 18:39:00",0.006153
"2018-05-28 18:40:00",0.006154
"2018-05-28 18:41:00",0.006153
"2018-05-28 18:42:00",0.006151
"2018-05-28 18:43:00",0.006144
"2018-05-28 18:44:00",0.006144
"2018-05-28 18:45:00",0.006147
"2018-05-28 18:46:00",0.006148
"2018-05-28 18:47:00",0.006145
"2018-05-28 18:48:00",0.006143
"2018-05-28 18:49:00",0.00614
"2018-05-28 18:50:00",0.006141
"2018-05-28 18:51:00",0.006142
"2018-05-28 18:52:00",0.006144
"2018-05-28 18:53:00",0.006214
"2018-05-28 18:54:00",0.006214
"2018-05-28 18:55:00",0.006218
"2018-05-28 18:56:00",0.006216
"2018-05-28 18:57:00",0.006216
"2018-05-28 18:58:00",0.006216
"2018-05-28 18:59:00",0.006212
"2018-05-28 19:00:00",0.006212
"2018-05-28 19:01:00",0.006212
"2018-05-28 19:02:00",0.006211
"2018-05-28 19:03:00",0.006211
"2018-05-28 19:04:00",0.006213
"2018-05-28 19:05:00",0.006221
"2018-05-28 19:06:00",0.006224
"2018-05-28 19:07:00",0.006225
"2018-05-28 19:08:00",0.006225
"2018-05-28 19:09:00",0.006225
"2018-05-28 19:10:00",0.006221
"2018-05-28 19:11:00",0.006218
"2018-05-28 19:12:00",0.006224
"2018-05-28 19:13:00",0.006222
"2018-05-28 19:14:00",0.006223
"2018-05-28 19:15:00",0.006222
"2018-05-28 19:16:00",0.006224
"2018-05-28 19:17:00",0.006224
"2018-05-28 19:18:00",0.006224
"2018-05-28 19:19:00",0.006223
"2018-05-28 19:20:00",0.006295
"2018-05-28 19:21:00",0.006222
"2018-05-28 19:22:00",0.00622
"2018-05-28 19:23:00",0.006221
"2018-05-28 19:24:00",0.006221
"2018-05-28 19:25:00",0.006221
"2018-05-28 19:26:00",0.006217
"2018-05-28 19:27:00",0.006216
"2018-05-28 19:28:00",0.006214
"2018-05-28 19:29:00",0.006218
"2018-05-28 19:30:00",0.006219
"2018-05-28 19:31:00",0.006218
"2018-05-28 19:32:00",0.006218
"2018-05-28 19:33:00",0.006218
"2018-05-28 19:34:00",0.006217
"2018-05-28 19:35:00",0.00622
"2018-05-28 19:36:00",0.006222
"2018-05-28 19:37:00",0.006081
"2018-05-28 19:38:00",0.006081
"2018-05-28 19:39:00",0.00608
"2018-05-28 19:40:00",0.00608
"2018-05-28 19:41:00",0.00608
"2018-05-28 19:42:00",0.006083
"2018-05-28 19:43:00",0.006084
"2018-05-28 19:44:00",0.006084
"2018-05-28 19:45:00",0.006104
"2018-05-28 19:46:00",0.006099
"2018-05-28 19:47:00",0.006095
"2018-05-28 19:48:00",0.006094
"2018-05-28 19:49:00",0.006093
"2018-05-28 19:50:00",0.006087
"2018-05-28 19:51:00",0.006088
"2018-05-28 19:52:00",0.006085
"2018-05-28 19:53:00",0.006084
"2018-05-28 19:54:00",0.006089
"2018-05-28 19:55:00",0.006091
"2018-05-28 19:56:00",0.006094
"2018-05-28 19:57:00",0.006089
"2018-05-28 19:58:00",0.006081
"2018-05-28 19:59:00",0.006083
"2018-05-28 20:00:00",0.006084
"2018-05-28 20:01:00",0.006082
"2018-05-28 20:02:00",0.006082
"2018-05-28 20:03:00",0.006086
"2018-05-28 20:04:00",0.006087
"2018-05-28 20:05:00",0.006097
"2018-05-28 20:06:00",0.006093
"2018-05-28 20:07:00",0.006094
"2018-05-28 20:08:00",0.006094
"2018-05-28 20:09:00",0.006091
"2018-05-28 20:10:00",0.006091
"2018-05-28 20:11:00",0.006092
"2018-05-28 20:12:00",0.006093
"2018-05-28 20:13:00",0.006093
"2018-05-28 20:14:00",0.006092
"2018-05-28 20:15:00",0.006085
"2018-05-28 20:16:00",0.006084
"2018-05-28 20:17:00",0.006083
"2018-05-28 20:18:00",0.00608
"2018-05-28 20:19:00",0.006077
"2018-05-28 20:20:00",0.006084
"2018-05-28 20:21:00",0.006091
"2018-05-28 20:22:00",0.006089
"2018-05-28 20:23:00",0.006089
"2018-05-28 20:24:00",0.006089
"2018-05-28 20:25:00",0.00609
"2018-05-28 20:26:00",0.006092
"2018-05-28 20:27:00",0.006091
"2018-05-28 20:28:00",0.006092
"2018-05-28 20:29:00",0.006091
"2018-05-28 20:30:00",0.00609
"2018-05-28 20:31:00",0.00609
"2018-05-28 20:32:00",0.00609
"2018-05-28 20:33:00",0.006089
"2018-05-28 20:34:00",0.00609
"2018-05-28 20:35:00",0.006088
"2018-05-28 20:36:00",0.006087
"2018-05-28 20:37:00",0.00609
"2018-05-28 20:38:00",0.006091
"2018-05-28 20:39:00",0.006093
"2018-05-28 20:40:00",0.006091
"2018-05-28 20:41:00",0.006091
"2018-05-28 20:42:00",0.00609
"2018-05-28 20:43:00",0.006091
"2018-05-28 20:44:00",0.00609
"2018-05-28 20:45:00",0.006089
"2018-05-28 20:46:00",0.006087
"2018-05-28 20:47:00",0.006081
"2018-05-28 20:48:00",0.006075
"2018-05-28 20:49:00",0.006078
"2018-05-28 20:50:00",0.006074
"2018-05-28 20:51:00",0.006067
"2018-05-28 20:52:00",0.006062
"2018-05-28 20:53:00",0.00607
"2018-05-28 20:54:00",0.00607
"2018-05-28 20:55:00",0.006075
"2018-05-28 20:56:00",0.006076
"2018-05-28 20:57:00",0.006078
"2018-05-28 20:58:00",0.006077
"2018-05-28 20:59:00",0.006075
"2018-05-28 21:00:00",0.006072
"2018-05-28 21:01:00",0.006067
"2018-05-28 21:02:00",0.006067
"2018-05-28 21:03:00",0.006282
"2018-05-28 21:04:00",0.006278
"2018-05-28 21:05:00",0.006259
"2018-05-28 21:06:00",0.006234
"2018-05-28 21:07:00",0.006244
"2018-05-28 21:08:00",0.006254
"2018-05-28 21:09:00",0.006246
"2018-05-28 21:10:00",0.006233
"2018-05-28 21:11:00",0.006231
"2018-05-28 21:12:00",0.006239
"2018-05-28 21:13:00",0.006232
"2018-05-28 21:14:00",0.006239
"2018-05-28 21:15:00",0.006248
"2018-05-28 21:16:00",0.006246
"2018-05-28 21:17:00",0.00625
"2018-05-28 21:18:00",0.006251
"2018-05-28 21:19:00",0.006251
"2018-05-28 21:20:00",0.006251
"2018-05-28 21:21:00",0.00625
"2018-05-28 21:22:00",0.006247
"2018-05-28 21:23:00",0.006244
"2018-05-28 21:24:00",0.006243
"2018-05-28 21:25:00",0.006241
"2018-05-28 21:26:00",0.006242
"2018-05-28 21:27:00",0.006239
"2018-05-28 21:28:00",0.006241
"2018-05-28 21:29:00",0.006248
"2018-05-28 21:30:00",0.00625
"2018-05-28 21:31:00",0.006252
"2018-05-28 21:32:00",0.006252
"2018-05-28 21:33:00",0.006253
"2018-05-28 21:34:00",0.006247
"2018-05-28 21:35:00",0.00625
"2018-05-28 21:36:00",0.006246
"2018-05-28 21:37:00",0.006247
"2018-05-28 21:38:00",0.006249
"2018-05-28 21:39:00",0.006248
"2018-05-28 21:40:00",0.006251
"2018-05-28 21:41:00",0.00625
"2018-05-28 21:42:00",0.00625
"2018-05-28 21:43:00",0.00625
"2018-05-28 21:44:00",0.006248
"2018-05-28 21:45:00",0.006247
"2018-05-28 21:46:00",0.00625
"2018-05-28 21:47:00",0.006249
"2018-05-28 21:48:00",0.006249
"2018-05-28 21:49:00",0.006246
"2018-05-28 21:50:00",0.006245
"2018-05-28 21:51:00",0.006243
"2018-05-28 21:52:00",0.006244
"2018-05-28 21:53:00",0.006245
"2018-05-28 21:54:00",0.006243
"2018-05-28 21:55:00",0.006242
"2018-05-28 21:56:00",0.00624
"2018-05-28 21:57:00",0.006239
"2018-05-28 21:58:00",0.00624
"2018-05-28 21:59:00",0.006239
"2018-05-28 22:00:00",0.006239
"2018-05-28 22:01:00",0.006236
"2018-05-28 22:02:00",0.006236
"2018-05-28 22:03:00",0.006239
"2018-05-28 22:04:00",0.006238
"2018-05-28 22:05:00",0.006238
"2018-05-28 22:06:00",0.006236
"2018-05-28 22:07:00",0.006234
"2018-05-28 22:08:00",0.006233
"2018-05-28 22:09:00",0.006232
"2018-05-28 22:10:00",0.006233
"2018-05-28 22:11:00",0.00623
"2018-05-28 22:12:00",0.006227
"2018-05-28 22:13:00",0.006223
"2018-05-28 22:14:00",0.006217
"2018-05-28 22:15:00",0.006198
"2018-05-28 22:16:00",0.006199
"2018-05-28 22:17:00",0.006202
"2018-05-28 22:18:00",0.006203
"2018-05-28 22:19:00",0.0062
"2018-05-28 22:20:00",0.006203
"2018-05-28 22:21:00",0.006196
"2018-05-28 22:22:00",0.006188
"2018-05-28 22:23:00",0.006192
"2018-05-28 22:24:00",0.006195
"2018-05-28 22:25:00",0.006196
"2018-05-28 22:26:00",0.006195
"2018-05-28 22:27:00",0.006191
"2018-05-28 22:28:00",0.006185
"2018-05-28 22:29:00",0.006172
"2018-05-28 22:30:00",0.006184
"2018-05-28 22:31:00",0.006183
"2018-05-28 22:32:00",0.00618
"2018-05-28 22:33:00",0.006192
"2018-05-28 22:34:00",0.006197
"2018-05-28 22:35:00",0.006199
"2018-05-28 22:36:00",0.006203
"2018-05-28 22:37:00",0.006198
"2018-05-28 22:38:00",0.006193
"2018-05-28 22:39:00",0.006191
"2018-05-28 22:40:00",0.006191
"2018-05-28 22:41:00",0.006191
"2018-05-28 22:42:00",0.006189
"2018-05-28 22:43:00",0.006191
"2018-05-28 22:44:00",0.006193
"2018-05-28 22:45:00",0.006192
"2018-05-28 22:46:00",0.006188
"2018-05-28 22:47:00",0.006185
"2018-05-28 22:48:00",0.006185
"2018-05-28 22:49:00",0.006186
"2018-05-28 22:50:00",0.006188
"2018-05-28 22:51:00",0.006189
