"Index","Close.XRP"
"2018-05-28 20:53:00",0.5708
"2018-05-28 20:54:00",0.5715
"2018-05-28 20:55:00",0.5711
"2018-05-28 20:56:00",0.571
"2018-05-28 20:57:00",0.571
"2018-05-28 20:58:00",0.5714
"2018-05-28 20:59:00",0.5712
"2018-05-28 21:00:00",0.571
"2018-05-28 21:01:00",0.5706
"2018-05-28 21:02:00",0.5698
"2018-05-28 21:03:00",0.5698
"2018-05-28 21:04:00",0.5693
"2018-05-28 21:05:00",0.5677
"2018-05-28 21:06:00",0.5662
"2018-05-28 21:07:00",0.5661
"2018-05-28 21:08:00",0.5675
"2018-05-28 21:09:00",0.5663
"2018-05-28 21:10:00",0.5653
"2018-05-28 21:11:00",0.5657
"2018-05-28 21:12:00",0.5665
"2018-05-28 21:13:00",0.5655
"2018-05-28 21:14:00",0.5659
"2018-05-28 21:15:00",0.5652
"2018-05-28 21:16:00",0.5658
"2018-05-28 21:17:00",0.5656
"2018-05-28 21:18:00",0.5654
"2018-05-28 21:19:00",0.5655
"2018-05-28 21:20:00",0.5656
"2018-05-28 21:21:00",0.5655
"2018-05-28 21:22:00",0.5648
"2018-05-28 21:23:00",0.5644
"2018-05-28 21:24:00",0.5647
"2018-05-28 21:25:00",0.5637
"2018-05-28 21:26:00",0.564
"2018-05-28 21:27:00",0.5645
"2018-05-28 21:28:00",0.5644
"2018-05-28 21:29:00",0.5641
"2018-05-28 21:30:00",0.5646
"2018-05-28 21:31:00",0.5656
"2018-05-28 21:32:00",0.5657
"2018-05-28 21:33:00",0.5658
"2018-05-28 21:34:00",0.5658
"2018-05-28 21:35:00",0.5657
"2018-05-28 21:36:00",0.5646
"2018-05-28 21:37:00",0.5643
"2018-05-28 21:38:00",0.5648
"2018-05-28 21:39:00",0.5644
"2018-05-28 21:40:00",0.5645
"2018-05-28 21:41:00",0.5646
"2018-05-28 21:42:00",0.5646
"2018-05-28 21:43:00",0.5648
"2018-05-28 21:44:00",0.5649
"2018-05-28 21:45:00",0.5649
"2018-05-28 21:46:00",0.5649
"2018-05-28 21:47:00",0.5649
"2018-05-28 21:48:00",0.5649
"2018-05-28 21:49:00",0.5649
"2018-05-28 21:50:00",0.5648
"2018-05-28 21:51:00",0.5643
"2018-05-28 21:52:00",0.5645
"2018-05-28 21:53:00",0.5638
"2018-05-28 21:54:00",0.564
"2018-05-28 21:55:00",0.5634
"2018-05-28 21:56:00",0.5626
"2018-05-28 21:57:00",0.5618
"2018-05-28 21:58:00",0.5609
"2018-05-28 21:59:00",0.5615
"2018-05-28 22:00:00",0.5614
"2018-05-28 22:01:00",0.5613
"2018-05-28 22:02:00",0.5617
"2018-05-28 22:03:00",0.5598
"2018-05-28 22:04:00",0.5608
"2018-05-28 22:05:00",0.5605
"2018-05-28 22:06:00",0.5602
"2018-05-28 22:07:00",0.5593
"2018-05-28 22:08:00",0.5597
"2018-05-28 22:09:00",0.5598
"2018-05-28 22:10:00",0.5593
"2018-05-28 22:11:00",0.559
"2018-05-28 22:12:00",0.5592
"2018-05-28 22:13:00",0.5585
"2018-05-28 22:14:00",0.5575
"2018-05-28 22:15:00",0.5555
"2018-05-28 22:16:00",0.5546
"2018-05-28 22:17:00",0.555
"2018-05-28 22:18:00",0.5541
"2018-05-28 22:19:00",0.5538
"2018-05-28 22:20:00",0.553
"2018-05-28 22:21:00",0.552
"2018-05-28 22:22:00",0.551
"2018-05-28 22:23:00",0.5509
"2018-05-28 22:24:00",0.5498
"2018-05-28 22:25:00",0.5499
"2018-05-28 22:26:00",0.5496
"2018-05-28 22:27:00",0.5489
"2018-05-28 22:28:00",0.5484
"2018-05-28 22:29:00",0.5476
"2018-05-28 22:30:00",0.5485
"2018-05-28 22:31:00",0.5488
"2018-05-28 22:32:00",0.5506
"2018-05-28 22:33:00",0.5514
"2018-05-28 22:34:00",0.5534
"2018-05-28 22:35:00",0.5552
"2018-05-28 22:36:00",0.5567
"2018-05-28 22:37:00",0.5547
"2018-05-28 22:38:00",0.5543
"2018-05-28 22:39:00",0.5539
"2018-05-28 22:40:00",0.5533
"2018-05-28 22:41:00",0.5521
"2018-05-28 22:42:00",0.5522
"2018-05-28 22:43:00",0.5533
"2018-05-28 22:44:00",0.5537
"2018-05-28 22:45:00",0.5537
"2018-05-28 22:46:00",0.5527
"2018-05-28 22:47:00",0.5526
"2018-05-28 22:48:00",0.5529
"2018-05-28 22:49:00",0.5535
"2018-05-28 22:50:00",0.553
"2018-05-28 22:51:00",0.553
"2018-05-28 22:52:00",0.5517
"2018-05-28 22:53:00",0.5514
"2018-05-28 22:54:00",0.5518
"2018-05-28 22:55:00",0.5526
"2018-05-28 22:56:00",0.5532
"2018-05-28 22:57:00",0.5541
"2018-05-28 22:58:00",0.554
"2018-05-28 22:59:00",0.5566
"2018-05-28 23:00:00",0.5549
"2018-05-28 23:01:00",0.5556
"2018-05-28 23:02:00",0.5548
"2018-05-28 23:03:00",0.5551
"2018-05-28 23:04:00",0.5547
"2018-05-28 23:05:00",0.5548
"2018-05-28 23:06:00",0.5552
"2018-05-28 23:07:00",0.554
"2018-05-28 23:08:00",0.5558
"2018-05-28 23:09:00",0.5556
"2018-05-28 23:10:00",0.5538
"2018-05-28 23:11:00",0.5537
"2018-05-28 23:12:00",0.5539
"2018-05-28 23:13:00",0.5542
"2018-05-28 23:14:00",0.5541
"2018-05-28 23:15:00",0.5548
"2018-05-28 23:16:00",0.5545
"2018-05-28 23:17:00",0.5545
"2018-05-28 23:18:00",0.5543
"2018-05-28 23:19:00",0.5516
"2018-05-28 23:20:00",0.5523
"2018-05-28 23:21:00",0.5508
"2018-05-28 23:22:00",0.5517
"2018-05-28 23:23:00",0.5515
"2018-05-28 23:24:00",0.5516
"2018-05-28 23:25:00",0.5515
"2018-05-28 23:26:00",0.5505
"2018-05-28 23:27:00",0.5506
"2018-05-28 23:28:00",0.5516
"2018-05-28 23:29:00",0.5499
"2018-05-28 23:30:00",0.5517
"2018-05-28 23:31:00",0.5518
"2018-05-28 23:32:00",0.552
"2018-05-28 23:33:00",0.552
"2018-05-28 23:34:00",0.5514
"2018-05-28 23:35:00",0.551
"2018-05-28 23:36:00",0.5493
"2018-05-28 23:37:00",0.5497
"2018-05-28 23:38:00",0.5493
"2018-05-28 23:39:00",0.5493
"2018-05-28 23:40:00",0.548
"2018-05-28 23:41:00",0.5487
"2018-05-28 23:42:00",0.5483
"2018-05-28 23:43:00",0.5482
"2018-05-28 23:44:00",0.5499
"2018-05-28 23:45:00",0.549
"2018-05-28 23:46:00",0.5503
"2018-05-28 23:47:00",0.5504
"2018-05-28 23:48:00",0.5502
"2018-05-28 23:49:00",0.5503
"2018-05-28 23:50:00",0.5498
"2018-05-28 23:51:00",0.549
"2018-05-28 23:52:00",0.5491
"2018-05-28 23:53:00",0.5491
"2018-05-28 23:54:00",0.5488
"2018-05-28 23:55:00",0.5488
"2018-05-28 23:56:00",0.548
"2018-05-28 23:57:00",0.5483
"2018-05-28 23:58:00",0.548
"2018-05-28 23:59:00",0.5478
"2018-05-29 00:00:00",0.5485
"2018-05-29 00:01:00",0.5507
"2018-05-29 00:02:00",0.553
"2018-05-29 00:03:00",0.5535
"2018-05-29 00:04:00",0.5536
"2018-05-29 00:05:00",0.553
"2018-05-29 00:06:00",0.553
"2018-05-29 00:07:00",0.5527
"2018-05-29 00:08:00",0.5527
"2018-05-29 00:09:00",0.5523
"2018-05-29 00:10:00",0.5525
"2018-05-29 00:11:00",0.5534
"2018-05-29 00:12:00",0.5534
"2018-05-29 00:13:00",0.5539
"2018-05-29 00:14:00",0.5532
"2018-05-29 00:15:00",0.5531
"2018-05-29 00:16:00",0.553
"2018-05-29 00:17:00",0.5527
"2018-05-29 00:18:00",0.5532
"2018-05-29 00:19:00",0.5532
"2018-05-29 00:20:00",0.554
"2018-05-29 00:21:00",0.5544
"2018-05-29 00:22:00",0.555
"2018-05-29 00:23:00",0.5552
"2018-05-29 00:24:00",0.555
"2018-05-29 00:25:00",0.5549
"2018-05-29 00:26:00",0.5546
"2018-05-29 00:27:00",0.5539
"2018-05-29 00:28:00",0.554
"2018-05-29 00:29:00",0.5528
"2018-05-29 00:30:00",0.5524
"2018-05-29 00:31:00",0.5526
"2018-05-29 00:32:00",0.5528
"2018-05-29 00:33:00",0.5524
"2018-05-29 00:34:00",0.5524
"2018-05-29 00:35:00",0.5542
"2018-05-29 00:36:00",0.5547
"2018-05-29 00:37:00",0.5541
"2018-05-29 00:38:00",0.5538
"2018-05-29 00:39:00",0.554
"2018-05-29 00:40:00",0.5542
"2018-05-29 00:41:00",0.5543
"2018-05-29 00:42:00",0.5546
"2018-05-29 00:43:00",0.5545
"2018-05-29 00:44:00",0.5561
"2018-05-29 00:45:00",0.5553
"2018-05-29 00:46:00",0.5553
"2018-05-29 00:47:00",0.5542
"2018-05-29 00:48:00",0.5542
"2018-05-29 00:49:00",0.5537
"2018-05-29 00:50:00",0.5542
"2018-05-29 00:51:00",0.5555
"2018-05-29 00:52:00",0.5562
"2018-05-29 00:53:00",0.5557
"2018-05-29 00:54:00",0.5556
"2018-05-29 00:55:00",0.5552
"2018-05-29 00:56:00",0.5552
"2018-05-29 00:57:00",0.5541
"2018-05-29 00:58:00",0.5542
"2018-05-29 00:59:00",0.5539
"2018-05-29 01:00:00",0.5537
"2018-05-29 01:01:00",0.5533
"2018-05-29 01:02:00",0.5538
"2018-05-29 01:03:00",0.5554
"2018-05-29 01:04:00",0.5557
"2018-05-29 01:05:00",0.5556
"2018-05-29 01:06:00",0.5557
"2018-05-29 01:07:00",0.555
"2018-05-29 01:08:00",0.5544
"2018-05-29 01:09:00",0.5539
"2018-05-29 01:10:00",0.5543
"2018-05-29 01:11:00",0.5533
"2018-05-29 01:12:00",0.5518
"2018-05-29 01:13:00",0.5511
"2018-05-29 01:14:00",0.5511
"2018-05-29 01:15:00",0.551
"2018-05-29 01:16:00",0.5513
"2018-05-29 01:17:00",0.5517
"2018-05-29 01:18:00",0.5516
"2018-05-29 01:19:00",0.5516
"2018-05-29 01:20:00",0.5515
"2018-05-29 01:21:00",0.5516
"2018-05-29 01:22:00",0.5507
"2018-05-29 01:23:00",0.5492
"2018-05-29 01:24:00",0.5493
"2018-05-29 01:25:00",0.5501
"2018-05-29 01:26:00",0.5501
"2018-05-29 01:27:00",0.5494
"2018-05-29 01:28:00",0.5498
"2018-05-29 01:29:00",0.5496
"2018-05-29 01:30:00",0.5496
"2018-05-29 01:31:00",0.5496
"2018-05-29 01:32:00",0.5496
"2018-05-29 01:33:00",0.548
"2018-05-29 01:34:00",0.548
"2018-05-29 01:35:00",0.5481
"2018-05-29 01:36:00",0.5483
"2018-05-29 01:37:00",0.5476
"2018-05-29 01:38:00",0.5471
"2018-05-29 01:39:00",0.5469
"2018-05-29 01:40:00",0.5449
"2018-05-29 01:41:00",0.5462
"2018-05-29 01:42:00",0.5463
"2018-05-29 01:43:00",0.5481
"2018-05-29 01:44:00",0.5505
"2018-05-29 01:45:00",0.5513
"2018-05-29 01:46:00",0.5514
"2018-05-29 01:47:00",0.5512
"2018-05-29 01:48:00",0.5505
"2018-05-29 01:49:00",0.5501
"2018-05-29 01:50:00",0.5501
"2018-05-29 01:51:00",0.5501
"2018-05-29 01:52:00",0.5501
"2018-05-29 01:53:00",0.5507
"2018-05-29 01:54:00",0.5504
"2018-05-29 01:55:00",0.5504
"2018-05-29 01:56:00",0.5504
"2018-05-29 01:57:00",0.5507
"2018-05-29 01:58:00",0.5515
"2018-05-29 01:59:00",0.5541
"2018-05-29 02:00:00",0.553
"2018-05-29 02:01:00",0.5519
"2018-05-29 02:02:00",0.5514
"2018-05-29 02:03:00",0.5514
"2018-05-29 02:04:00",0.5514
"2018-05-29 02:05:00",0.5514
"2018-05-29 02:06:00",0.5512
"2018-05-29 02:07:00",0.5512
"2018-05-29 02:08:00",0.5514
"2018-05-29 02:09:00",0.5514
"2018-05-29 02:10:00",0.5504
"2018-05-29 02:11:00",0.5507
"2018-05-29 02:12:00",0.5507
"2018-05-29 02:13:00",0.5509
"2018-05-29 02:14:00",0.5509
"2018-05-29 02:15:00",0.552
"2018-05-29 02:16:00",0.5524
"2018-05-29 02:17:00",0.5524
"2018-05-29 02:18:00",0.5525
"2018-05-29 02:19:00",0.5517
"2018-05-29 02:20:00",0.5517
"2018-05-29 02:21:00",0.5512
"2018-05-29 02:22:00",0.5512
"2018-05-29 02:23:00",0.5503
"2018-05-29 02:24:00",0.55
"2018-05-29 02:25:00",0.5504
"2018-05-29 02:26:00",0.5507
"2018-05-29 02:27:00",0.551
"2018-05-29 02:28:00",0.5512
"2018-05-29 02:29:00",0.5507
"2018-05-29 02:30:00",0.5511
"2018-05-29 02:31:00",0.5511
"2018-05-29 02:32:00",0.5515
"2018-05-29 02:33:00",0.5515
"2018-05-29 02:34:00",0.5514
"2018-05-29 02:35:00",0.5517
"2018-05-29 02:36:00",0.5522
"2018-05-29 02:37:00",0.5522
"2018-05-29 02:38:00",0.5524
"2018-05-29 02:39:00",0.5519
"2018-05-29 02:40:00",0.5521
"2018-05-29 02:41:00",0.552
"2018-05-29 02:42:00",0.5511
"2018-05-29 02:43:00",0.5509
"2018-05-29 02:44:00",0.5509
"2018-05-29 02:45:00",0.5516
"2018-05-29 02:46:00",0.5517
"2018-05-29 02:47:00",0.5515
"2018-05-29 02:48:00",0.5515
"2018-05-29 02:49:00",0.5514
"2018-05-29 02:50:00",0.5515
"2018-05-29 02:51:00",0.5516
"2018-05-29 02:52:00",0.5515
"2018-05-29 02:53:00",0.5509
"2018-05-29 02:54:00",0.5509
"2018-05-29 02:55:00",0.5515
"2018-05-29 02:56:00",0.5517
"2018-05-29 02:57:00",0.5517
"2018-05-29 02:58:00",0.5523
"2018-05-29 02:59:00",0.5538
"2018-05-29 03:00:00",0.553
"2018-05-29 03:01:00",0.5536
"2018-05-29 03:02:00",0.5539
"2018-05-29 03:03:00",0.5544
"2018-05-29 03:04:00",0.5545
"2018-05-29 03:05:00",0.5545
"2018-05-29 03:06:00",0.5547
"2018-05-29 03:07:00",0.5545
"2018-05-29 03:08:00",0.5542
"2018-05-29 03:09:00",0.554
"2018-05-29 03:10:00",0.5541
"2018-05-29 03:11:00",0.5541
"2018-05-29 03:12:00",0.5547
"2018-05-29 03:13:00",0.5556
"2018-05-29 03:14:00",0.5561
"2018-05-29 03:15:00",0.5562
"2018-05-29 03:16:00",0.556
"2018-05-29 03:17:00",0.5564
"2018-05-29 03:18:00",0.5564
"2018-05-29 03:19:00",0.5563
"2018-05-29 03:20:00",0.5562
"2018-05-29 03:21:00",0.5564
"2018-05-29 03:22:00",0.5564
"2018-05-29 03:23:00",0.5561
"2018-05-29 03:24:00",0.5562
"2018-05-29 03:25:00",0.5553
"2018-05-29 03:26:00",0.5553
"2018-05-29 03:27:00",0.5557
"2018-05-29 03:28:00",0.5557
"2018-05-29 03:29:00",0.5558
"2018-05-29 03:30:00",0.5557
"2018-05-29 03:31:00",0.556
"2018-05-29 03:32:00",0.5557
"2018-05-29 03:33:00",0.5557
"2018-05-29 03:34:00",0.5559
"2018-05-29 03:35:00",0.5562
"2018-05-29 03:36:00",0.5559
"2018-05-29 03:37:00",0.5561
"2018-05-29 03:38:00",0.5564
"2018-05-29 03:39:00",0.5559
"2018-05-29 03:40:00",0.5558
"2018-05-29 03:41:00",0.5558
"2018-05-29 03:42:00",0.5563
"2018-05-29 03:43:00",0.556
"2018-05-29 03:44:00",0.5563
"2018-05-29 03:45:00",0.5562
"2018-05-29 03:46:00",0.5565
"2018-05-29 03:47:00",0.5566
"2018-05-29 03:48:00",0.5566
"2018-05-29 03:49:00",0.5565
"2018-05-29 03:50:00",0.5564
"2018-05-29 03:51:00",0.5565
"2018-05-29 03:52:00",0.5565
"2018-05-29 03:53:00",0.5569
"2018-05-29 03:54:00",0.557
"2018-05-29 03:55:00",0.5569
"2018-05-29 03:56:00",0.5571
"2018-05-29 03:57:00",0.5571
"2018-05-29 03:58:00",0.5575
"2018-05-29 03:59:00",0.5573
"2018-05-29 04:00:00",0.5575
"2018-05-29 04:01:00",0.5568
"2018-05-29 04:02:00",0.5567
"2018-05-29 04:03:00",0.5561
"2018-05-29 04:04:00",0.5563
"2018-05-29 04:05:00",0.5564
"2018-05-29 04:06:00",0.5563
"2018-05-29 04:07:00",0.5563
"2018-05-29 04:08:00",0.5565
"2018-05-29 04:09:00",0.5573
"2018-05-29 04:10:00",0.5572
"2018-05-29 04:11:00",0.5571
"2018-05-29 04:12:00",0.5571
"2018-05-29 04:13:00",0.5573
"2018-05-29 04:14:00",0.5572
"2018-05-29 04:15:00",0.5572
"2018-05-29 04:16:00",0.5575
"2018-05-29 04:17:00",0.5578
"2018-05-29 04:18:00",0.5575
"2018-05-29 04:19:00",0.5575
"2018-05-29 04:20:00",0.5575
"2018-05-29 04:21:00",0.5575
"2018-05-29 04:22:00",0.5575
"2018-05-29 04:23:00",0.5575
"2018-05-29 04:24:00",0.5574
"2018-05-29 04:25:00",0.5561
"2018-05-29 04:26:00",0.5562
"2018-05-29 04:27:00",0.5556
"2018-05-29 04:28:00",0.5556
"2018-05-29 04:29:00",0.5548
"2018-05-29 04:30:00",0.5522
"2018-05-29 04:31:00",0.5519
"2018-05-29 04:32:00",0.552
"2018-05-29 04:33:00",0.5523
"2018-05-29 04:34:00",0.5527
"2018-05-29 04:35:00",0.5521
"2018-05-29 04:36:00",0.5522
"2018-05-29 04:37:00",0.5525
"2018-05-29 04:38:00",0.5531
"2018-05-29 04:39:00",0.5534
"2018-05-29 04:40:00",0.5538
"2018-05-29 04:41:00",0.554
"2018-05-29 04:42:00",0.5537
"2018-05-29 04:43:00",0.5538
"2018-05-29 04:44:00",0.5538
"2018-05-29 04:45:00",0.5539
"2018-05-29 04:46:00",0.5537
"2018-05-29 04:47:00",0.5539
"2018-05-29 04:48:00",0.5539
"2018-05-29 04:49:00",0.5543
"2018-05-29 04:50:00",0.5549
"2018-05-29 04:51:00",0.5551
"2018-05-29 04:52:00",0.5551
"2018-05-29 04:53:00",0.5552
"2018-05-29 04:54:00",0.5555
"2018-05-29 04:55:00",0.5555
"2018-05-29 04:56:00",0.5556
"2018-05-29 04:57:00",0.5556
"2018-05-29 04:58:00",0.5557
"2018-05-29 04:59:00",0.5558
"2018-05-29 05:00:00",0.556
"2018-05-29 05:01:00",0.5561
"2018-05-29 05:02:00",0.556
"2018-05-29 05:03:00",0.5559
"2018-05-29 05:04:00",0.5561
"2018-05-29 05:05:00",0.5556
"2018-05-29 05:06:00",0.5546
"2018-05-29 05:07:00",0.5546
"2018-05-29 05:08:00",0.5528
"2018-05-29 05:09:00",0.5512
"2018-05-29 05:10:00",0.5518
"2018-05-29 05:11:00",0.5514
"2018-05-29 05:12:00",0.5491
"2018-05-29 05:13:00",0.5476
"2018-05-29 05:14:00",0.5498
"2018-05-29 05:15:00",0.5501
"2018-05-29 05:16:00",0.5501
"2018-05-29 05:17:00",0.5503
"2018-05-29 05:18:00",0.5494
"2018-05-29 05:19:00",0.548
"2018-05-29 05:20:00",0.5474
"2018-05-29 05:21:00",0.5481
"2018-05-29 05:22:00",0.5473
"2018-05-29 05:23:00",0.5474
"2018-05-29 05:24:00",0.5466
"2018-05-29 05:25:00",0.5469
"2018-05-29 05:26:00",0.5469
"2018-05-29 05:27:00",0.5471
"2018-05-29 05:28:00",0.5473
"2018-05-29 05:29:00",0.5472
"2018-05-29 05:30:00",0.547
"2018-05-29 05:31:00",0.5486
"2018-05-29 05:32:00",0.5474
"2018-05-29 05:33:00",0.5471
"2018-05-29 05:34:00",0.5471
"2018-05-29 05:35:00",0.5466
"2018-05-29 05:36:00",0.5452
"2018-05-29 05:37:00",0.5454
"2018-05-29 05:38:00",0.5458
"2018-05-29 05:39:00",0.5463
"2018-05-29 05:40:00",0.5465
"2018-05-29 05:41:00",0.545
"2018-05-29 05:42:00",0.5454
"2018-05-29 05:43:00",0.5455
"2018-05-29 05:44:00",0.5453
"2018-05-29 05:45:00",0.5462
"2018-05-29 05:46:00",0.5474
"2018-05-29 05:47:00",0.5493
"2018-05-29 05:48:00",0.5504
"2018-05-29 05:49:00",0.5509
"2018-05-29 05:50:00",0.5513
"2018-05-29 05:51:00",0.5518
"2018-05-29 05:52:00",0.5528
