"Index","Close.LTC"
"2018-05-28 21:51:00",112.83
"2018-05-28 21:52:00",112.75
"2018-05-28 21:53:00",112.65
"2018-05-28 21:54:00",112.63
"2018-05-28 21:55:00",112.58
"2018-05-28 21:56:00",112.53
"2018-05-28 21:57:00",112.5
"2018-05-28 21:58:00",112.57
"2018-05-28 21:59:00",112.55
"2018-05-28 22:00:00",112.52
"2018-05-28 22:01:00",112.68
"2018-05-28 22:02:00",112.64
"2018-05-28 22:03:00",112.65
"2018-05-28 22:04:00",112.51
"2018-05-28 22:05:00",112.47
"2018-05-28 22:06:00",112.46
"2018-05-28 22:07:00",112.47
"2018-05-28 22:08:00",112.45
"2018-05-28 22:09:00",112.43
"2018-05-28 22:10:00",112.45
"2018-05-28 22:11:00",112.41
"2018-05-28 22:12:00",112.46
"2018-05-28 22:13:00",112.38
"2018-05-28 22:14:00",112.19
"2018-05-28 22:15:00",112.04
"2018-05-28 22:16:00",111.83
"2018-05-28 22:17:00",111.91
"2018-05-28 22:18:00",111.9
"2018-05-28 22:19:00",111.83
"2018-05-28 22:20:00",111.53
"2018-05-28 22:21:00",111.21
"2018-05-28 22:22:00",110.98
"2018-05-28 22:23:00",111.23
"2018-05-28 22:24:00",111.29
"2018-05-28 22:25:00",111.24
"2018-05-28 22:26:00",111.16
"2018-05-28 22:27:00",111.17
"2018-05-28 22:28:00",110.88
"2018-05-28 22:29:00",110.51
"2018-05-28 22:30:00",110.82
"2018-05-28 22:31:00",110.79
"2018-05-28 22:32:00",110.86
"2018-05-28 22:33:00",111.1
"2018-05-28 22:34:00",111.19
"2018-05-28 22:35:00",111.33
"2018-05-28 22:36:00",111.47
"2018-05-28 22:37:00",111.2
"2018-05-28 22:38:00",111.16
"2018-05-28 22:39:00",111.01
"2018-05-28 22:40:00",111.02
"2018-05-28 22:41:00",111.01
"2018-05-28 22:42:00",110.98
"2018-05-28 22:43:00",110.99
"2018-05-28 22:44:00",111.07
"2018-05-28 22:45:00",111.06
"2018-05-28 22:46:00",110.89
"2018-05-28 22:47:00",110.83
"2018-05-28 22:48:00",110.85
"2018-05-28 22:49:00",110.83
"2018-05-28 22:50:00",110.77
"2018-05-28 22:51:00",110.8
"2018-05-28 22:52:00",110.82
"2018-05-28 22:53:00",110.8
"2018-05-28 22:54:00",110.77
"2018-05-28 22:55:00",110.9
"2018-05-28 22:56:00",110.91
"2018-05-28 22:57:00",111.03
"2018-05-28 22:58:00",111.15
"2018-05-28 22:59:00",111.79
"2018-05-28 23:00:00",111.54
"2018-05-28 23:01:00",111.37
"2018-05-28 23:02:00",111.38
"2018-05-28 23:03:00",111.43
"2018-05-28 23:04:00",111.5
"2018-05-28 23:05:00",111.5
"2018-05-28 23:06:00",111.5
"2018-05-28 23:07:00",111.4
"2018-05-28 23:08:00",111.55
"2018-05-28 23:09:00",111.45
"2018-05-28 23:10:00",111.24
"2018-05-28 23:11:00",111.34
"2018-05-28 23:12:00",111.4
"2018-05-28 23:13:00",111.32
"2018-05-28 23:14:00",111.34
"2018-05-28 23:15:00",111.42
"2018-05-28 23:16:00",111.4
"2018-05-28 23:17:00",111.38
"2018-05-28 23:18:00",111.33
"2018-05-28 23:19:00",110.98
"2018-05-28 23:20:00",110.95
"2018-05-28 23:21:00",110.97
"2018-05-28 23:22:00",111.03
"2018-05-28 23:23:00",111.03
"2018-05-28 23:24:00",111.08
"2018-05-28 23:25:00",111.08
"2018-05-28 23:26:00",110.77
"2018-05-28 23:27:00",110.77
"2018-05-28 23:28:00",110.78
"2018-05-28 23:29:00",110.76
"2018-05-28 23:30:00",110.94
"2018-05-28 23:31:00",110.87
"2018-05-28 23:32:00",110.92
"2018-05-28 23:33:00",110.92
"2018-05-28 23:34:00",110.89
"2018-05-28 23:35:00",110.97
"2018-05-28 23:36:00",110.95
"2018-05-28 23:37:00",111
"2018-05-28 23:38:00",110.95
"2018-05-28 23:39:00",111
"2018-05-28 23:40:00",110.98
"2018-05-28 23:41:00",110.99
"2018-05-28 23:42:00",110.99
"2018-05-28 23:43:00",111
"2018-05-28 23:44:00",111.17
"2018-05-28 23:45:00",111.14
"2018-05-28 23:46:00",111.33
"2018-05-28 23:47:00",111.33
"2018-05-28 23:48:00",111.35
"2018-05-28 23:49:00",111.35
"2018-05-28 23:50:00",111.35
"2018-05-28 23:51:00",111.22
"2018-05-28 23:52:00",111.27
"2018-05-28 23:53:00",111.22
"2018-05-28 23:54:00",111.18
"2018-05-28 23:55:00",111.16
"2018-05-28 23:56:00",111.17
"2018-05-28 23:57:00",111.21
"2018-05-28 23:58:00",111.17
"2018-05-28 23:59:00",111.17
"2018-05-29 00:00:00",111.16
"2018-05-29 00:01:00",111.26
"2018-05-29 00:02:00",111.64
"2018-05-29 00:03:00",111.68
"2018-05-29 00:04:00",111.71
"2018-05-29 00:05:00",111.62
"2018-05-29 00:06:00",111.64
"2018-05-29 00:07:00",111.67
"2018-05-29 00:08:00",111.67
"2018-05-29 00:09:00",111.66
"2018-05-29 00:10:00",111.66
"2018-05-29 00:11:00",111.73
"2018-05-29 00:12:00",111.76
"2018-05-29 00:13:00",111.78
"2018-05-29 00:14:00",111.82
"2018-05-29 00:15:00",111.83
"2018-05-29 00:16:00",111.82
"2018-05-29 00:17:00",111.78
"2018-05-29 00:18:00",111.78
"2018-05-29 00:19:00",111.84
"2018-05-29 00:20:00",111.92
"2018-05-29 00:21:00",111.86
"2018-05-29 00:22:00",111.93
"2018-05-29 00:23:00",111.87
"2018-05-29 00:24:00",111.84
"2018-05-29 00:25:00",111.87
"2018-05-29 00:26:00",111.86
"2018-05-29 00:27:00",111.87
"2018-05-29 00:28:00",111.88
"2018-05-29 00:29:00",111.91
"2018-05-29 00:30:00",111.67
"2018-05-29 00:31:00",111.59
"2018-05-29 00:32:00",111.6
"2018-05-29 00:33:00",111.66
"2018-05-29 00:34:00",111.65
"2018-05-29 00:35:00",111.71
"2018-05-29 00:36:00",111.72
"2018-05-29 00:37:00",111.67
"2018-05-29 00:38:00",111.64
"2018-05-29 00:39:00",111.67
"2018-05-29 00:40:00",111.65
"2018-05-29 00:41:00",111.67
"2018-05-29 00:42:00",111.65
"2018-05-29 00:43:00",111.69
"2018-05-29 00:44:00",111.93
"2018-05-29 00:45:00",111.93
"2018-05-29 00:46:00",111.95
"2018-05-29 00:47:00",111.94
"2018-05-29 00:48:00",111.95
"2018-05-29 00:49:00",111.86
"2018-05-29 00:50:00",111.76
"2018-05-29 00:51:00",111.88
"2018-05-29 00:52:00",111.99
"2018-05-29 00:53:00",111.95
"2018-05-29 00:54:00",111.96
"2018-05-29 00:55:00",111.95
"2018-05-29 00:56:00",111.95
"2018-05-29 00:57:00",111.91
"2018-05-29 00:58:00",111.91
"2018-05-29 00:59:00",111.89
"2018-05-29 01:00:00",111.89
"2018-05-29 01:01:00",111.83
"2018-05-29 01:02:00",111.79
"2018-05-29 01:03:00",111.84
"2018-05-29 01:04:00",111.82
"2018-05-29 01:05:00",111.82
"2018-05-29 01:06:00",111.82
"2018-05-29 01:07:00",111.75
"2018-05-29 01:08:00",111.68
"2018-05-29 01:09:00",111.65
"2018-05-29 01:10:00",111.62
"2018-05-29 01:11:00",111.56
"2018-05-29 01:12:00",111.23
"2018-05-29 01:13:00",111.15
"2018-05-29 01:14:00",111.18
"2018-05-29 01:15:00",111.19
"2018-05-29 01:16:00",110.91
"2018-05-29 01:17:00",110.68
"2018-05-29 01:18:00",110.6
"2018-05-29 01:19:00",110.67
"2018-05-29 01:20:00",110.64
"2018-05-29 01:21:00",110.63
"2018-05-29 01:22:00",110.74
"2018-05-29 01:23:00",110.75
"2018-05-29 01:24:00",110.59
"2018-05-29 01:25:00",110.6
"2018-05-29 01:26:00",110.69
"2018-05-29 01:27:00",110.63
"2018-05-29 01:28:00",110.61
"2018-05-29 01:29:00",110.65
"2018-05-29 01:30:00",110.63
"2018-05-29 01:31:00",110.56
"2018-05-29 01:32:00",110.58
"2018-05-29 01:33:00",110.43
"2018-05-29 01:34:00",110.46
"2018-05-29 01:35:00",110.46
"2018-05-29 01:36:00",110.45
"2018-05-29 01:37:00",110.43
"2018-05-29 01:38:00",110.42
"2018-05-29 01:39:00",110.37
"2018-05-29 01:40:00",110.01
"2018-05-29 01:41:00",110.02
"2018-05-29 01:42:00",109.93
"2018-05-29 01:43:00",110.27
"2018-05-29 01:44:00",110.6
"2018-05-29 01:45:00",110.9
"2018-05-29 01:46:00",111.26
"2018-05-29 01:47:00",111.13
"2018-05-29 01:48:00",110.96
"2018-05-29 01:49:00",110.94
"2018-05-29 01:50:00",110.83
"2018-05-29 01:51:00",110.77
"2018-05-29 01:52:00",110.78
"2018-05-29 01:53:00",110.84
"2018-05-29 01:54:00",110.85
"2018-05-29 01:55:00",110.88
"2018-05-29 01:56:00",110.92
"2018-05-29 01:57:00",110.99
"2018-05-29 01:58:00",111.16
"2018-05-29 01:59:00",111.42
"2018-05-29 02:00:00",111.25
"2018-05-29 02:01:00",111.2
"2018-05-29 02:02:00",111.19
"2018-05-29 02:03:00",111.33
"2018-05-29 02:04:00",111.31
"2018-05-29 02:05:00",111.13
"2018-05-29 02:06:00",111.23
"2018-05-29 02:07:00",111.35
"2018-05-29 02:08:00",111.34
"2018-05-29 02:09:00",111.25
"2018-05-29 02:10:00",111.26
"2018-05-29 02:11:00",111.1
"2018-05-29 02:12:00",111.19
"2018-05-29 02:13:00",111.23
"2018-05-29 02:14:00",111.23
"2018-05-29 02:15:00",111.43
"2018-05-29 02:16:00",111.48
"2018-05-29 02:17:00",111.52
"2018-05-29 02:18:00",111.5
"2018-05-29 02:19:00",111.51
"2018-05-29 02:20:00",111.5
"2018-05-29 02:21:00",111.33
"2018-05-29 02:22:00",111.23
"2018-05-29 02:23:00",111.24
"2018-05-29 02:24:00",111.23
"2018-05-29 02:25:00",111.24
"2018-05-29 02:26:00",111.33
"2018-05-29 02:27:00",111.25
"2018-05-29 02:28:00",111.34
"2018-05-29 02:29:00",111.23
"2018-05-29 02:30:00",111.36
"2018-05-29 02:31:00",111.38
"2018-05-29 02:32:00",111.35
"2018-05-29 02:33:00",111.32
"2018-05-29 02:34:00",111.24
"2018-05-29 02:35:00",111.32
"2018-05-29 02:36:00",111.36
"2018-05-29 02:37:00",111.37
"2018-05-29 02:38:00",111.27
"2018-05-29 02:39:00",111.27
"2018-05-29 02:40:00",111.31
"2018-05-29 02:41:00",111.21
"2018-05-29 02:42:00",111.11
"2018-05-29 02:43:00",111.11
"2018-05-29 02:44:00",111.23
"2018-05-29 02:45:00",111.3
"2018-05-29 02:46:00",111.33
"2018-05-29 02:47:00",111.34
"2018-05-29 02:48:00",111.36
"2018-05-29 02:49:00",111.38
"2018-05-29 02:50:00",111.36
"2018-05-29 02:51:00",111.32
"2018-05-29 02:52:00",111.28
"2018-05-29 02:53:00",111.23
"2018-05-29 02:54:00",111.24
"2018-05-29 02:55:00",111.3
"2018-05-29 02:56:00",111.32
"2018-05-29 02:57:00",111.27
"2018-05-29 02:58:00",111.34
"2018-05-29 02:59:00",111.49
"2018-05-29 03:00:00",111.48
"2018-05-29 03:01:00",111.51
"2018-05-29 03:02:00",111.53
"2018-05-29 03:03:00",111.52
"2018-05-29 03:04:00",111.52
"2018-05-29 03:05:00",111.53
"2018-05-29 03:06:00",111.52
"2018-05-29 03:07:00",111.52
"2018-05-29 03:08:00",111.52
"2018-05-29 03:09:00",111.55
"2018-05-29 03:10:00",111.71
"2018-05-29 03:11:00",111.78
"2018-05-29 03:12:00",111.8
"2018-05-29 03:13:00",112.13
"2018-05-29 03:14:00",112.2
"2018-05-29 03:15:00",112.19
"2018-05-29 03:16:00",112.45
"2018-05-29 03:17:00",112.68
"2018-05-29 03:18:00",112.76
"2018-05-29 03:19:00",112.67
"2018-05-29 03:20:00",112.75
"2018-05-29 03:21:00",112.71
"2018-05-29 03:22:00",112.48
"2018-05-29 03:23:00",112.48
"2018-05-29 03:24:00",112.49
"2018-05-29 03:25:00",112.53
"2018-05-29 03:26:00",112.44
"2018-05-29 03:27:00",112.4
"2018-05-29 03:28:00",112.42
"2018-05-29 03:29:00",112.36
"2018-05-29 03:30:00",112.29
"2018-05-29 03:31:00",112.32
"2018-05-29 03:32:00",112.34
"2018-05-29 03:33:00",112.35
"2018-05-29 03:34:00",112.4
"2018-05-29 03:35:00",112.6
"2018-05-29 03:36:00",112.59
"2018-05-29 03:37:00",112.54
"2018-05-29 03:38:00",112.51
"2018-05-29 03:39:00",112.55
"2018-05-29 03:40:00",112.57
"2018-05-29 03:41:00",112.57
"2018-05-29 03:42:00",112.49
"2018-05-29 03:43:00",112.37
"2018-05-29 03:44:00",112.41
"2018-05-29 03:45:00",112.39
"2018-05-29 03:46:00",112.46
"2018-05-29 03:47:00",112.4
"2018-05-29 03:48:00",112.42
"2018-05-29 03:49:00",112.43
"2018-05-29 03:50:00",112.42
"2018-05-29 03:51:00",112.24
"2018-05-29 03:52:00",112.21
"2018-05-29 03:53:00",112.36
"2018-05-29 03:54:00",112.3
"2018-05-29 03:55:00",112.33
"2018-05-29 03:56:00",112.33
"2018-05-29 03:57:00",112.37
"2018-05-29 03:58:00",112.33
"2018-05-29 03:59:00",112.36
"2018-05-29 04:00:00",112.38
"2018-05-29 04:01:00",112.37
"2018-05-29 04:02:00",112.25
"2018-05-29 04:03:00",112.12
"2018-05-29 04:04:00",112.27
"2018-05-29 04:05:00",112.24
"2018-05-29 04:06:00",112.29
"2018-05-29 04:07:00",112.24
"2018-05-29 04:08:00",112.19
"2018-05-29 04:09:00",112.24
"2018-05-29 04:10:00",112.25
"2018-05-29 04:11:00",112.27
"2018-05-29 04:12:00",112.24
"2018-05-29 04:13:00",112.25
"2018-05-29 04:14:00",112.26
"2018-05-29 04:15:00",112.38
"2018-05-29 04:16:00",112.44
"2018-05-29 04:17:00",112.34
"2018-05-29 04:18:00",112.4
"2018-05-29 04:19:00",112.42
"2018-05-29 04:20:00",112.23
"2018-05-29 04:21:00",112.35
"2018-05-29 04:22:00",112.3
"2018-05-29 04:23:00",112.31
"2018-05-29 04:24:00",112.3
"2018-05-29 04:25:00",112.33
"2018-05-29 04:26:00",112.38
"2018-05-29 04:27:00",112.38
"2018-05-29 04:28:00",112.38
"2018-05-29 04:29:00",112.4
"2018-05-29 04:30:00",112.4
"2018-05-29 04:31:00",112.4
"2018-05-29 04:32:00",112.41
"2018-05-29 04:33:00",112.4
"2018-05-29 04:34:00",112.42
"2018-05-29 04:35:00",112.43
"2018-05-29 04:36:00",112.4
"2018-05-29 04:37:00",112.4
"2018-05-29 04:38:00",112.41
"2018-05-29 04:39:00",112.41
"2018-05-29 04:40:00",112.43
"2018-05-29 04:41:00",112.23
"2018-05-29 04:42:00",112.36
"2018-05-29 04:43:00",112.25
"2018-05-29 04:44:00",112.34
"2018-05-29 04:45:00",112.39
"2018-05-29 04:46:00",112.39
"2018-05-29 04:47:00",112.44
"2018-05-29 04:48:00",112.5
"2018-05-29 04:49:00",112.5
"2018-05-29 04:50:00",112.45
"2018-05-29 04:51:00",112.47
"2018-05-29 04:52:00",112.42
"2018-05-29 04:53:00",112.39
"2018-05-29 04:54:00",112.42
"2018-05-29 04:55:00",112.41
"2018-05-29 04:56:00",112.4
"2018-05-29 04:57:00",112.44
"2018-05-29 04:58:00",112.46
"2018-05-29 04:59:00",112.49
"2018-05-29 05:00:00",112.51
"2018-05-29 05:01:00",112.48
"2018-05-29 05:02:00",112.43
"2018-05-29 05:03:00",112.43
"2018-05-29 05:04:00",112.41
"2018-05-29 05:05:00",112.4
"2018-05-29 05:06:00",112.39
"2018-05-29 05:07:00",112.35
"2018-05-29 05:08:00",112.01
"2018-05-29 05:09:00",112.07
"2018-05-29 05:10:00",111.89
"2018-05-29 05:11:00",111.93
"2018-05-29 05:12:00",111.62
"2018-05-29 05:13:00",111.55
"2018-05-29 05:14:00",111.54
"2018-05-29 05:15:00",111.48
"2018-05-29 05:16:00",111.47
"2018-05-29 05:17:00",111.46
"2018-05-29 05:18:00",111.3
"2018-05-29 05:19:00",111.12
"2018-05-29 05:20:00",111
"2018-05-29 05:21:00",111.24
"2018-05-29 05:22:00",111.13
"2018-05-29 05:23:00",111.26
"2018-05-29 05:24:00",111.21
"2018-05-29 05:25:00",111.16
"2018-05-29 05:26:00",111.2
"2018-05-29 05:27:00",111.26
"2018-05-29 05:28:00",111.24
"2018-05-29 05:29:00",111.16
"2018-05-29 05:30:00",111.15
"2018-05-29 05:31:00",111.32
"2018-05-29 05:32:00",111.21
"2018-05-29 05:33:00",111.19
"2018-05-29 05:34:00",111.18
"2018-05-29 05:35:00",111.14
"2018-05-29 05:36:00",110.95
"2018-05-29 05:37:00",110.82
"2018-05-29 05:38:00",110.91
"2018-05-29 05:39:00",111.02
"2018-05-29 05:40:00",110.92
"2018-05-29 05:41:00",110.75
"2018-05-29 05:42:00",110.8
"2018-05-29 05:43:00",110.87
"2018-05-29 05:44:00",110.85
"2018-05-29 05:45:00",110.92
"2018-05-29 05:46:00",110.99
"2018-05-29 05:47:00",111.16
"2018-05-29 05:48:00",111.28
"2018-05-29 05:49:00",111.31
"2018-05-29 05:50:00",111.45
"2018-05-29 05:51:00",111.51
"2018-05-29 05:52:00",111.42
"2018-05-29 05:53:00",111.35
"2018-05-29 05:54:00",111.43
"2018-05-29 05:55:00",111.44
"2018-05-29 05:56:00",111.41
"2018-05-29 05:57:00",111.42
"2018-05-29 05:58:00",111.4
"2018-05-29 05:59:00",111.37
"2018-05-29 06:00:00",111.37
"2018-05-29 06:01:00",111.46
"2018-05-29 06:02:00",111.67
"2018-05-29 06:03:00",111.71
"2018-05-29 06:04:00",111.69
"2018-05-29 06:05:00",111.74
"2018-05-29 06:06:00",111.8
"2018-05-29 06:07:00",111.83
"2018-05-29 06:08:00",111.81
"2018-05-29 06:09:00",111.69
"2018-05-29 06:10:00",111.64
"2018-05-29 06:11:00",111.59
"2018-05-29 06:12:00",111.55
"2018-05-29 06:13:00",111.58
"2018-05-29 06:14:00",111.65
"2018-05-29 06:15:00",111.63
"2018-05-29 06:16:00",111.68
"2018-05-29 06:17:00",111.78
"2018-05-29 06:18:00",111.85
"2018-05-29 06:19:00",111.85
"2018-05-29 06:20:00",111.87
"2018-05-29 06:21:00",111.86
"2018-05-29 06:22:00",111.7
"2018-05-29 06:23:00",111.61
"2018-05-29 06:24:00",111.68
"2018-05-29 06:25:00",111.72
"2018-05-29 06:26:00",111.77
"2018-05-29 06:27:00",111.78
"2018-05-29 06:28:00",111.8
"2018-05-29 06:29:00",111.88
"2018-05-29 06:30:00",111.89
