"Index","Close.DASH"
"2018-05-28 23:40:00",286.65
"2018-05-28 23:41:00",286.43
"2018-05-28 23:42:00",286.44
"2018-05-28 23:43:00",286.24
"2018-05-28 23:44:00",286.49
"2018-05-28 23:45:00",286.54
"2018-05-28 23:46:00",286.46
"2018-05-28 23:47:00",286.58
"2018-05-28 23:48:00",286.64
"2018-05-28 23:49:00",286.82
"2018-05-28 23:50:00",287.28
"2018-05-28 23:51:00",287.14
"2018-05-28 23:52:00",287.24
"2018-05-28 23:53:00",287.13
"2018-05-28 23:54:00",287.15
"2018-05-28 23:55:00",287.4
"2018-05-28 23:56:00",287.23
"2018-05-28 23:57:00",287.28
"2018-05-28 23:58:00",287.01
"2018-05-28 23:59:00",286.96
"2018-05-29 00:00:00",287.17
"2018-05-29 00:01:00",287.02
"2018-05-29 00:02:00",287.48
"2018-05-29 00:03:00",287.21
"2018-05-29 00:04:00",287.28
"2018-05-29 00:05:00",287.33
"2018-05-29 00:06:00",287.4
"2018-05-29 00:07:00",287.36
"2018-05-29 00:08:00",287.43
"2018-05-29 00:09:00",287.39
"2018-05-29 00:10:00",287.39
"2018-05-29 00:11:00",287.45
"2018-05-29 00:12:00",287.71
"2018-05-29 00:13:00",287.63
"2018-05-29 00:14:00",287.52
"2018-05-29 00:15:00",287.84
"2018-05-29 00:16:00",287.58
"2018-05-29 00:17:00",287.36
"2018-05-29 00:18:00",287.37
"2018-05-29 00:19:00",287.55
"2018-05-29 00:20:00",287.45
"2018-05-29 00:21:00",287.67
"2018-05-29 00:22:00",287.55
"2018-05-29 00:23:00",287.55
"2018-05-29 00:24:00",287.58
"2018-05-29 00:25:00",287.72
"2018-05-29 00:26:00",287.71
"2018-05-29 00:27:00",287.67
"2018-05-29 00:28:00",287.31
"2018-05-29 00:29:00",287.27
"2018-05-29 00:30:00",287.23
"2018-05-29 00:31:00",287.22
"2018-05-29 00:32:00",287.06
"2018-05-29 00:33:00",286.91
"2018-05-29 00:34:00",286.87
"2018-05-29 00:35:00",287.09
"2018-05-29 00:36:00",287.09
"2018-05-29 00:37:00",287.56
"2018-05-29 00:38:00",287.4
"2018-05-29 00:39:00",287.36
"2018-05-29 00:40:00",287.18
"2018-05-29 00:41:00",287.17
"2018-05-29 00:42:00",287.06
"2018-05-29 00:43:00",287.29
"2018-05-29 00:44:00",287.22
"2018-05-29 00:45:00",287.23
"2018-05-29 00:46:00",287.14
"2018-05-29 00:47:00",287.16
"2018-05-29 00:48:00",286.29
"2018-05-29 00:49:00",286.6
"2018-05-29 00:50:00",286.6
"2018-05-29 00:51:00",286.67
"2018-05-29 00:52:00",287.09
"2018-05-29 00:53:00",287.01
"2018-05-29 00:54:00",286.71
"2018-05-29 00:55:00",286.75
"2018-05-29 00:56:00",286.8
"2018-05-29 00:57:00",286.74
"2018-05-29 00:58:00",286.87
"2018-05-29 00:59:00",286.94
"2018-05-29 01:00:00",287.06
"2018-05-29 01:01:00",287.04
"2018-05-29 01:02:00",287.01
"2018-05-29 01:03:00",286.95
"2018-05-29 01:04:00",287.17
"2018-05-29 01:05:00",287.16
"2018-05-29 01:06:00",287.11
"2018-05-29 01:07:00",287.09
"2018-05-29 01:08:00",286.96
"2018-05-29 01:09:00",286.87
"2018-05-29 01:10:00",286.89
"2018-05-29 01:11:00",286.89
"2018-05-29 01:12:00",286.89
"2018-05-29 01:13:00",286.71
"2018-05-29 01:14:00",286.79
"2018-05-29 01:15:00",286.54
"2018-05-29 01:16:00",286.21
"2018-05-29 01:17:00",285.72
"2018-05-29 01:18:00",285.62
"2018-05-29 01:19:00",285.63
"2018-05-29 01:20:00",286
"2018-05-29 01:21:00",286.04
"2018-05-29 01:22:00",286.09
"2018-05-29 01:23:00",285.51
"2018-05-29 01:24:00",285.51
"2018-05-29 01:25:00",285.53
"2018-05-29 01:26:00",285.46
"2018-05-29 01:27:00",285.43
"2018-05-29 01:28:00",285.22
"2018-05-29 01:29:00",285.22
"2018-05-29 01:30:00",285.22
"2018-05-29 01:31:00",285.22
"2018-05-29 01:32:00",285.22
"2018-05-29 01:33:00",285.22
"2018-05-29 01:34:00",285.22
"2018-05-29 01:35:00",284.66
"2018-05-29 01:36:00",284.66
"2018-05-29 01:37:00",284.66
"2018-05-29 01:38:00",284.73
"2018-05-29 01:39:00",284.73
"2018-05-29 01:40:00",284.6
"2018-05-29 01:41:00",284.57
"2018-05-29 01:42:00",284.55
"2018-05-29 01:43:00",284.53
"2018-05-29 01:44:00",284.5
"2018-05-29 01:45:00",284.91
"2018-05-29 01:46:00",284.7
"2018-05-29 01:47:00",284.71
"2018-05-29 01:48:00",285.43
"2018-05-29 01:49:00",285.38
"2018-05-29 01:50:00",285.37
"2018-05-29 01:51:00",285.37
"2018-05-29 01:52:00",285.37
"2018-05-29 01:53:00",285.6
"2018-05-29 01:54:00",285.61
"2018-05-29 01:55:00",285.73
"2018-05-29 01:56:00",285.74
"2018-05-29 01:57:00",285.75
"2018-05-29 01:58:00",285.73
"2018-05-29 01:59:00",286.59
"2018-05-29 02:00:00",286.7
"2018-05-29 02:01:00",286.81
"2018-05-29 02:02:00",286.93
"2018-05-29 02:03:00",286.79
"2018-05-29 02:04:00",286.6
"2018-05-29 02:05:00",286.6
"2018-05-29 02:06:00",286.6
"2018-05-29 02:07:00",286.6
"2018-05-29 02:08:00",286.75
"2018-05-29 02:09:00",286.84
"2018-05-29 02:10:00",287.08
"2018-05-29 02:11:00",287.1
"2018-05-29 02:12:00",287.1
"2018-05-29 02:13:00",287.05
"2018-05-29 02:14:00",287.06
"2018-05-29 02:15:00",287.2
"2018-05-29 02:16:00",287.14
"2018-05-29 02:17:00",287.05
"2018-05-29 02:18:00",287.96
"2018-05-29 02:19:00",288.1
"2018-05-29 02:20:00",288.13
"2018-05-29 02:21:00",288.04
"2018-05-29 02:22:00",287.6
"2018-05-29 02:23:00",287.66
"2018-05-29 02:24:00",287.62
"2018-05-29 02:25:00",287.7
"2018-05-29 02:26:00",287.81
"2018-05-29 02:27:00",287.82
"2018-05-29 02:28:00",287.92
"2018-05-29 02:29:00",287.85
"2018-05-29 02:30:00",287.85
"2018-05-29 02:31:00",288.03
"2018-05-29 02:32:00",288.05
"2018-05-29 02:33:00",288.24
"2018-05-29 02:34:00",288.21
"2018-05-29 02:35:00",288.19
"2018-05-29 02:36:00",288.11
"2018-05-29 02:37:00",288.1
"2018-05-29 02:38:00",288.1
"2018-05-29 02:39:00",288.06
"2018-05-29 02:40:00",288.06
"2018-05-29 02:41:00",287.55
"2018-05-29 02:42:00",287.77
"2018-05-29 02:43:00",287.67
"2018-05-29 02:44:00",287.67
"2018-05-29 02:45:00",287.62
"2018-05-29 02:46:00",287.72
"2018-05-29 02:47:00",287.71
"2018-05-29 02:48:00",287.77
"2018-05-29 02:49:00",287.74
"2018-05-29 02:50:00",287.85
"2018-05-29 02:51:00",287.82
"2018-05-29 02:52:00",287.84
"2018-05-29 02:53:00",287.87
"2018-05-29 02:54:00",287.72
"2018-05-29 02:55:00",287.7
"2018-05-29 02:56:00",287.68
"2018-05-29 02:57:00",287.66
"2018-05-29 02:58:00",287.67
"2018-05-29 02:59:00",287.68
"2018-05-29 03:00:00",287.97
"2018-05-29 03:01:00",287.97
"2018-05-29 03:02:00",288.54
"2018-05-29 03:03:00",288.54
"2018-05-29 03:04:00",288.54
"2018-05-29 03:05:00",288.63
"2018-05-29 03:06:00",288.63
"2018-05-29 03:07:00",288.11
"2018-05-29 03:08:00",288.27
"2018-05-29 03:09:00",288.24
"2018-05-29 03:10:00",288.49
"2018-05-29 03:11:00",288.45
"2018-05-29 03:12:00",289.13
"2018-05-29 03:13:00",289.14
"2018-05-29 03:14:00",288.82
"2018-05-29 03:15:00",289.08
"2018-05-29 03:16:00",289.1
"2018-05-29 03:17:00",289.21
"2018-05-29 03:18:00",288.99
"2018-05-29 03:19:00",288.99
"2018-05-29 03:20:00",289.39
"2018-05-29 03:21:00",289.1
"2018-05-29 03:22:00",289.23
"2018-05-29 03:23:00",288.5
"2018-05-29 03:24:00",288.44
"2018-05-29 03:25:00",288.68
"2018-05-29 03:26:00",288.53
"2018-05-29 03:27:00",288.44
"2018-05-29 03:28:00",288.44
"2018-05-29 03:29:00",288.42
"2018-05-29 03:30:00",288.43
"2018-05-29 03:31:00",288.67
"2018-05-29 03:32:00",288.85
"2018-05-29 03:33:00",288.7
"2018-05-29 03:34:00",288.7
"2018-05-29 03:35:00",288.84
"2018-05-29 03:36:00",289
"2018-05-29 03:37:00",288.69
"2018-05-29 03:38:00",288.67
"2018-05-29 03:39:00",288.77
"2018-05-29 03:40:00",288.51
"2018-05-29 03:41:00",288.25
"2018-05-29 03:42:00",288.27
"2018-05-29 03:43:00",288.3
"2018-05-29 03:44:00",288.3
"2018-05-29 03:45:00",288.45
"2018-05-29 03:46:00",288.4
"2018-05-29 03:47:00",288.71
"2018-05-29 03:48:00",288.42
"2018-05-29 03:49:00",288.6
"2018-05-29 03:50:00",288.2
"2018-05-29 03:51:00",287.79
"2018-05-29 03:52:00",287.77
"2018-05-29 03:53:00",288.07
"2018-05-29 03:54:00",287.82
"2018-05-29 03:55:00",287.16
"2018-05-29 03:56:00",286.99
"2018-05-29 03:57:00",287.29
"2018-05-29 03:58:00",287.33
"2018-05-29 03:59:00",287.22
"2018-05-29 04:00:00",287.11
"2018-05-29 04:01:00",287.22
"2018-05-29 04:02:00",287.4
"2018-05-29 04:03:00",287.46
"2018-05-29 04:04:00",287.47
"2018-05-29 04:05:00",287.89
"2018-05-29 04:06:00",287.7
"2018-05-29 04:07:00",287.67
"2018-05-29 04:08:00",287.22
"2018-05-29 04:09:00",287.27
"2018-05-29 04:10:00",287.35
"2018-05-29 04:11:00",287.42
"2018-05-29 04:12:00",287.52
"2018-05-29 04:13:00",287.52
"2018-05-29 04:14:00",287.44
"2018-05-29 04:15:00",287.67
"2018-05-29 04:16:00",287.72
"2018-05-29 04:17:00",287.91
"2018-05-29 04:18:00",287.81
"2018-05-29 04:19:00",287.94
"2018-05-29 04:20:00",287.68
"2018-05-29 04:21:00",287.61
"2018-05-29 04:22:00",287.68
"2018-05-29 04:23:00",287.72
"2018-05-29 04:24:00",287.81
"2018-05-29 04:25:00",287.81
"2018-05-29 04:26:00",287.81
"2018-05-29 04:27:00",288.05
"2018-05-29 04:28:00",288.05
"2018-05-29 04:29:00",288.12
"2018-05-29 04:30:00",288.12
"2018-05-29 04:31:00",287.95
"2018-05-29 04:32:00",288.25
"2018-05-29 04:33:00",288.29
"2018-05-29 04:34:00",288.29
"2018-05-29 04:35:00",288.3
"2018-05-29 04:36:00",288.26
"2018-05-29 04:37:00",288.38
"2018-05-29 04:38:00",288.26
"2018-05-29 04:39:00",288.08
"2018-05-29 04:40:00",287.74
"2018-05-29 04:41:00",287.95
"2018-05-29 04:42:00",287.94
"2018-05-29 04:43:00",287.87
"2018-05-29 04:44:00",287.87
"2018-05-29 04:45:00",287.81
"2018-05-29 04:46:00",288
"2018-05-29 04:47:00",288.01
"2018-05-29 04:48:00",288.09
"2018-05-29 04:49:00",288.11
"2018-05-29 04:50:00",288.12
"2018-05-29 04:51:00",288.1
"2018-05-29 04:52:00",288.02
"2018-05-29 04:53:00",287.98
"2018-05-29 04:54:00",288.01
"2018-05-29 04:55:00",287.95
"2018-05-29 04:56:00",287.95
"2018-05-29 04:57:00",288.07
"2018-05-29 04:58:00",288.05
"2018-05-29 04:59:00",287.98
"2018-05-29 05:00:00",288.01
"2018-05-29 05:01:00",287.66
"2018-05-29 05:02:00",287.53
"2018-05-29 05:03:00",287.52
"2018-05-29 05:04:00",287.57
"2018-05-29 05:05:00",287.51
"2018-05-29 05:06:00",287.57
"2018-05-29 05:07:00",287.55
"2018-05-29 05:08:00",286.63
"2018-05-29 05:09:00",286.34
"2018-05-29 05:10:00",285.82
"2018-05-29 05:11:00",285.83
"2018-05-29 05:12:00",285.86
"2018-05-29 05:13:00",285.65
"2018-05-29 05:14:00",285.57
"2018-05-29 05:15:00",285.5
"2018-05-29 05:16:00",285.59
"2018-05-29 05:17:00",285.48
"2018-05-29 05:18:00",285.52
"2018-05-29 05:19:00",285.2
"2018-05-29 05:20:00",285.14
"2018-05-29 05:21:00",285
"2018-05-29 05:22:00",285.2
"2018-05-29 05:23:00",285.35
"2018-05-29 05:24:00",285.74
"2018-05-29 05:25:00",285.99
"2018-05-29 05:26:00",286.02
"2018-05-29 05:27:00",286.14
"2018-05-29 05:28:00",286.14
"2018-05-29 05:29:00",285.9
"2018-05-29 05:30:00",286.14
"2018-05-29 05:31:00",286.23
"2018-05-29 05:32:00",286.28
"2018-05-29 05:33:00",286.13
"2018-05-29 05:34:00",285.93
"2018-05-29 05:35:00",285.76
"2018-05-29 05:36:00",285.48
"2018-05-29 05:37:00",285.21
"2018-05-29 05:38:00",285.29
"2018-05-29 05:39:00",285.11
"2018-05-29 05:40:00",285.4
"2018-05-29 05:41:00",285.92
"2018-05-29 05:42:00",285.51
"2018-05-29 05:43:00",285.44
"2018-05-29 05:44:00",285.44
"2018-05-29 05:45:00",285.38
"2018-05-29 05:46:00",285.23
"2018-05-29 05:47:00",285.45
"2018-05-29 05:48:00",285.69
"2018-05-29 05:49:00",285.82
"2018-05-29 05:50:00",285.92
"2018-05-29 05:51:00",286.22
"2018-05-29 05:52:00",286.22
"2018-05-29 05:53:00",285.86
"2018-05-29 05:54:00",285.87
"2018-05-29 05:55:00",285.94
"2018-05-29 05:56:00",285.9
"2018-05-29 05:57:00",285.76
"2018-05-29 05:58:00",285.84
"2018-05-29 05:59:00",285.88
"2018-05-29 06:00:00",285.49
"2018-05-29 06:01:00",285.59
"2018-05-29 06:02:00",286.38
"2018-05-29 06:03:00",285.94
"2018-05-29 06:04:00",286.34
"2018-05-29 06:05:00",286.46
"2018-05-29 06:06:00",286.5
"2018-05-29 06:07:00",286.36
"2018-05-29 06:08:00",286.45
"2018-05-29 06:09:00",286.12
"2018-05-29 06:10:00",286.01
"2018-05-29 06:11:00",286.1
"2018-05-29 06:12:00",286.09
"2018-05-29 06:13:00",285.93
"2018-05-29 06:14:00",285.63
"2018-05-29 06:15:00",285.59
"2018-05-29 06:16:00",285.47
"2018-05-29 06:17:00",285.38
"2018-05-29 06:18:00",285.77
"2018-05-29 06:19:00",285.83
"2018-05-29 06:20:00",286.15
"2018-05-29 06:21:00",285.94
"2018-05-29 06:22:00",285.74
"2018-05-29 06:23:00",285.53
"2018-05-29 06:24:00",285.5
"2018-05-29 06:25:00",285.36
"2018-05-29 06:26:00",285.72
"2018-05-29 06:27:00",285.72
"2018-05-29 06:28:00",285.72
"2018-05-29 06:29:00",285.53
"2018-05-29 06:30:00",285.71
