"Index","Close.DASH"
"2018-05-28 17:34:00",
"2018-05-28 17:35:00",299.91
"2018-05-28 17:36:00",299.91
"2018-05-28 17:37:00",299.84
"2018-05-28 17:38:00",299.87
"2018-05-28 17:39:00",299.87
"2018-05-28 17:40:00",299.61
"2018-05-28 17:41:00",299.69
"2018-05-28 17:42:00",299.69
"2018-05-28 17:43:00",299.43
"2018-05-28 17:44:00",299.37
"2018-05-28 17:45:00",299.08
"2018-05-28 17:46:00",298.33
"2018-05-28 17:47:00",298.33
"2018-05-28 17:48:00",298.08
"2018-05-28 17:49:00",298.17
"2018-05-28 17:50:00",298.17
"2018-05-28 17:51:00",298.14
"2018-05-28 17:52:00",298.26
"2018-05-28 17:53:00",298.82
"2018-05-28 17:54:00",298.19
"2018-05-28 17:55:00",298.19
"2018-05-28 17:56:00",298.19
"2018-05-28 17:57:00",298.16
"2018-05-28 17:58:00",297.99
"2018-05-28 17:59:00",298.22
"2018-05-28 18:00:00",298.18
"2018-05-28 18:01:00",298.34
"2018-05-28 18:02:00",298.69
"2018-05-28 18:03:00",298.69
"2018-05-28 18:04:00",298.63
"2018-05-28 18:05:00",298.56
"2018-05-28 18:06:00",298.07
"2018-05-28 18:07:00",298
"2018-05-28 18:08:00",298.01
"2018-05-28 18:09:00",298
"2018-05-28 18:10:00",297.84
"2018-05-28 18:11:00",297.87
"2018-05-28 18:12:00",297.39
"2018-05-28 18:13:00",297.38
"2018-05-28 18:14:00",297.26
"2018-05-28 18:15:00",297.55
"2018-05-28 18:16:00",297.55
"2018-05-28 18:17:00",297.02
"2018-05-28 18:18:00",297.02
"2018-05-28 18:19:00",297.31
"2018-05-28 18:20:00",297.26
"2018-05-28 18:21:00",297.34
"2018-05-28 18:22:00",297.29
"2018-05-28 18:23:00",297.29
"2018-05-28 18:24:00",297.31
"2018-05-28 18:25:00",297.05
"2018-05-28 18:26:00",296.97
"2018-05-28 18:27:00",296.99
"2018-05-28 18:28:00",297.01
"2018-05-28 18:29:00",296.97
"2018-05-28 18:30:00",296.8
"2018-05-28 18:31:00",296.7
"2018-05-28 18:32:00",296.86
"2018-05-28 18:33:00",296.26
"2018-05-28 18:34:00",296.31
"2018-05-28 18:35:00",296.31
"2018-05-28 18:36:00",296.55
"2018-05-28 18:37:00",296.35
"2018-05-28 18:38:00",296.44
"2018-05-28 18:39:00",296.46
"2018-05-28 18:40:00",296.43
"2018-05-28 18:41:00",296.13
"2018-05-28 18:42:00",296.13
"2018-05-28 18:43:00",296.1
"2018-05-28 18:44:00",296.13
"2018-05-28 18:45:00",296.1
"2018-05-28 18:46:00",296.04
"2018-05-28 18:47:00",296.06
"2018-05-28 18:48:00",296.02
"2018-05-28 18:49:00",295.79
"2018-05-28 18:50:00",295.73
"2018-05-28 18:51:00",295.73
"2018-05-28 18:52:00",295.82
"2018-05-28 18:53:00",295.87
"2018-05-28 18:54:00",295.8
"2018-05-28 18:55:00",295.77
"2018-05-28 18:56:00",295.67
"2018-05-28 18:57:00",295.53
"2018-05-28 18:58:00",295.56
"2018-05-28 18:59:00",295.4
"2018-05-28 19:00:00",295.36
"2018-05-28 19:01:00",295.36
"2018-05-28 19:02:00",295.14
"2018-05-28 19:03:00",295.03
"2018-05-28 19:04:00",295.03
"2018-05-28 19:05:00",294.95
"2018-05-28 19:06:00",294.95
"2018-05-28 19:07:00",294.88
"2018-05-28 19:08:00",294.84
"2018-05-28 19:09:00",294.89
"2018-05-28 19:10:00",295.2
"2018-05-28 19:11:00",295.21
"2018-05-28 19:12:00",295.04
"2018-05-28 19:13:00",295.15
"2018-05-28 19:14:00",294.88
"2018-05-28 19:15:00",294.92
"2018-05-28 19:16:00",294.92
"2018-05-28 19:17:00",294.96
"2018-05-28 19:18:00",294.9
"2018-05-28 19:19:00",294.8
"2018-05-28 19:20:00",294.74
"2018-05-28 19:21:00",294.73
"2018-05-28 19:22:00",294.73
"2018-05-28 19:23:00",294.79
"2018-05-28 19:24:00",294.79
"2018-05-28 19:25:00",294.66
"2018-05-28 19:26:00",294.66
"2018-05-28 19:27:00",294.66
"2018-05-28 19:28:00",294.8
"2018-05-28 19:29:00",294.58
"2018-05-28 19:30:00",294.52
"2018-05-28 19:31:00",294.9
"2018-05-28 19:32:00",294.62
"2018-05-28 19:33:00",294.58
"2018-05-28 19:34:00",294.58
"2018-05-28 19:35:00",294.53
"2018-05-28 19:36:00",294.54
"2018-05-28 19:37:00",294.91
"2018-05-28 19:38:00",295.04
"2018-05-28 19:39:00",295.19
"2018-05-28 19:40:00",295.19
"2018-05-28 19:41:00",295.27
"2018-05-28 19:42:00",295.29
"2018-05-28 19:43:00",295.3
"2018-05-28 19:44:00",295.35
"2018-05-28 19:45:00",295.98
"2018-05-28 19:46:00",296.2
"2018-05-28 19:47:00",295.86
"2018-05-28 19:48:00",296.05
"2018-05-28 19:49:00",295.86
"2018-05-28 19:50:00",295.84
"2018-05-28 19:51:00",295.83
"2018-05-28 19:52:00",295.84
"2018-05-28 19:53:00",295.84
"2018-05-28 19:54:00",295.67
"2018-05-28 19:55:00",295.58
"2018-05-28 19:56:00",295.51
"2018-05-28 19:57:00",295.51
"2018-05-28 19:58:00",295.34
"2018-05-28 19:59:00",295.14
"2018-05-28 20:00:00",295.07
"2018-05-28 20:01:00",294.99
"2018-05-28 20:02:00",294.99
"2018-05-28 20:03:00",294.95
"2018-05-28 20:04:00",294.92
"2018-05-28 20:05:00",295.05
"2018-05-28 20:06:00",295.06
"2018-05-28 20:07:00",294.98
"2018-05-28 20:08:00",295.03
"2018-05-28 20:09:00",294.97
"2018-05-28 20:10:00",294.97
"2018-05-28 20:11:00",294.89
"2018-05-28 20:12:00",294.94
"2018-05-28 20:13:00",294.9
"2018-05-28 20:14:00",294.72
"2018-05-28 20:15:00",294.72
"2018-05-28 20:16:00",294.78
"2018-05-28 20:17:00",294.89
"2018-05-28 20:18:00",294.68
"2018-05-28 20:19:00",294.56
"2018-05-28 20:20:00",294.65
"2018-05-28 20:21:00",294.65
"2018-05-28 20:22:00",294.84
"2018-05-28 20:23:00",294.84
"2018-05-28 20:24:00",294.8
"2018-05-28 20:25:00",294.9
"2018-05-28 20:26:00",294.76
"2018-05-28 20:27:00",294.76
"2018-05-28 20:28:00",294.83
"2018-05-28 20:29:00",294.81
"2018-05-28 20:30:00",294.83
"2018-05-28 20:31:00",294.74
"2018-05-28 20:32:00",294.7
"2018-05-28 20:33:00",294.69
"2018-05-28 20:34:00",294.77
"2018-05-28 20:35:00",294.79
"2018-05-28 20:36:00",294.82
"2018-05-28 20:37:00",294.97
"2018-05-28 20:38:00",294.97
"2018-05-28 20:39:00",295.08
"2018-05-28 20:40:00",295
"2018-05-28 20:41:00",295
"2018-05-28 20:42:00",295.02
"2018-05-28 20:43:00",295.02
"2018-05-28 20:44:00",295.02
"2018-05-28 20:45:00",295.08
"2018-05-28 20:46:00",295.01
"2018-05-28 20:47:00",295.04
"2018-05-28 20:48:00",295.04
"2018-05-28 20:49:00",294.52
"2018-05-28 20:50:00",294.49
"2018-05-28 20:51:00",294.49
"2018-05-28 20:52:00",294.49
"2018-05-28 20:53:00",294.32
"2018-05-28 20:54:00",294.36
"2018-05-28 20:55:00",294.32
"2018-05-28 20:56:00",294.33
"2018-05-28 20:57:00",294.34
"2018-05-28 20:58:00",294.3
"2018-05-28 20:59:00",294.25
"2018-05-28 21:00:00",294.37
"2018-05-28 21:01:00",294.36
"2018-05-28 21:02:00",294.35
"2018-05-28 21:03:00",294.43
"2018-05-28 21:04:00",294.13
"2018-05-28 21:05:00",293.61
"2018-05-28 21:06:00",292.53
"2018-05-28 21:07:00",291.9
"2018-05-28 21:08:00",291.84
"2018-05-28 21:09:00",292.2
"2018-05-28 21:10:00",292.11
"2018-05-28 21:11:00",292.03
"2018-05-28 21:12:00",291.84
"2018-05-28 21:13:00",291.83
"2018-05-28 21:14:00",291.87
"2018-05-28 21:15:00",291.94
"2018-05-28 21:16:00",292.13
"2018-05-28 21:17:00",292.53
"2018-05-28 21:18:00",292.55
"2018-05-28 21:19:00",292.41
"2018-05-28 21:20:00",292.26
"2018-05-28 21:21:00",292.36
"2018-05-28 21:22:00",292.38
"2018-05-28 21:23:00",292.25
"2018-05-28 21:24:00",292.28
"2018-05-28 21:25:00",292.2
"2018-05-28 21:26:00",292.26
"2018-05-28 21:27:00",292.26
"2018-05-28 21:28:00",292.37
"2018-05-28 21:29:00",292.34
"2018-05-28 21:30:00",292.07
"2018-05-28 21:31:00",292.07
"2018-05-28 21:32:00",292.07
"2018-05-28 21:33:00",292.13
"2018-05-28 21:34:00",291.16
"2018-05-28 21:35:00",291.16
"2018-05-28 21:36:00",291.16
"2018-05-28 21:37:00",291.06
"2018-05-28 21:38:00",290.36
"2018-05-28 21:39:00",290.23
"2018-05-28 21:40:00",290.22
"2018-05-28 21:41:00",290.42
"2018-05-28 21:42:00",290.32
"2018-05-28 21:43:00",289.95
"2018-05-28 21:44:00",290.1
"2018-05-28 21:45:00",289.96
"2018-05-28 21:46:00",289.88
"2018-05-28 21:47:00",289.6
"2018-05-28 21:48:00",289.36
"2018-05-28 21:49:00",289.65
"2018-05-28 21:50:00",289.62
"2018-05-28 21:51:00",289.55
"2018-05-28 21:52:00",289.56
"2018-05-28 21:53:00",289.48
"2018-05-28 21:54:00",289.48
"2018-05-28 21:55:00",289.48
"2018-05-28 21:56:00",289.68
"2018-05-28 21:57:00",289.55
"2018-05-28 21:58:00",289.52
"2018-05-28 21:59:00",289.77
"2018-05-28 22:00:00",289.71
"2018-05-28 22:01:00",289.71
"2018-05-28 22:02:00",289.85
"2018-05-28 22:03:00",289.79
"2018-05-28 22:04:00",289.87
"2018-05-28 22:05:00",289.96
"2018-05-28 22:06:00",290.17
"2018-05-28 22:07:00",290.07
"2018-05-28 22:08:00",289.99
"2018-05-28 22:09:00",289.92
"2018-05-28 22:10:00",289.82
"2018-05-28 22:11:00",289.93
"2018-05-28 22:12:00",290.52
"2018-05-28 22:13:00",290.34
"2018-05-28 22:14:00",290.23
"2018-05-28 22:15:00",290.15
"2018-05-28 22:16:00",289.59
"2018-05-28 22:17:00",289.56
"2018-05-28 22:18:00",289.43
"2018-05-28 22:19:00",288.58
"2018-05-28 22:20:00",288.61
"2018-05-28 22:21:00",288.58
"2018-05-28 22:22:00",287.87
"2018-05-28 22:23:00",287.51
"2018-05-28 22:24:00",287.22
"2018-05-28 22:25:00",286.62
"2018-05-28 22:26:00",286.62
"2018-05-28 22:27:00",286.7
"2018-05-28 22:28:00",286.42
"2018-05-28 22:29:00",285.89
"2018-05-28 22:30:00",285.22
"2018-05-28 22:31:00",285.34
"2018-05-28 22:32:00",285.95
"2018-05-28 22:33:00",285.87
"2018-05-28 22:34:00",286.23
"2018-05-28 22:35:00",286.23
"2018-05-28 22:36:00",286.94
"2018-05-28 22:37:00",287.4
"2018-05-28 22:38:00",287.39
"2018-05-28 22:39:00",287.3
"2018-05-28 22:40:00",287.03
"2018-05-28 22:41:00",287.04
"2018-05-28 22:42:00",287.04
"2018-05-28 22:43:00",286.97
"2018-05-28 22:44:00",286.97
"2018-05-28 22:45:00",287.06
"2018-05-28 22:46:00",286.92
"2018-05-28 22:47:00",286.86
"2018-05-28 22:48:00",286.96
"2018-05-28 22:49:00",286.67
"2018-05-28 22:50:00",287.01
"2018-05-28 22:51:00",286.97
"2018-05-28 22:52:00",287.2
"2018-05-28 22:53:00",287.19
"2018-05-28 22:54:00",287.58
"2018-05-28 22:55:00",287.55
"2018-05-28 22:56:00",287.55
"2018-05-28 22:57:00",287.61
"2018-05-28 22:58:00",287.45
"2018-05-28 22:59:00",288.22
"2018-05-28 23:00:00",288.55
"2018-05-28 23:01:00",288.57
"2018-05-28 23:02:00",288.58
"2018-05-28 23:03:00",287.8
"2018-05-28 23:04:00",288.03
"2018-05-28 23:05:00",288.3
"2018-05-28 23:06:00",288.3
"2018-05-28 23:07:00",287.51
"2018-05-28 23:08:00",287.9
"2018-05-28 23:09:00",287.97
"2018-05-28 23:10:00",288.23
"2018-05-28 23:11:00",287.73
"2018-05-28 23:12:00",287.56
"2018-05-28 23:13:00",287.56
"2018-05-28 23:14:00",287.52
"2018-05-28 23:15:00",287.4
"2018-05-28 23:16:00",287.52
"2018-05-28 23:17:00",287.52
"2018-05-28 23:18:00",287.53
"2018-05-28 23:19:00",287
"2018-05-28 23:20:00",287
"2018-05-28 23:21:00",287
"2018-05-28 23:22:00",287.38
"2018-05-28 23:23:00",287.03
"2018-05-28 23:24:00",287.43
"2018-05-28 23:25:00",287.27
"2018-05-28 23:26:00",286.81
"2018-05-28 23:27:00",287.1
"2018-05-28 23:28:00",287.12
"2018-05-28 23:29:00",287
"2018-05-28 23:30:00",286.91
"2018-05-28 23:31:00",286.91
"2018-05-28 23:32:00",287.09
"2018-05-28 23:33:00",287.12
"2018-05-28 23:34:00",287.19
"2018-05-28 23:35:00",287.09
"2018-05-28 23:36:00",286.92
"2018-05-28 23:37:00",286.87
"2018-05-28 23:38:00",286.78
"2018-05-28 23:39:00",286.82
