"Index","Close.ZEC"
"2018-05-28 18:36:00",241.22
"2018-05-28 18:37:00",240.95
"2018-05-28 18:38:00",240.96
"2018-05-28 18:39:00",240.91
"2018-05-28 18:40:00",240.9
"2018-05-28 18:41:00",240.93
"2018-05-28 18:42:00",240.99
"2018-05-28 18:43:00",240.8
"2018-05-28 18:44:00",240.83
"2018-05-28 18:45:00",240.92
"2018-05-28 18:46:00",240.89
"2018-05-28 18:47:00",240.84
"2018-05-28 18:48:00",240.83
"2018-05-28 18:49:00",240.54
"2018-05-28 18:50:00",240.57
"2018-05-28 18:51:00",240.74
"2018-05-28 18:52:00",240.66
"2018-05-28 18:53:00",240.72
"2018-05-28 18:54:00",240.63
"2018-05-28 18:55:00",240.8
"2018-05-28 18:56:00",240.8
"2018-05-28 18:57:00",240.78
"2018-05-28 18:58:00",240.7
"2018-05-28 18:59:00",240.49
"2018-05-28 19:00:00",240.25
"2018-05-28 19:01:00",240.12
"2018-05-28 19:02:00",240.09
"2018-05-28 19:03:00",240.04
"2018-05-28 19:04:00",240.06
"2018-05-28 19:05:00",240.67
"2018-05-28 19:06:00",240.76
"2018-05-28 19:07:00",240.57
"2018-05-28 19:08:00",240.59
"2018-05-28 19:09:00",240.45
"2018-05-28 19:10:00",240.8
"2018-05-28 19:11:00",240.77
"2018-05-28 19:12:00",240.68
"2018-05-28 19:13:00",240.68
"2018-05-28 19:14:00",240.77
"2018-05-28 19:15:00",240.77
"2018-05-28 19:16:00",240.81
"2018-05-28 19:17:00",240.76
"2018-05-28 19:18:00",240.55
"2018-05-28 19:19:00",240.67
"2018-05-28 19:20:00",240.55
"2018-05-28 19:21:00",240.47
"2018-05-28 19:22:00",240.66
"2018-05-28 19:23:00",240.56
"2018-05-28 19:24:00",240.71
"2018-05-28 19:25:00",240.92
"2018-05-28 19:26:00",240.89
"2018-05-28 19:27:00",240.52
"2018-05-28 19:28:00",240.52
"2018-05-28 19:29:00",240.95
"2018-05-28 19:30:00",240.95
"2018-05-28 19:31:00",240.73
"2018-05-28 19:32:00",240.65
"2018-05-28 19:33:00",240.74
"2018-05-28 19:34:00",240.56
"2018-05-28 19:35:00",240.64
"2018-05-28 19:36:00",240.63
"2018-05-28 19:37:00",240.64
"2018-05-28 19:38:00",240.67
"2018-05-28 19:39:00",240.58
"2018-05-28 19:40:00",240.58
"2018-05-28 19:41:00",240.63
"2018-05-28 19:42:00",240.98
"2018-05-28 19:43:00",241.12
"2018-05-28 19:44:00",241.12
"2018-05-28 19:45:00",241.34
"2018-05-28 19:46:00",241.45
"2018-05-28 19:47:00",241.22
"2018-05-28 19:48:00",241.22
"2018-05-28 19:49:00",241.49
"2018-05-28 19:50:00",241.24
"2018-05-28 19:51:00",241.21
"2018-05-28 19:52:00",241.18
"2018-05-28 19:53:00",241.24
"2018-05-28 19:54:00",241.28
"2018-05-28 19:55:00",241.33
"2018-05-28 19:56:00",241.22
"2018-05-28 19:57:00",241.22
"2018-05-28 19:58:00",241.21
"2018-05-28 19:59:00",241.09
"2018-05-28 20:00:00",240.81
"2018-05-28 20:01:00",241.15
"2018-05-28 20:02:00",240.93
"2018-05-28 20:03:00",240.92
"2018-05-28 20:04:00",241.36
"2018-05-28 20:05:00",241.37
"2018-05-28 20:06:00",241.32
"2018-05-28 20:07:00",241.46
"2018-05-28 20:08:00",241.42
"2018-05-28 20:09:00",241.46
"2018-05-28 20:10:00",241.39
"2018-05-28 20:11:00",241.09
"2018-05-28 20:12:00",241.41
"2018-05-28 20:13:00",241.4
"2018-05-28 20:14:00",241.37
"2018-05-28 20:15:00",241.42
"2018-05-28 20:16:00",241.12
"2018-05-28 20:17:00",241.21
"2018-05-28 20:18:00",241.09
"2018-05-28 20:19:00",241.12
"2018-05-28 20:20:00",241.03
"2018-05-28 20:21:00",240.92
"2018-05-28 20:22:00",240.97
"2018-05-28 20:23:00",241.08
"2018-05-28 20:24:00",241.12
"2018-05-28 20:25:00",241.09
"2018-05-28 20:26:00",241
"2018-05-28 20:27:00",241.13
"2018-05-28 20:28:00",241.22
"2018-05-28 20:29:00",241.17
"2018-05-28 20:30:00",241.15
"2018-05-28 20:31:00",241.18
"2018-05-28 20:32:00",241.08
"2018-05-28 20:33:00",240.99
"2018-05-28 20:34:00",240.92
"2018-05-28 20:35:00",240.98
"2018-05-28 20:36:00",240.9
"2018-05-28 20:37:00",240.64
"2018-05-28 20:38:00",240.65
"2018-05-28 20:39:00",240.63
"2018-05-28 20:40:00",240.55
"2018-05-28 20:41:00",240.54
"2018-05-28 20:42:00",240.18
"2018-05-28 20:43:00",239.34
"2018-05-28 20:44:00",239.28
"2018-05-28 20:45:00",239.51
"2018-05-28 20:46:00",239.44
"2018-05-28 20:47:00",235.47
"2018-05-28 20:48:00",233.75
"2018-05-28 20:49:00",231.33
"2018-05-28 20:50:00",230.83
"2018-05-28 20:51:00",230.61
"2018-05-28 20:52:00",230.4
"2018-05-28 20:53:00",230.98
"2018-05-28 20:54:00",230.82
"2018-05-28 20:55:00",229.35
"2018-05-28 20:56:00",228.16
"2018-05-28 20:57:00",228.02
"2018-05-28 20:58:00",228.51
"2018-05-28 20:59:00",227.27
"2018-05-28 21:00:00",227.29
"2018-05-28 21:01:00",227.23
"2018-05-28 21:02:00",227.42
"2018-05-28 21:03:00",227.62
"2018-05-28 21:04:00",228.05
"2018-05-28 21:05:00",228.14
"2018-05-28 21:06:00",226.91
"2018-05-28 21:07:00",227.3
"2018-05-28 21:08:00",227.34
"2018-05-28 21:09:00",227.33
"2018-05-28 21:10:00",226.76
"2018-05-28 21:11:00",226.76
"2018-05-28 21:12:00",226.95
"2018-05-28 21:13:00",227.17
"2018-05-28 21:14:00",227.1
"2018-05-28 21:15:00",228.13
"2018-05-28 21:16:00",228.05
"2018-05-28 21:17:00",228.18
"2018-05-28 21:18:00",228.13
"2018-05-28 21:19:00",227.86
"2018-05-28 21:20:00",227.8
"2018-05-28 21:21:00",228.04
"2018-05-28 21:22:00",227.95
"2018-05-28 21:23:00",227.71
"2018-05-28 21:24:00",227.85
"2018-05-28 21:25:00",227.62
"2018-05-28 21:26:00",227.63
"2018-05-28 21:27:00",227.59
"2018-05-28 21:28:00",226.94
"2018-05-28 21:29:00",225.91
"2018-05-28 21:30:00",226.02
"2018-05-28 21:31:00",226.03
"2018-05-28 21:32:00",225.86
"2018-05-28 21:33:00",225.57
"2018-05-28 21:34:00",225.27
"2018-05-28 21:35:00",225.15
"2018-05-28 21:36:00",225.09
"2018-05-28 21:37:00",224.97
"2018-05-28 21:38:00",224.87
"2018-05-28 21:39:00",224.74
"2018-05-28 21:40:00",224.47
"2018-05-28 21:41:00",224.26
"2018-05-28 21:42:00",223.88
"2018-05-28 21:43:00",223.86
"2018-05-28 21:44:00",224
"2018-05-28 21:45:00",223.85
"2018-05-28 21:46:00",223.84
"2018-05-28 21:47:00",223.12
"2018-05-28 21:48:00",223.32
"2018-05-28 21:49:00",223.39
"2018-05-28 21:50:00",222.95
"2018-05-28 21:51:00",222.82
"2018-05-28 21:52:00",222.73
"2018-05-28 21:53:00",222.61
"2018-05-28 21:54:00",222.61
"2018-05-28 21:55:00",222.48
"2018-05-28 21:56:00",222.17
"2018-05-28 21:57:00",222.39
"2018-05-28 21:58:00",222.42
"2018-05-28 21:59:00",222.54
"2018-05-28 22:00:00",222.42
"2018-05-28 22:01:00",222.42
"2018-05-28 22:02:00",222.44
"2018-05-28 22:03:00",221.78
"2018-05-28 22:04:00",223.39
"2018-05-28 22:05:00",228.99
"2018-05-28 22:06:00",233.98
"2018-05-28 22:07:00",235.68
"2018-05-28 22:08:00",240.61
"2018-05-28 22:09:00",241.89
"2018-05-28 22:10:00",240.03
"2018-05-28 22:11:00",237.71
"2018-05-28 22:12:00",237.29
"2018-05-28 22:13:00",235.98
"2018-05-28 22:14:00",236.44
"2018-05-28 22:15:00",234.85
"2018-05-28 22:16:00",235.02
"2018-05-28 22:17:00",235.26
"2018-05-28 22:18:00",235.26
"2018-05-28 22:19:00",234.77
"2018-05-28 22:20:00",234.56
"2018-05-28 22:21:00",234.54
"2018-05-28 22:22:00",233.27
"2018-05-28 22:23:00",232.75
"2018-05-28 22:24:00",231.98
"2018-05-28 22:25:00",230.53
"2018-05-28 22:26:00",229.84
"2018-05-28 22:27:00",228.95
"2018-05-28 22:28:00",227.29
"2018-05-28 22:29:00",223.69
"2018-05-28 22:30:00",224.06
"2018-05-28 22:31:00",223.71
"2018-05-28 22:32:00",224
"2018-05-28 22:33:00",223.64
"2018-05-28 22:34:00",224.09
"2018-05-28 22:35:00",224.33
"2018-05-28 22:36:00",224.5
"2018-05-28 22:37:00",224.22
"2018-05-28 22:38:00",223.48
"2018-05-28 22:39:00",222.44
"2018-05-28 22:40:00",222.31
"2018-05-28 22:41:00",222.58
"2018-05-28 22:42:00",222.65
"2018-05-28 22:43:00",223.07
"2018-05-28 22:44:00",223.11
"2018-05-28 22:45:00",223.08
"2018-05-28 22:46:00",223
"2018-05-28 22:47:00",222.99
"2018-05-28 22:48:00",222.96
"2018-05-28 22:49:00",223.39
"2018-05-28 22:50:00",223.51
"2018-05-28 22:51:00",224.52
"2018-05-28 22:52:00",225.7
"2018-05-28 22:53:00",225.89
"2018-05-28 22:54:00",225.85
"2018-05-28 22:55:00",225.6
"2018-05-28 22:56:00",225.89
"2018-05-28 22:57:00",226.06
"2018-05-28 22:58:00",226.43
"2018-05-28 22:59:00",227.86
"2018-05-28 23:00:00",226.54
"2018-05-28 23:01:00",226.28
"2018-05-28 23:02:00",226.55
"2018-05-28 23:03:00",226.62
"2018-05-28 23:04:00",226.97
"2018-05-28 23:05:00",226.81
"2018-05-28 23:06:00",226.8
"2018-05-28 23:07:00",225.96
"2018-05-28 23:08:00",225.97
"2018-05-28 23:09:00",225.9
"2018-05-28 23:10:00",224.76
"2018-05-28 23:11:00",224.59
"2018-05-28 23:12:00",224.9
"2018-05-28 23:13:00",224.94
"2018-05-28 23:14:00",224.89
"2018-05-28 23:15:00",224.97
"2018-05-28 23:16:00",225
"2018-05-28 23:17:00",225.08
"2018-05-28 23:18:00",224.58
"2018-05-28 23:19:00",223.09
"2018-05-28 23:20:00",223.48
"2018-05-28 23:21:00",221.84
"2018-05-28 23:22:00",222.78
"2018-05-28 23:23:00",222.78
"2018-05-28 23:24:00",222.76
"2018-05-28 23:25:00",222.82
"2018-05-28 23:26:00",222.58
"2018-05-28 23:27:00",222.54
"2018-05-28 23:28:00",222.56
"2018-05-28 23:29:00",222.61
"2018-05-28 23:30:00",221.68
"2018-05-28 23:31:00",221.15
"2018-05-28 23:32:00",220.89
"2018-05-28 23:33:00",220.86
"2018-05-28 23:34:00",220.76
"2018-05-28 23:35:00",220.91
"2018-05-28 23:36:00",220.39
"2018-05-28 23:37:00",220.2
"2018-05-28 23:38:00",220.23
"2018-05-28 23:39:00",220.33
"2018-05-28 23:40:00",219.76
"2018-05-28 23:41:00",219.77
"2018-05-28 23:42:00",220.21
"2018-05-28 23:43:00",220.1
"2018-05-28 23:44:00",220.41
"2018-05-28 23:45:00",222.03
"2018-05-28 23:46:00",224.89
"2018-05-28 23:47:00",226.72
"2018-05-28 23:48:00",226.67
"2018-05-28 23:49:00",226.35
"2018-05-28 23:50:00",226.39
"2018-05-28 23:51:00",227.88
"2018-05-28 23:52:00",227.75
"2018-05-28 23:53:00",229.01
"2018-05-28 23:54:00",228.44
"2018-05-28 23:55:00",228.66
"2018-05-28 23:56:00",228.46
"2018-05-28 23:57:00",228.64
"2018-05-28 23:58:00",228.73
"2018-05-28 23:59:00",228.14
"2018-05-29 00:00:00",228.08
"2018-05-29 00:01:00",228.41
"2018-05-29 00:02:00",228.43
"2018-05-29 00:03:00",228.54
"2018-05-29 00:04:00",228.75
"2018-05-29 00:05:00",229.43
"2018-05-29 00:06:00",229.46
"2018-05-29 00:07:00",228.05
"2018-05-29 00:08:00",227.66
"2018-05-29 00:09:00",227.27
"2018-05-29 00:10:00",227.22
"2018-05-29 00:11:00",227.97
"2018-05-29 00:12:00",228.01
"2018-05-29 00:13:00",227.06
"2018-05-29 00:14:00",227.44
"2018-05-29 00:15:00",227.44
"2018-05-29 00:16:00",227.44
"2018-05-29 00:17:00",227.33
"2018-05-29 00:18:00",228.33
"2018-05-29 00:19:00",228.4
"2018-05-29 00:20:00",228.38
"2018-05-29 00:21:00",228.36
"2018-05-29 00:22:00",228.45
"2018-05-29 00:23:00",228.69
"2018-05-29 00:24:00",228.68
"2018-05-29 00:25:00",228.73
"2018-05-29 00:26:00",227.96
"2018-05-29 00:27:00",227.98
"2018-05-29 00:28:00",228.75
"2018-05-29 00:29:00",228.65
"2018-05-29 00:30:00",228.26
"2018-05-29 00:31:00",228.22
"2018-05-29 00:32:00",228.34
"2018-05-29 00:33:00",228.23
"2018-05-29 00:34:00",228.07
"2018-05-29 00:35:00",228.06
"2018-05-29 00:36:00",228.11
"2018-05-29 00:37:00",228.06
"2018-05-29 00:38:00",228.13
"2018-05-29 00:39:00",228.06
"2018-05-29 00:40:00",228.19
"2018-05-29 00:41:00",228.02
"2018-05-29 00:42:00",228.05
"2018-05-29 00:43:00",228.03
"2018-05-29 00:44:00",228.77
"2018-05-29 00:45:00",228.87
"2018-05-29 00:46:00",228.86
"2018-05-29 00:47:00",228.9
"2018-05-29 00:48:00",228.61
"2018-05-29 00:49:00",228.58
"2018-05-29 00:50:00",228.49
"2018-05-29 00:51:00",228.44
"2018-05-29 00:52:00",228.5
"2018-05-29 00:53:00",228.48
"2018-05-29 00:54:00",228.38
"2018-05-29 00:55:00",228.31
"2018-05-29 00:56:00",228.05
"2018-05-29 00:57:00",228.32
"2018-05-29 00:58:00",228.33
"2018-05-29 00:59:00",228.33
"2018-05-29 01:00:00",228.41
"2018-05-29 01:01:00",228.42
"2018-05-29 01:02:00",228.39
"2018-05-29 01:03:00",228.94
"2018-05-29 01:04:00",229.14
"2018-05-29 01:05:00",229.16
"2018-05-29 01:06:00",229.19
"2018-05-29 01:07:00",229.09
"2018-05-29 01:08:00",228.3
"2018-05-29 01:09:00",228.68
"2018-05-29 01:10:00",228.69
"2018-05-29 01:11:00",228.62
"2018-05-29 01:12:00",228.64
"2018-05-29 01:13:00",228.62
"2018-05-29 01:14:00",227.98
"2018-05-29 01:15:00",227.9
"2018-05-29 01:16:00",227.78
"2018-05-29 01:17:00",227.6
"2018-05-29 01:18:00",227.5
"2018-05-29 01:19:00",227.69
"2018-05-29 01:20:00",227.79
"2018-05-29 01:21:00",227.61
"2018-05-29 01:22:00",226.87
"2018-05-29 01:23:00",226.69
"2018-05-29 01:24:00",226.28
"2018-05-29 01:25:00",226.46
"2018-05-29 01:26:00",225.59
"2018-05-29 01:27:00",225.19
"2018-05-29 01:28:00",225.57
"2018-05-29 01:29:00",224.95
"2018-05-29 01:30:00",223.8
"2018-05-29 01:31:00",224.44
"2018-05-29 01:32:00",224.21
"2018-05-29 01:33:00",223.95
"2018-05-29 01:34:00",223.98
"2018-05-29 01:35:00",223.63
"2018-05-29 01:36:00",223.65
"2018-05-29 01:37:00",223.83
"2018-05-29 01:38:00",223.89
"2018-05-29 01:39:00",223.56
"2018-05-29 01:40:00",223.19
"2018-05-29 01:41:00",222.57
"2018-05-29 01:42:00",222.16
"2018-05-29 01:43:00",222.08
"2018-05-29 01:44:00",223.43
"2018-05-29 01:45:00",223.32
"2018-05-29 01:46:00",226.01
"2018-05-29 01:47:00",225.55
"2018-05-29 01:48:00",226.16
"2018-05-29 01:49:00",226.3
"2018-05-29 01:50:00",225.58
"2018-05-29 01:51:00",226.48
"2018-05-29 01:52:00",226.53
"2018-05-29 01:53:00",226.41
"2018-05-29 01:54:00",227.5
"2018-05-29 01:55:00",228.18
"2018-05-29 01:56:00",228.45
"2018-05-29 01:57:00",228.94
"2018-05-29 01:58:00",229.17
"2018-05-29 01:59:00",229.41
"2018-05-29 02:00:00",229.36
"2018-05-29 02:01:00",229.31
"2018-05-29 02:02:00",229.08
"2018-05-29 02:03:00",228.39
"2018-05-29 02:04:00",228.39
"2018-05-29 02:05:00",228.38
"2018-05-29 02:06:00",227.65
"2018-05-29 02:07:00",227.05
"2018-05-29 02:08:00",227.31
"2018-05-29 02:09:00",227.26
"2018-05-29 02:10:00",227.25
"2018-05-29 02:11:00",227.43
"2018-05-29 02:12:00",227.33
"2018-05-29 02:13:00",227.41
"2018-05-29 02:14:00",227.45
"2018-05-29 02:15:00",228.12
"2018-05-29 02:16:00",229.04
"2018-05-29 02:17:00",229.25
"2018-05-29 02:18:00",229.19
"2018-05-29 02:19:00",229.25
"2018-05-29 02:20:00",229.24
"2018-05-29 02:21:00",228
"2018-05-29 02:22:00",227.68
"2018-05-29 02:23:00",227.54
"2018-05-29 02:24:00",227.46
"2018-05-29 02:25:00",226.81
"2018-05-29 02:26:00",226.18
"2018-05-29 02:27:00",226.15
"2018-05-29 02:28:00",226.07
"2018-05-29 02:29:00",226.1
"2018-05-29 02:30:00",226.12
"2018-05-29 02:31:00",227.13
"2018-05-29 02:32:00",226.54
"2018-05-29 02:33:00",226.48
"2018-05-29 02:34:00",226.49
"2018-05-29 02:35:00",226.42
"2018-05-29 02:36:00",226.42
"2018-05-29 02:37:00",226.42
"2018-05-29 02:38:00",226.57
"2018-05-29 02:39:00",226.55
"2018-05-29 02:40:00",226.52
"2018-05-29 02:41:00",226.67
"2018-05-29 02:42:00",226.79
"2018-05-29 02:43:00",226.65
"2018-05-29 02:44:00",226.58
"2018-05-29 02:45:00",226.69
"2018-05-29 02:46:00",226.55
"2018-05-29 02:47:00",226.5
"2018-05-29 02:48:00",226.56
"2018-05-29 02:49:00",226.52
"2018-05-29 02:50:00",226.57
"2018-05-29 02:51:00",226.59
"2018-05-29 02:52:00",226.66
"2018-05-29 02:53:00",226.7
"2018-05-29 02:54:00",226.63
"2018-05-29 02:55:00",226.67
"2018-05-29 02:56:00",226.47
"2018-05-29 02:57:00",227.17
"2018-05-29 02:58:00",227.25
"2018-05-29 02:59:00",227.26
"2018-05-29 03:00:00",227.29
"2018-05-29 03:01:00",226.85
"2018-05-29 03:02:00",226.79
"2018-05-29 03:03:00",226.89
"2018-05-29 03:04:00",226.88
"2018-05-29 03:05:00",227.3
"2018-05-29 03:06:00",227.37
"2018-05-29 03:07:00",227.38
"2018-05-29 03:08:00",227.36
"2018-05-29 03:09:00",227.98
"2018-05-29 03:10:00",228.04
"2018-05-29 03:11:00",228.26
"2018-05-29 03:12:00",228.34
"2018-05-29 03:13:00",228.38
"2018-05-29 03:14:00",228.77
"2018-05-29 03:15:00",229.33
"2018-05-29 03:16:00",228.83
"2018-05-29 03:17:00",228.78
"2018-05-29 03:18:00",228.77
"2018-05-29 03:19:00",229.61
"2018-05-29 03:20:00",229.75
"2018-05-29 03:21:00",229.69
"2018-05-29 03:22:00",228.98
"2018-05-29 03:23:00",228.8
"2018-05-29 03:24:00",228.87
"2018-05-29 03:25:00",229.21
"2018-05-29 03:26:00",228.71
"2018-05-29 03:27:00",228.75
"2018-05-29 03:28:00",228.79
"2018-05-29 03:29:00",228.7
"2018-05-29 03:30:00",229.54
"2018-05-29 03:31:00",229.85
"2018-05-29 03:32:00",229.78
"2018-05-29 03:33:00",230.28
"2018-05-29 03:34:00",230.28
"2018-05-29 03:35:00",229.83
"2018-05-29 03:36:00",229.99
"2018-05-29 03:37:00",229.81
"2018-05-29 03:38:00",229.84
"2018-05-29 03:39:00",229.96
"2018-05-29 03:40:00",229.94
"2018-05-29 03:41:00",229.94
"2018-05-29 03:42:00",229.84
"2018-05-29 03:43:00",229.92
"2018-05-29 03:44:00",230.08
"2018-05-29 03:45:00",230.27
"2018-05-29 03:46:00",230.23
"2018-05-29 03:47:00",230.33
"2018-05-29 03:48:00",230.18
"2018-05-29 03:49:00",230.56
"2018-05-29 03:50:00",230.48
"2018-05-29 03:51:00",230.48
"2018-05-29 03:52:00",229.7
"2018-05-29 03:53:00",230.16
"2018-05-29 03:54:00",230.41
"2018-05-29 03:55:00",230.68
"2018-05-29 03:56:00",230.15
"2018-05-29 03:57:00",230.84
"2018-05-29 03:58:00",230.84
"2018-05-29 03:59:00",230.3
"2018-05-29 04:00:00",230.26
"2018-05-29 04:01:00",230.27
"2018-05-29 04:02:00",230.11
"2018-05-29 04:03:00",230.07
"2018-05-29 04:04:00",229.96
"2018-05-29 04:05:00",230.51
"2018-05-29 04:06:00",230.36
"2018-05-29 04:07:00",230.19
"2018-05-29 04:08:00",230.24
"2018-05-29 04:09:00",230.28
"2018-05-29 04:10:00",230.23
"2018-05-29 04:11:00",230.26
"2018-05-29 04:12:00",230.19
"2018-05-29 04:13:00",230.14
"2018-05-29 04:14:00",230.14
"2018-05-29 04:15:00",230.54
"2018-05-29 04:16:00",230.3
"2018-05-29 04:17:00",230.4
"2018-05-29 04:18:00",229.94
"2018-05-29 04:19:00",229.89
"2018-05-29 04:20:00",229.89
"2018-05-29 04:21:00",229.82
"2018-05-29 04:22:00",230.27
"2018-05-29 04:23:00",230.19
"2018-05-29 04:24:00",229.87
"2018-05-29 04:25:00",229.87
"2018-05-29 04:26:00",229.89
"2018-05-29 04:27:00",229.76
"2018-05-29 04:28:00",229.75
"2018-05-29 04:29:00",229.77
"2018-05-29 04:30:00",229.81
"2018-05-29 04:31:00",229.84
"2018-05-29 04:32:00",229.85
"2018-05-29 04:33:00",229.95
"2018-05-29 04:34:00",229.89
"2018-05-29 04:35:00",229.89
"2018-05-29 04:36:00",229.91
"2018-05-29 04:37:00",229.93
"2018-05-29 04:38:00",230.28
"2018-05-29 04:39:00",230.33
"2018-05-29 04:40:00",230.33
"2018-05-29 04:41:00",230.62
"2018-05-29 04:42:00",230.62
"2018-05-29 04:43:00",230.65
"2018-05-29 04:44:00",229.95
"2018-05-29 04:45:00",229.93
"2018-05-29 04:46:00",229.77
"2018-05-29 04:47:00",229.76
"2018-05-29 04:48:00",230.15
"2018-05-29 04:49:00",230.17
"2018-05-29 04:50:00",229.8
"2018-05-29 04:51:00",229.88
"2018-05-29 04:52:00",229.76
"2018-05-29 04:53:00",229.73
"2018-05-29 04:54:00",229.79
"2018-05-29 04:55:00",229.72
"2018-05-29 04:56:00",229.79
"2018-05-29 04:57:00",229.14
"2018-05-29 04:58:00",229.14
"2018-05-29 04:59:00",229.16
"2018-05-29 05:00:00",229.24
"2018-05-29 05:01:00",229.25
"2018-05-29 05:02:00",229.3
"2018-05-29 05:03:00",229.32
"2018-05-29 05:04:00",229.28
"2018-05-29 05:05:00",229.06
"2018-05-29 05:06:00",228.56
"2018-05-29 05:07:00",228.85
"2018-05-29 05:08:00",227.76
"2018-05-29 05:09:00",226.68
"2018-05-29 05:10:00",226.83
"2018-05-29 05:11:00",225.37
"2018-05-29 05:12:00",225.35
"2018-05-29 05:13:00",224.73
"2018-05-29 05:14:00",224.77
"2018-05-29 05:15:00",224.78
"2018-05-29 05:16:00",224.7
"2018-05-29 05:17:00",224.71
"2018-05-29 05:18:00",224.35
"2018-05-29 05:19:00",224.26
"2018-05-29 05:20:00",223.68
"2018-05-29 05:21:00",223.09
"2018-05-29 05:22:00",223.2
"2018-05-29 05:23:00",223.28
"2018-05-29 05:24:00",222.39
"2018-05-29 05:25:00",222.76
"2018-05-29 05:26:00",222.43
"2018-05-29 05:27:00",222.9
"2018-05-29 05:28:00",222.98
"2018-05-29 05:29:00",222.99
"2018-05-29 05:30:00",221.32
"2018-05-29 05:31:00",220.8
"2018-05-29 05:32:00",220.37
"2018-05-29 05:33:00",220.22
"2018-05-29 05:34:00",219.81
"2018-05-29 05:35:00",219.72
"2018-05-29 05:36:00",219.03
"2018-05-29 05:37:00",219.38
"2018-05-29 05:38:00",219.43
"2018-05-29 05:39:00",219.28
"2018-05-29 05:40:00",219.87
"2018-05-29 05:41:00",219.22
"2018-05-29 05:42:00",219.06
"2018-05-29 05:43:00",218.9
"2018-05-29 05:44:00",219.02
"2018-05-29 05:45:00",219.59
"2018-05-29 05:46:00",219.09
"2018-05-29 05:47:00",219.66
"2018-05-29 05:48:00",220.59
"2018-05-29 05:49:00",220.44
"2018-05-29 05:50:00",220.64
"2018-05-29 05:51:00",220.68
"2018-05-29 05:52:00",221.46
"2018-05-29 05:53:00",221.59
"2018-05-29 05:54:00",221.24
"2018-05-29 05:55:00",221.44
"2018-05-29 05:56:00",221.61
"2018-05-29 05:57:00",221.59
"2018-05-29 05:58:00",221.15
"2018-05-29 05:59:00",221.21
"2018-05-29 06:00:00",220.82
"2018-05-29 06:01:00",221.34
"2018-05-29 06:02:00",221.37
"2018-05-29 06:03:00",221.36
"2018-05-29 06:04:00",221.28
"2018-05-29 06:05:00",221.76
"2018-05-29 06:06:00",224.92
"2018-05-29 06:07:00",225.14
"2018-05-29 06:08:00",225.23
"2018-05-29 06:09:00",225.09
"2018-05-29 06:10:00",224.68
"2018-05-29 06:11:00",224.78
"2018-05-29 06:12:00",225.16
"2018-05-29 06:13:00",224.82
"2018-05-29 06:14:00",224.66
"2018-05-29 06:15:00",224.5
"2018-05-29 06:16:00",224.72
"2018-05-29 06:17:00",225
"2018-05-29 06:18:00",226.12
"2018-05-29 06:19:00",226.18
"2018-05-29 06:20:00",226.46
"2018-05-29 06:21:00",227.25
"2018-05-29 06:22:00",227.16
"2018-05-29 06:23:00",227.24
"2018-05-29 06:24:00",227.27
"2018-05-29 06:25:00",227.28
"2018-05-29 06:26:00",227.39
"2018-05-29 06:27:00",227.39
"2018-05-29 06:28:00",227.43
"2018-05-29 06:29:00",228.21
"2018-05-29 06:30:00",228.37
