"Index","Close.DCR"
"2018-05-28 19:50:00",90.51
"2018-05-28 19:51:00",90.39
"2018-05-28 19:52:00",90.34
"2018-05-28 19:53:00",90.53
"2018-05-28 19:54:00",90.32
"2018-05-28 19:55:00",90.06
"2018-05-28 19:56:00",90.11
"2018-05-28 19:57:00",90.03
"2018-05-28 19:58:00",90.12
"2018-05-28 19:59:00",90.16
"2018-05-28 20:00:00",90.18
"2018-05-28 20:01:00",90
"2018-05-28 20:02:00",90
"2018-05-28 20:03:00",90.05
"2018-05-28 20:04:00",90.07
"2018-05-28 20:05:00",90.22
"2018-05-28 20:06:00",90.16
"2018-05-28 20:07:00",90.18
"2018-05-28 20:08:00",90.54
"2018-05-28 20:09:00",90.5
"2018-05-28 20:10:00",90.5
"2018-05-28 20:11:00",90.51
"2018-05-28 20:12:00",90.53
"2018-05-28 20:13:00",90.52
"2018-05-28 20:14:00",90.51
"2018-05-28 20:15:00",90.4
"2018-05-28 20:16:00",90.1
"2018-05-28 20:17:00",90.09
"2018-05-28 20:18:00",90.04
"2018-05-28 20:19:00",89.85
"2018-05-28 20:20:00",89.95
"2018-05-28 20:21:00",90.06
"2018-05-28 20:22:00",90.03
"2018-05-28 20:23:00",90.02
"2018-05-28 20:24:00",90.02
"2018-05-28 20:25:00",90.84
"2018-05-28 20:26:00",90.88
"2018-05-28 20:27:00",90.42
"2018-05-28 20:28:00",90.43
"2018-05-28 20:29:00",90.42
"2018-05-28 20:30:00",90.41
"2018-05-28 20:31:00",90.41
"2018-05-28 20:32:00",90.19
"2018-05-28 20:33:00",89.96
"2018-05-28 20:34:00",89.97
"2018-05-28 20:35:00",90.01
"2018-05-28 20:36:00",89.93
"2018-05-28 20:37:00",89.97
"2018-05-28 20:38:00",90.28
"2018-05-28 20:39:00",90.3
"2018-05-28 20:40:00",90.28
"2018-05-28 20:41:00",90.85
"2018-05-28 20:42:00",90.85
"2018-05-28 20:43:00",90.86
"2018-05-28 20:44:00",90.85
"2018-05-28 20:45:00",90.54
"2018-05-28 20:46:00",90.5
"2018-05-28 20:47:00",90.27
"2018-05-28 20:48:00",90.19
"2018-05-28 20:49:00",90.23
"2018-05-28 20:50:00",90.24
"2018-05-28 20:51:00",89.63
"2018-05-28 20:52:00",89.55
"2018-05-28 20:53:00",89.68
"2018-05-28 20:54:00",89.68
"2018-05-28 20:55:00",89.75
"2018-05-28 20:56:00",90.2
"2018-05-28 20:57:00",90.23
"2018-05-28 20:58:00",89.85
"2018-05-28 20:59:00",89.82
"2018-05-28 21:00:00",89.78
"2018-05-28 21:01:00",89.71
"2018-05-28 21:02:00",89.7
"2018-05-28 21:03:00",89.68
"2018-05-28 21:04:00",89.62
"2018-05-28 21:05:00",89.36
"2018-05-28 21:06:00",89.29
"2018-05-28 21:07:00",89.43
"2018-05-28 21:08:00",89.28
"2018-05-28 21:09:00",89.17
"2018-05-28 21:10:00",89.27
"2018-05-28 21:11:00",89.23
"2018-05-28 21:12:00",89.35
"2018-05-28 21:13:00",89.4
"2018-05-28 21:14:00",89.49
"2018-05-28 21:15:00",89.27
"2018-05-28 21:16:00",89.23
"2018-05-28 21:17:00",89.08
"2018-05-28 21:18:00",89.09
"2018-05-28 21:19:00",89.09
"2018-05-28 21:20:00",89.09
"2018-05-28 21:21:00",89.08
"2018-05-28 21:22:00",89.04
"2018-05-28 21:23:00",89
"2018-05-28 21:24:00",88.98
"2018-05-28 21:25:00",88.96
"2018-05-28 21:26:00",88.97
"2018-05-28 21:27:00",88.92
"2018-05-28 21:28:00",88.95
"2018-05-28 21:29:00",89.05
"2018-05-28 21:30:00",89.08
"2018-05-28 21:31:00",89.47
"2018-05-28 21:32:00",89.47
"2018-05-28 21:33:00",89.48
"2018-05-28 21:34:00",89.39
"2018-05-28 21:35:00",89.44
"2018-05-28 21:36:00",89.39
"2018-05-28 21:37:00",89.4
"2018-05-28 21:38:00",89.42
"2018-05-28 21:39:00",89.41
"2018-05-28 21:40:00",89.45
"2018-05-28 21:41:00",89.43
"2018-05-28 21:42:00",89.44
"2018-05-28 21:43:00",89.66
"2018-05-28 21:44:00",89.41
"2018-05-28 21:45:00",89.4
"2018-05-28 21:46:00",89.08
"2018-05-28 21:47:00",89.07
"2018-05-28 21:48:00",89.07
"2018-05-28 21:49:00",88.96
"2018-05-28 21:50:00",89.37
"2018-05-28 21:51:00",89.34
"2018-05-28 21:52:00",89.36
"2018-05-28 21:53:00",89.36
"2018-05-28 21:54:00",89.34
"2018-05-28 21:55:00",89.68
"2018-05-28 21:56:00",89.44
"2018-05-28 21:57:00",89.28
"2018-05-28 21:58:00",89.3
"2018-05-28 21:59:00",89.92
"2018-05-28 22:00:00",89.93
"2018-05-28 22:01:00",89.66
"2018-05-28 22:02:00",89.75
"2018-05-28 22:03:00",90.15
"2018-05-28 22:04:00",90.12
"2018-05-28 22:05:00",90.06
"2018-05-28 22:06:00",90.03
"2018-05-28 22:07:00",90.35
"2018-05-28 22:08:00",90.13
"2018-05-28 22:09:00",90.18
"2018-05-28 22:10:00",90.7
"2018-05-28 22:11:00",90.94
"2018-05-28 22:12:00",91.69
"2018-05-28 22:13:00",90.49
"2018-05-28 22:14:00",90.4
"2018-05-28 22:15:00",89.98
"2018-05-28 22:16:00",89.71
"2018-05-28 22:17:00",89.82
"2018-05-28 22:18:00",89.76
"2018-05-28 22:19:00",89.51
"2018-05-28 22:20:00",90.19
"2018-05-28 22:21:00",90.09
"2018-05-28 22:22:00",90.54
"2018-05-28 22:23:00",90.46
"2018-05-28 22:24:00",90.01
"2018-05-28 22:25:00",89.81
"2018-05-28 22:26:00",89.66
"2018-05-28 22:27:00",89.37
"2018-05-28 22:28:00",89.29
"2018-05-28 22:29:00",89.1
"2018-05-28 22:30:00",89.28
"2018-05-28 22:31:00",89.27
"2018-05-28 22:32:00",89.64
"2018-05-28 22:33:00",90.18
"2018-05-28 22:34:00",90.6
"2018-05-28 22:35:00",89.92
"2018-05-28 22:36:00",89.19
"2018-05-28 22:37:00",90.27
"2018-05-28 22:38:00",90.2
"2018-05-28 22:39:00",90.16
"2018-05-28 22:40:00",89.88
"2018-05-28 22:41:00",89.87
"2018-05-28 22:42:00",89.85
"2018-05-28 22:43:00",89.8
"2018-05-28 22:44:00",89.84
"2018-05-28 22:45:00",89.82
"2018-05-28 22:46:00",89.76
"2018-05-28 22:47:00",89.65
"2018-05-28 22:48:00",89.64
"2018-05-28 22:49:00",89.66
"2018-05-28 22:50:00",89.47
"2018-05-28 22:51:00",89.28
"2018-05-28 22:52:00",88.96
"2018-05-28 22:53:00",88.83
"2018-05-28 22:54:00",88.76
"2018-05-28 22:55:00",88.82
"2018-05-28 22:56:00",88.83
"2018-05-28 22:57:00",89.11
"2018-05-28 22:58:00",89.17
"2018-05-28 22:59:00",89.46
"2018-05-28 23:00:00",89.29
"2018-05-28 23:01:00",89.24
"2018-05-28 23:02:00",89.24
"2018-05-28 23:03:00",89.49
"2018-05-28 23:04:00",89.31
"2018-05-28 23:05:00",89.05
"2018-05-28 23:06:00",89.04
"2018-05-28 23:07:00",89.24
"2018-05-28 23:08:00",89.37
"2018-05-28 23:09:00",89.37
"2018-05-28 23:10:00",89.22
"2018-05-28 23:11:00",89.25
"2018-05-28 23:12:00",89.33
"2018-05-28 23:13:00",89.31
"2018-05-28 23:14:00",89.31
"2018-05-28 23:15:00",89.76
"2018-05-28 23:16:00",90.03
"2018-05-28 23:17:00",89.75
"2018-05-28 23:18:00",90.3
"2018-05-28 23:19:00",89.66
"2018-05-28 23:20:00",89.52
"2018-05-28 23:21:00",89.51
"2018-05-28 23:22:00",89.55
"2018-05-28 23:23:00",90.19
"2018-05-28 23:24:00",89.56
"2018-05-28 23:25:00",89.57
"2018-05-28 23:26:00",89.44
"2018-05-28 23:27:00",89.41
"2018-05-28 23:28:00",89.42
"2018-05-28 23:29:00",90.21
"2018-05-28 23:30:00",89.68
"2018-05-28 23:31:00",89.7
"2018-05-28 23:32:00",90.13
"2018-05-28 23:33:00",90.26
"2018-05-28 23:34:00",91.11
"2018-05-28 23:35:00",91.08
"2018-05-28 23:36:00",89.95
"2018-05-28 23:37:00",90.15
"2018-05-28 23:38:00",90.61
"2018-05-28 23:39:00",90.6
"2018-05-28 23:40:00",90.26
"2018-05-28 23:41:00",90.23
"2018-05-28 23:42:00",90.98
"2018-05-28 23:43:00",91.01
"2018-05-28 23:44:00",91.01
"2018-05-28 23:45:00",91.02
"2018-05-28 23:46:00",90.99
"2018-05-28 23:47:00",91.21
"2018-05-28 23:48:00",91.19
"2018-05-28 23:49:00",91.21
"2018-05-28 23:50:00",90.99
"2018-05-28 23:51:00",90.94
"2018-05-28 23:52:00",90.73
"2018-05-28 23:53:00",90.57
"2018-05-28 23:54:00",90.49
"2018-05-28 23:55:00",89.9
"2018-05-28 23:56:00",89.88
"2018-05-28 23:57:00",89.89
"2018-05-28 23:58:00",89.84
"2018-05-28 23:59:00",89.41
"2018-05-29 00:00:00",90.05
"2018-05-29 00:01:00",90.09
"2018-05-29 00:02:00",90.26
"2018-05-29 00:03:00",90
"2018-05-29 00:04:00",89.99
"2018-05-29 00:05:00",89.97
"2018-05-29 00:06:00",89.98
"2018-05-29 00:07:00",90.25
"2018-05-29 00:08:00",90.2
"2018-05-29 00:09:00",90.15
"2018-05-29 00:10:00",90.13
"2018-05-29 00:11:00",90.11
"2018-05-29 00:12:00",89.86
"2018-05-29 00:13:00",89.77
"2018-05-29 00:14:00",89.78
"2018-05-29 00:15:00",89.82
"2018-05-29 00:16:00",89.83
"2018-05-29 00:17:00",90.18
"2018-05-29 00:18:00",90.14
"2018-05-29 00:19:00",90.12
"2018-05-29 00:20:00",90.19
"2018-05-29 00:21:00",90.1
"2018-05-29 00:22:00",89.46
"2018-05-29 00:23:00",89.43
"2018-05-29 00:24:00",89.42
"2018-05-29 00:25:00",89.41
"2018-05-29 00:26:00",89.41
"2018-05-29 00:27:00",89.37
"2018-05-29 00:28:00",89.51
"2018-05-29 00:29:00",89.92
"2018-05-29 00:30:00",89.86
"2018-05-29 00:31:00",89.45
"2018-05-29 00:32:00",89.45
"2018-05-29 00:33:00",89.48
"2018-05-29 00:34:00",89.48
"2018-05-29 00:35:00",89.56
"2018-05-29 00:36:00",89.22
"2018-05-29 00:37:00",89.23
"2018-05-29 00:38:00",89.27
"2018-05-29 00:39:00",89.21
"2018-05-29 00:40:00",88.36
"2018-05-29 00:41:00",88.63
"2018-05-29 00:42:00",88.01
"2018-05-29 00:43:00",87.53
"2018-05-29 00:44:00",87.79
"2018-05-29 00:45:00",87.74
"2018-05-29 00:46:00",87.72
"2018-05-29 00:47:00",87.45
"2018-05-29 00:48:00",87.35
"2018-05-29 00:49:00",87
"2018-05-29 00:50:00",86.93
"2018-05-29 00:51:00",87.65
"2018-05-29 00:52:00",87.67
"2018-05-29 00:53:00",87.11
"2018-05-29 00:54:00",87.12
"2018-05-29 00:55:00",87.09
"2018-05-29 00:56:00",87.05
"2018-05-29 00:57:00",88.09
"2018-05-29 00:58:00",86.79
"2018-05-29 00:59:00",86.41
"2018-05-29 01:00:00",86.41
"2018-05-29 01:01:00",86.17
"2018-05-29 01:02:00",86.18
"2018-05-29 01:03:00",85.71
"2018-05-29 01:04:00",85.74
"2018-05-29 01:05:00",85.86
"2018-05-29 01:06:00",85.88
"2018-05-29 01:07:00",85.5
"2018-05-29 01:08:00",85.33
"2018-05-29 01:09:00",85.32
"2018-05-29 01:10:00",85.37
"2018-05-29 01:11:00",87.18
"2018-05-29 01:12:00",87.23
"2018-05-29 01:13:00",86.73
"2018-05-29 01:14:00",87.06
"2018-05-29 01:15:00",87.13
"2018-05-29 01:16:00",87.14
"2018-05-29 01:17:00",87.21
"2018-05-29 01:18:00",87.13
"2018-05-29 01:19:00",87.04
"2018-05-29 01:20:00",87.16
"2018-05-29 01:21:00",87.54
"2018-05-29 01:22:00",87.31
"2018-05-29 01:23:00",87.28
"2018-05-29 01:24:00",87.18
"2018-05-29 01:25:00",87.15
"2018-05-29 01:26:00",87.19
"2018-05-29 01:27:00",86.86
"2018-05-29 01:28:00",86.8
"2018-05-29 01:29:00",86.82
"2018-05-29 01:30:00",87.03
"2018-05-29 01:31:00",87.02
"2018-05-29 01:32:00",86.87
"2018-05-29 01:33:00",86.79
"2018-05-29 01:34:00",86.78
"2018-05-29 01:35:00",86.77
"2018-05-29 01:36:00",86.77
"2018-05-29 01:37:00",86.9
"2018-05-29 01:38:00",86.88
"2018-05-29 01:39:00",86.52
"2018-05-29 01:40:00",86.24
"2018-05-29 01:41:00",86.33
"2018-05-29 01:42:00",86.58
"2018-05-29 01:43:00",86.79
"2018-05-29 01:44:00",86.85
"2018-05-29 01:45:00",86.93
"2018-05-29 01:46:00",87.03
"2018-05-29 01:47:00",87.26
"2018-05-29 01:48:00",87.13
"2018-05-29 01:49:00",87
"2018-05-29 01:50:00",86.98
"2018-05-29 01:51:00",86.95
"2018-05-29 01:52:00",87.06
"2018-05-29 01:53:00",87.12
"2018-05-29 01:54:00",87.11
"2018-05-29 01:55:00",86.96
"2018-05-29 01:56:00",87.04
"2018-05-29 01:57:00",86.87
"2018-05-29 01:58:00",86.95
"2018-05-29 01:59:00",86.97
"2018-05-29 02:00:00",86.9
"2018-05-29 02:01:00",86.86
"2018-05-29 02:02:00",87.03
"2018-05-29 02:03:00",87.05
"2018-05-29 02:04:00",87.06
"2018-05-29 02:05:00",87.03
"2018-05-29 02:06:00",87.02
"2018-05-29 02:07:00",87.04
"2018-05-29 02:08:00",87.06
"2018-05-29 02:09:00",87.04
"2018-05-29 02:10:00",87.01
"2018-05-29 02:11:00",86.97
"2018-05-29 02:12:00",87.04
"2018-05-29 02:13:00",87.03
"2018-05-29 02:14:00",87.05
"2018-05-29 02:15:00",87.1
"2018-05-29 02:16:00",87.09
"2018-05-29 02:17:00",87.09
"2018-05-29 02:18:00",87.11
"2018-05-29 02:19:00",87.06
"2018-05-29 02:20:00",87.06
"2018-05-29 02:21:00",86.93
"2018-05-29 02:22:00",86.84
"2018-05-29 02:23:00",86.84
"2018-05-29 02:24:00",86.83
"2018-05-29 02:25:00",86.74
"2018-05-29 02:26:00",86.77
"2018-05-29 02:27:00",86.78
"2018-05-29 02:28:00",86.77
"2018-05-29 02:29:00",86.86
"2018-05-29 02:30:00",86.78
"2018-05-29 02:31:00",86.79
"2018-05-29 02:32:00",86.79
"2018-05-29 02:33:00",86.79
"2018-05-29 02:34:00",86.78
"2018-05-29 02:35:00",87.07
"2018-05-29 02:36:00",87.06
"2018-05-29 02:37:00",87.7
"2018-05-29 02:38:00",87.76
"2018-05-29 02:39:00",87.28
"2018-05-29 02:40:00",87.55
"2018-05-29 02:41:00",87.62
"2018-05-29 02:42:00",87.11
"2018-05-29 02:43:00",87.17
"2018-05-29 02:44:00",87.18
"2018-05-29 02:45:00",87.03
"2018-05-29 02:46:00",87.03
"2018-05-29 02:47:00",87.37
"2018-05-29 02:48:00",87.19
"2018-05-29 02:49:00",87.21
"2018-05-29 02:50:00",87.18
"2018-05-29 02:51:00",87.15
"2018-05-29 02:52:00",87.49
"2018-05-29 02:53:00",87.47
"2018-05-29 02:54:00",87.44
"2018-05-29 02:55:00",87.46
"2018-05-29 02:56:00",87.45
"2018-05-29 02:57:00",87.46
"2018-05-29 02:58:00",87.56
"2018-05-29 02:59:00",87.33
"2018-05-29 03:00:00",87.23
"2018-05-29 03:01:00",87.31
"2018-05-29 03:02:00",87.35
"2018-05-29 03:03:00",87.27
"2018-05-29 03:04:00",87.26
"2018-05-29 03:05:00",87.25
"2018-05-29 03:06:00",87.3
"2018-05-29 03:07:00",87.23
"2018-05-29 03:08:00",87.22
"2018-05-29 03:09:00",87.25
"2018-05-29 03:10:00",87.27
"2018-05-29 03:11:00",87.31
"2018-05-29 03:12:00",87.44
"2018-05-29 03:13:00",87.56
"2018-05-29 03:14:00",87.23
"2018-05-29 03:15:00",87.2
"2018-05-29 03:16:00",87.19
"2018-05-29 03:17:00",87.5
"2018-05-29 03:18:00",87.49
"2018-05-29 03:19:00",87.49
"2018-05-29 03:20:00",87.5
"2018-05-29 03:21:00",87.46
"2018-05-29 03:22:00",87.35
"2018-05-29 03:23:00",87.09
"2018-05-29 03:24:00",87.08
"2018-05-29 03:25:00",87.07
"2018-05-29 03:26:00",86.99
"2018-05-29 03:27:00",86.93
"2018-05-29 03:28:00",86.92
"2018-05-29 03:29:00",86.96
"2018-05-29 03:30:00",87.39
"2018-05-29 03:31:00",87.41
"2018-05-29 03:32:00",87.26
"2018-05-29 03:33:00",87.27
"2018-05-29 03:34:00",87.47
"2018-05-29 03:35:00",87.51
"2018-05-29 03:36:00",87.53
"2018-05-29 03:37:00",87.5
"2018-05-29 03:38:00",87.43
"2018-05-29 03:39:00",86.95
"2018-05-29 03:40:00",86.93
"2018-05-29 03:41:00",86.94
"2018-05-29 03:42:00",87.07
"2018-05-29 03:43:00",87.07
"2018-05-29 03:44:00",86.85
"2018-05-29 03:45:00",86.85
"2018-05-29 03:46:00",86.89
"2018-05-29 03:47:00",87.12
"2018-05-29 03:48:00",87.26
"2018-05-29 03:49:00",87.27
"2018-05-29 03:50:00",87.26
"2018-05-29 03:51:00",87.27
"2018-05-29 03:52:00",87.48
"2018-05-29 03:53:00",87.12
"2018-05-29 03:54:00",87.09
"2018-05-29 03:55:00",87.08
"2018-05-29 03:56:00",87.07
"2018-05-29 03:57:00",87.14
"2018-05-29 03:58:00",87.08
"2018-05-29 03:59:00",87.07
"2018-05-29 04:00:00",87.72
"2018-05-29 04:01:00",87.69
"2018-05-29 04:02:00",87.38
"2018-05-29 04:03:00",87.63
"2018-05-29 04:04:00",87.65
"2018-05-29 04:05:00",87.74
"2018-05-29 04:06:00",87.73
"2018-05-29 04:07:00",87.66
"2018-05-29 04:08:00",87.63
"2018-05-29 04:09:00",87.69
"2018-05-29 04:10:00",87.7
"2018-05-29 04:11:00",87.86
"2018-05-29 04:12:00",87.86
"2018-05-29 04:13:00",87.84
"2018-05-29 04:14:00",87.7
"2018-05-29 04:15:00",87.99
"2018-05-29 04:16:00",88.05
"2018-05-29 04:17:00",88.1
"2018-05-29 04:18:00",88.12
"2018-05-29 04:19:00",88.12
"2018-05-29 04:20:00",88.02
"2018-05-29 04:21:00",88.07
"2018-05-29 04:22:00",88.07
"2018-05-29 04:23:00",88.06
"2018-05-29 04:24:00",88.09
"2018-05-29 04:25:00",88.08
"2018-05-29 04:26:00",88.07
"2018-05-29 04:27:00",87.64
"2018-05-29 04:28:00",87.64
"2018-05-29 04:29:00",87.63
"2018-05-29 04:30:00",87.55
"2018-05-29 04:31:00",87.6
"2018-05-29 04:32:00",87.61
"2018-05-29 04:33:00",87.68
"2018-05-29 04:34:00",87.69
"2018-05-29 04:35:00",87.64
"2018-05-29 04:36:00",87.63
"2018-05-29 04:37:00",87.64
"2018-05-29 04:38:00",87.66
"2018-05-29 04:39:00",87.67
"2018-05-29 04:40:00",87.67
"2018-05-29 04:41:00",87.67
"2018-05-29 04:42:00",87.57
"2018-05-29 04:43:00",87.55
"2018-05-29 04:44:00",87.57
"2018-05-29 04:45:00",87.63
"2018-05-29 04:46:00",87.62
"2018-05-29 04:47:00",87.61
"2018-05-29 04:48:00",87.62
"2018-05-29 04:49:00",87.62
"2018-05-29 04:50:00",87.62
"2018-05-29 04:51:00",87.61
"2018-05-29 04:52:00",87.69
"2018-05-29 04:53:00",87.7
"2018-05-29 04:54:00",87.7
"2018-05-29 04:55:00",87.67
"2018-05-29 04:56:00",87.6
"2018-05-29 04:57:00",87.61
"2018-05-29 04:58:00",87.6
"2018-05-29 04:59:00",87.61
"2018-05-29 05:00:00",87.63
"2018-05-29 05:01:00",87.6
"2018-05-29 05:02:00",87.97
"2018-05-29 05:03:00",87.75
"2018-05-29 05:04:00",87.74
"2018-05-29 05:05:00",87.73
"2018-05-29 05:06:00",87.72
"2018-05-29 05:07:00",87.96
"2018-05-29 05:08:00",87.84
"2018-05-29 05:09:00",87.77
"2018-05-29 05:10:00",87.75
"2018-05-29 05:11:00",87.39
"2018-05-29 05:12:00",87.51
"2018-05-29 05:13:00",87.47
"2018-05-29 05:14:00",87.49
"2018-05-29 05:15:00",87.48
"2018-05-29 05:16:00",87.51
"2018-05-29 05:17:00",87.48
"2018-05-29 05:18:00",87.43
"2018-05-29 05:19:00",87.35
"2018-05-29 05:20:00",87.25
"2018-05-29 05:21:00",87.31
"2018-05-29 05:22:00",87.34
"2018-05-29 05:23:00",87.47
"2018-05-29 05:24:00",87.43
"2018-05-29 05:25:00",87.46
"2018-05-29 05:26:00",87.5
"2018-05-29 05:27:00",87.89
"2018-05-29 05:28:00",87.62
"2018-05-29 05:29:00",87.59
"2018-05-29 05:30:00",87.51
"2018-05-29 05:31:00",87.58
"2018-05-29 05:32:00",87.51
"2018-05-29 05:33:00",87.02
"2018-05-29 05:34:00",87
"2018-05-29 05:35:00",86.96
"2018-05-29 05:36:00",87.15
"2018-05-29 05:37:00",87.17
"2018-05-29 05:38:00",86.99
"2018-05-29 05:39:00",87
"2018-05-29 05:40:00",87.03
"2018-05-29 05:41:00",86.88
"2018-05-29 05:42:00",87.34
"2018-05-29 05:43:00",87.39
"2018-05-29 05:44:00",87.43
"2018-05-29 05:45:00",86.97
"2018-05-29 05:46:00",87.06
"2018-05-29 05:47:00",87.21
"2018-05-29 05:48:00",87.22
"2018-05-29 05:49:00",87.23
"2018-05-29 05:50:00",87.23
"2018-05-29 05:51:00",87.24
"2018-05-29 05:52:00",87.44
"2018-05-29 05:53:00",87.46
"2018-05-29 05:54:00",87.45
"2018-05-29 05:55:00",87.45
"2018-05-29 05:56:00",87.6
"2018-05-29 05:57:00",87.63
"2018-05-29 05:58:00",87.65
"2018-05-29 05:59:00",87.63
"2018-05-29 06:00:00",87.68
"2018-05-29 06:01:00",87.66
"2018-05-29 06:02:00",87.66
"2018-05-29 06:03:00",87.69
"2018-05-29 06:04:00",87.71
"2018-05-29 06:05:00",87.71
"2018-05-29 06:06:00",87.71
"2018-05-29 06:07:00",87.71
"2018-05-29 06:08:00",87.72
"2018-05-29 06:09:00",87.36
"2018-05-29 06:10:00",87.37
"2018-05-29 06:11:00",87.33
"2018-05-29 06:12:00",87.09
"2018-05-29 06:13:00",87.07
"2018-05-29 06:14:00",87.08
"2018-05-29 06:15:00",87.05
"2018-05-29 06:16:00",87.09
"2018-05-29 06:17:00",87.17
"2018-05-29 06:18:00",87.21
"2018-05-29 06:19:00",87.29
"2018-05-29 06:20:00",87.35
"2018-05-29 06:21:00",87.35
"2018-05-29 06:22:00",87.1
"2018-05-29 06:23:00",87.05
"2018-05-29 06:24:00",87.05
"2018-05-29 06:25:00",87.1
"2018-05-29 06:26:00",87.16
"2018-05-29 06:27:00",87.09
"2018-05-29 06:28:00",87.07
"2018-05-29 06:29:00",87.08
"2018-05-29 06:30:00",87.09
